 

stn    time           nto002d0  tre200dx  tre200d0  hns000d0  rre150d0
DAV    19420617              0       6.9       3.0         0      12.4
DAV    19420618              0      11.5       6.1         0       0.0
DAV    19420619              0      16.8      11.2         0       0.0
DAV    19420620              0      20.0      14.9         0       0.8
DAV    19420621              0      19.2      14.0         0       0.0
DAV    19420622              0      19.2      14.2         0       0.0
DAV    19420623              1      20.7      14.9         0       0.0
DAV    19420624              0      21.4      15.4         0       5.1
DAV    19420625              0      16.8      12.1         0       0.6
DAV    19420626              0      14.0       9.6         0       0.0
DAV    19420627              0      15.3      11.1         0       0.0
DAV    19420628              0      14.6      10.2         0       2.4
DAV    19420629              0      12.5       8.6         0       0.1
DAV    19420630              1      19.5      13.5         0       0.0
DAV    19420701              0      20.7      15.4         0       1.0
DAV    19420702              0      19.6      11.6         0       7.4
DAV    19420703              0      15.3      10.5         0       2.5
DAV    19420704              0      20.1      13.1         0       0.0
DAV    19420705              0      23.1      16.7         0       0.8
DAV    19420706              0      23.1      17.8         0       0.0
DAV    19420707              0      22.5      15.2         0       0.0
DAV    19420708              0      21.2      14.3         0       0.3
DAV    19420709              1      23.0      16.5         0       0.0
DAV    19420710              0      22.7      14.6         0      38.2
DAV    19420711              0      12.3       5.7         0       3.9
DAV    19420712              0      12.3       7.8         0       2.0
DAV    19420713              0      10.4       7.2         0       1.1
DAV    19420714              0      14.2      10.5         0       1.3
DAV    19420715              0      10.2       6.1         0       7.4
DAV    19420716              0      12.2       8.1         0       0.1
DAV    19420717              0      18.6      14.6         0      14.3
DAV    19420718              0      13.1       7.6         0       5.7
DAV    19420719              0       7.3       5.3         0       8.4
DAV    19420720              0       9.2       6.4         0       1.5
DAV    19420721              0      11.4       8.2         0       5.4
DAV    19420722              0      16.2      11.1         0       0.0
DAV    19420723              0      16.1      11.2         0       3.0
DAV    19420724              1      19.1      13.2         0       0.0
DAV    19420725              1      23.1      17.6         0       0.0
DAV    19420726              0      22.4      15.2         0      13.0
DAV    19420727              0      21.6      15.1         0       0.2
DAV    19420728              0      16.4      11.4         0       0.0
DAV    19420729              1      21.4      14.2         0       0.0
DAV    19420730              1      19.9      14.7         0       0.0
DAV    19420731              1      20.7      14.9         0       0.0
DAV    19420801              0      22.3      15.2         0       1.9
DAV    19420802              1      21.6      16.0         0       1.8
DAV    19420803              0      16.6       9.9         0      45.7
DAV    19420804              0      16.5      10.8         0       1.4
DAV    19420805              0      12.3       7.5         0      23.7
DAV    19420806              0       9.4       6.2         0       0.2
DAV    19420807              0      13.3       9.2         0       0.0
DAV    19420808              1      17.1      10.6         0       0.0
DAV    19420809              0      17.2      11.5         0       5.3
DAV    19420810              0      16.7      10.9         0       0.0
DAV    19420811              1      19.9      13.8         0       0.0
DAV    19420812              0      17.2      11.9         0       5.0
DAV    19420813              0      12.3       9.4         0       0.5
DAV    19420814              0      14.4      10.2         0       0.5
DAV    19420815              0      16.1      10.7         0       0.5
DAV    19420816              1      18.1      11.9         0       0.0
DAV    19420817              0      18.2      12.2         0       0.0
DAV    19420818              0      20.2      14.2         0       0.0
DAV    19420819              0      19.2      13.1         0       2.7
DAV    19420820              0      18.8      13.0         0      14.2
DAV    19420821              0      13.3      10.6         0       1.9
DAV    19420822              0      18.1      13.6         0       0.0
DAV    19420823              0      18.5      13.2         0       5.2
DAV    19420824              0      14.2       9.9         0       1.8
DAV    19420825              0      17.9      11.8         0       0.0
DAV    19420826              0      20.5      13.1         0       0.0
DAV    19420827              1      21.3      13.9         0       0.0
DAV    19420828              1      21.7      14.4         0       0.0
DAV    19420829              0      23.7      16.5         0       0.0
DAV    19420830              0      19.2      13.4         0       5.6
DAV    19420831              0      21.7      14.3         0       0.0
DAV    19420901              0      16.6      12.3         0       8.0
DAV    19420902              0      18.2      11.8         0       0.0
DAV    19420903              0      19.9      13.2         0       0.0
DAV    19420904              0      19.9      14.3         0       0.0
DAV    19420905              1      20.0      14.0         0       0.3
DAV    19420906              0      18.0      13.1         0       1.7
DAV    19420907              0      15.6      12.1         0       2.1
DAV    19420908              0      16.1      11.3         0       0.0
DAV    19420909              1      18.0      12.3         0       0.0
DAV    19420910              1      19.8      13.4         0       0.0
DAV    19420911              1      21.0      14.0         0       0.0
DAV    19420912              1      21.0      14.1         0       0.0
DAV    19420913              0      20.1      12.9         0       2.1
DAV    19420914              0      19.0      12.9         0       0.1
DAV    19420915              0      17.3      12.4         0       4.5
DAV    19420916              0      12.4       8.9         0       0.4
DAV    19420917              1      15.0       8.4         0       0.0
DAV    19420918              0      14.3       8.2         0       0.0
DAV    19420919              0      16.1       8.9         0       0.0
DAV    19420920              1      18.6      10.5         0       0.0
DAV    19420921              0      16.5      10.9         0       0.0
DAV    19420922              0      10.9       6.2         0      11.6
DAV    19420923              0      11.9       6.6         0       0.0
DAV    19420924              0      14.2      10.3         0       0.0
DAV    19420925              0      16.4      11.6         0       8.6
DAV    19420926              0      12.1       8.3         0       6.2
DAV    19420927              0       8.2       4.6         0      45.2
DAV    19420928              0      10.2       3.7         0       3.9
DAV    19420929              0      11.6       6.3         0       0.0
DAV    19420930              0      14.0       7.9         0       0.0
DAV    19421001              1      18.1       8.7         0       0.0
DAV    19421002              1      18.2       9.6         0       0.0
DAV    19421003              0      18.6       9.6         0       0.0
DAV    19421004              1      18.6       9.4         0       0.0
DAV    19421005              1      18.5       9.5         0       0.0
DAV    19421006              1      18.6       9.9         0       0.0
DAV    19421007              0      18.2       9.9         0       0.0
DAV    19421008              0      16.8      10.2         0       9.4
DAV    19421009              0      11.0       3.5         0       0.0
DAV    19421010              0      12.5       4.2         0       0.0
DAV    19421011              0      11.8       6.2         0       0.0
DAV    19421012              1      12.0       4.2         0       0.0
DAV    19421013              0       8.5       4.1         0       0.1
DAV    19421014              0       9.5       4.5         0       0.0
DAV    19421015              1      12.0       5.5         0       0.2
DAV    19421016              0      11.1       5.1         0       0.0
DAV    19421017              0      11.0       5.6         0       3.2
DAV    19421018              0       6.9       5.8         0      21.4
DAV    19421019              0       7.1       5.9         0      31.7
DAV    19421020              0      11.5       5.7         0       0.5
DAV    19421021              0      10.9       3.0         2       2.9
DAV    19421022              0       3.6       0.8         5       7.4
DAV    19421023              0       6.7       4.5         0       4.9
DAV    19421024              1      11.2       3.9         0       0.0
DAV    19421025              0      11.7       5.4         0       0.0
DAV    19421026              0      12.0       6.7         0       0.0
DAV    19421027              0      12.9       8.1         0       0.9
DAV    19421028              0      12.8       6.7         0       0.0
DAV    19421029              0      11.8       6.5         0       0.0
DAV    19421030              0      13.3       8.6         0      13.8
DAV    19421031              0      10.1       6.7         0      17.6
DAV    19421101              0       7.2       1.9         0       4.5
DAV    19421102              0       7.9       2.2         0       0.0
DAV    19421103              0      10.4       5.2         0       0.0
DAV    19421104              0       9.5       4.8         0       0.0
DAV    19421105              0       8.7       6.1         0       0.7
DAV    19421106              0      11.0       3.2         6       8.7
DAV    19421107              0       3.8       0.2         0       0.0
DAV    19421108              0       3.1      -0.2         3       6.5
DAV    19421109              0       0.6      -2.7         0       0.0
DAV    19421110              0       3.3      -2.6         0       0.0
DAV    19421111              1       1.1      -4.2         0       0.0
DAV    19421112              0       4.2      -2.3         0       0.0
DAV    19421113              1       3.4      -2.7         0       0.0
DAV    19421114              1       3.9      -2.5         0       0.0
DAV    19421115              1       3.6      -2.7         0       0.0
DAV    19421116              0       4.6      -1.5         5       2.6
DAV    19421117              0      -2.0      -5.4         5       2.6
DAV    19421118              0      -3.3      -5.0         3       1.4
DAV    19421119              0       0.7      -4.5         0       0.0
DAV    19421120              1       1.1      -4.9         0       0.0
DAV    19421121              0      -0.5      -5.6         2       0.5
DAV    19421122              0      -4.0      -7.3         0       0.2
DAV    19421123              0      -4.5      -8.5        11       6.4
DAV    19421124              0      -6.4     -11.5         0       0.1
DAV    19421125              1      -6.7     -13.0         0       0.0
DAV    19421126              1      -1.5      -7.4         0       0.0
DAV    19421127              1      -0.3      -6.5         0       0.0
DAV    19421128              0       0.3      -7.2         0       0.0
DAV    19421129              1      -1.0      -7.6         0       0.0
DAV    19421130              0      -2.3      -6.1         0       0.0
DAV    19421201              1      -1.5      -7.1         0       0.0
DAV    19421202              0      -1.3      -5.1         1       0.5
DAV    19421203              0       0.6      -4.2         0       0.4
DAV    19421204              1      -1.1      -6.3         0       0.0
DAV    19421205              0       3.6       0.4         6       2.4
DAV    19421206              0       3.4      -1.1         1       0.4
DAV    19421207              1      -0.8      -6.3         0       0.0
DAV    19421208              1       4.7      -2.4         0       0.0
DAV    19421209              1       3.2      -2.4         0       0.0
DAV    19421210              1       3.5      -2.3         0       0.0
DAV    19421211              1       8.3       0.3         0       0.0
DAV    19421212              0       3.5      -1.0         0       0.0
DAV    19421213              0       2.3      -2.7         0       0.0
DAV    19421214              0       6.3       0.5         0       0.0
DAV    19421215              0       7.0       2.9         0       0.0
DAV    19421216              0       4.5      -1.0         0       0.0
DAV    19421217              0       5.6       2.3         0       0.0
DAV    19421218              0       6.2       2.8         3       1.9
DAV    19421219              0       2.2      -0.6         1       2.1
DAV    19421220              0      -0.5      -4.9         0       0.0
DAV    19421221              1       0.0      -5.3         0       0.0
DAV    19421222              0       1.5      -4.0         0       0.0
DAV    19421223              1       0.4      -5.9         1       0.7
DAV    19421224              0      -1.5      -6.3         2       2.2
DAV    19421225              0      -1.5      -6.7         0       0.0
DAV    19421226              0      -1.0      -8.0         0       0.0
DAV    19421227              0      -7.0      -9.7         0       0.1
DAV    19421228              1      -7.0     -12.0         0       0.0
DAV    19421229              0      -4.0      -8.6         2       0.9
DAV    19421230              0      -4.3      -7.9         1       0.3
DAV    19421231              0      -7.5     -10.3         0       0.0
DAV    19430101              0      -4.7      -6.6         1       0.9
DAV    19430102              0      -4.0      -6.8        28      17.8
DAV    19430103              0      -6.5      -7.7        24      18.3
DAV    19430104              0      -7.1      -8.4        15       5.9
DAV    19430105              0      -6.5      -8.0        15       8.9
DAV    19430106              0      -1.9      -4.7         1       0.8
DAV    19430107              0      -1.8      -5.8         1       0.8
DAV    19430108              0      -2.1      -5.1         6       2.7
DAV    19430109              0      -4.2     -13.1         0       0.0
DAV    19430110              0      -5.3     -10.6         9       4.4
DAV    19430111              0      -1.9      -8.3         0       0.0
DAV    19430112              0       0.4      -3.2         1       1.9
DAV    19430113              0       1.4      -5.4         0       0.0
DAV    19430114              0       2.0      -1.2         0       0.4
DAV    19430115              0      -2.0      -4.1        10       5.8
DAV    19430116              0      -2.5      -8.1         0       0.0
DAV    19430117              1      -5.4     -11.7         0       0.0
DAV    19430118              1      -2.5      -9.3         0       0.0
DAV    19430119              0      -2.0      -8.3         0       0.0
DAV    19430120              0      -0.6      -6.0         0       0.0
DAV    19430121              0       2.2      -3.3         0       0.0
DAV    19430122              0       4.6      -2.4         0       0.0
DAV    19430123              0       6.2       0.3        13       8.0
DAV    19430124              0       1.2      -3.2         1       0.9
DAV    19430125              1       0.9      -9.0         0       0.0
DAV    19430126              0       2.2      -4.2         1       0.5
DAV    19430127              0      -0.6      -4.7         1       0.6
DAV    19430128              1       1.1      -5.9         0       0.0
DAV    19430129              0       5.0      -3.2         0       0.0
DAV    19430130              0       5.8       0.0         3       1.8
DAV    19430131              0       4.7      -0.8         0       0.0
DAV    19430201              0       6.9       1.5         0       0.0
DAV    19430202              0       0.1      -3.4         7       4.7
DAV    19430203              0      -1.5      -5.2         6       2.6
DAV    19430204              0      -1.8      -5.4         4       2.1
DAV    19430205              0      -3.1      -9.5         0       0.0
DAV    19430206              0       0.6      -7.8         0       0.0
DAV    19430207              0       0.3      -3.6         4       2.0
DAV    19430208              0      -2.8      -8.1         0       0.0
DAV    19430209              0      -1.0      -7.9         0       0.1
DAV    19430210              0      -2.4      -6.8         1       2.3
DAV    19430211              0       0.1      -6.3         4       2.4
DAV    19430212              0       5.8      -2.4         2       1.6
DAV    19430213              0       0.2      -3.3        15       9.1
DAV    19430214              0       2.5      -2.7         0       1.4
DAV    19430215              0       2.7      -2.2        13       5.4
DAV    19430216              0      -0.8      -6.2         3       2.6
DAV    19430217              0      -3.2      -5.8         0       0.0
DAV    19430218              1      -1.9      -9.3         0       0.0
DAV    19430219              1       2.6      -5.6         0       0.0
DAV    19430220              1       6.5      -3.4         0       0.0
DAV    19430221              1       5.7      -3.7         0       0.0
DAV    19430222              1       7.4      -1.5         0       0.0
DAV    19430223              1       7.5      -1.2         0       0.0
DAV    19430224              1       6.7      -1.8         0       0.0
DAV    19430225              1       6.1      -3.1         0       0.0
DAV    19430226              1       3.5      -2.5         0       0.0
DAV    19430227              0       3.0      -2.6         0       0.0
DAV    19430228              1       4.2      -3.5         0       0.0
DAV    19430301              0       5.6      -0.6         0       0.0
DAV    19430302              0       8.7       1.4         0       0.0
DAV    19430303              0       8.8       2.5         0       0.0
DAV    19430304              0       8.5       2.2         0       0.0
DAV    19430305              0       7.2       1.5         3       2.6
DAV    19430306              0       1.4      -2.7         7       6.3
DAV    19430307              0      -0.4      -6.4         0       0.0
DAV    19430308              1       5.2      -3.2         0       0.0
DAV    19430309              1       5.6      -1.7         0       0.0
DAV    19430310              1       7.1      -0.9         0       0.0
DAV    19430311              1       6.4      -0.6         0       0.0
DAV    19430312              0       6.7      -0.6         0       0.0
DAV    19430313              0       5.9      -0.4         1       0.9
DAV    19430314              1       5.2      -1.7         0       0.0
DAV    19430315              1       5.5      -1.0         0       0.0
DAV    19430316              0       5.6       1.0         0       0.0
DAV    19430317              1       7.0      -0.6         0       0.0
DAV    19430318              0       6.4      -0.9         0       0.0
DAV    19430319              1       5.7      -0.7         0       0.0
DAV    19430320              0       6.1       0.5         0       0.1
DAV    19430321              0       5.3       0.3         0       0.2
DAV    19430322              1       4.8      -0.9         0       0.0
DAV    19430323              1       6.5       0.0         0       0.0
DAV    19430324              0       7.8       2.9         0       0.0
DAV    19430325              0      10.2       5.0         0       0.0
DAV    19430326              0       8.4       5.0         0       0.1
DAV    19430327              0       9.6       4.0         0       0.0
DAV    19430328              0      11.9       4.3         2       3.8
DAV    19430329              0       3.1      -0.2         0       0.2
DAV    19430330              0       4.9      -0.2         0       0.0
DAV    19430331              0      10.0       2.5         3      27.4
DAV    19430401              0       2.5       1.4        30      41.9
DAV    19430402              0       1.5      -2.7         2       3.0
DAV    19430403              0       2.3      -2.5         3       3.8
DAV    19430404              1       5.7      -0.8         0       0.0
DAV    19430405              1       9.7       2.1         0       0.0
DAV    19430406              0      10.4       0.5        19      16.3
DAV    19430407              0       0.6      -2.3        39      28.6
DAV    19430408              0      -1.8      -6.6        18      11.0
DAV    19430409              0      -1.5      -4.0        14      10.5
DAV    19430410              0       4.7      -0.5         0       0.0
DAV    19430411              0       6.1       1.8         0       0.2
DAV    19430412              0       5.1       1.7         0       0.0
DAV    19430413              1       7.6       2.2         0       0.0
DAV    19430414              1       8.7       2.7         0       0.0
DAV    19430415              1      10.3       4.0         0       0.0
DAV    19430416              0      12.4       4.8         0       0.0
DAV    19430417              1      13.0       5.7         0       0.0
DAV    19430418              1      13.6       6.5         0       0.0
DAV    19430419              0      15.3       9.6         0       0.0
DAV    19430420              0      12.5       6.2         0       1.8
DAV    19430421              0      13.1       9.9         0       0.2
DAV    19430422              0      16.2       9.1         0       0.0
DAV    19430423              0      17.2      10.2         0       0.0
DAV    19430424              0      11.7       5.7         0       8.8
DAV    19430425              0      14.5       7.1         0       0.0
DAV    19430426              0      16.2       7.7         0       1.1
DAV    19430427              0      11.6       6.1         0       0.0
DAV    19430428              0      12.1       5.7         5       2.1
DAV    19430429              0       7.1       1.7         0       0.1
DAV    19430430              0      10.0       3.0         0       0.0
DAV    19430501              0      13.0       6.7         0       0.5
DAV    19430502              0      13.8       6.8         0       0.0
DAV    19430503              0      14.6       8.3         0       0.5
DAV    19430504              0      13.6       7.4         0      11.8
DAV    19430505              0      11.5       6.9         0       1.3
DAV    19430506              0      12.1       7.2         0       0.0
DAV    19430507              0       6.5       3.0         0      12.6
DAV    19430508              0      10.4       5.3         0       0.0
DAV    19430509              0      12.0       0.9        36      19.8
DAV    19430510              0       4.4       0.6         0       0.0
DAV    19430511              0      12.5       5.9         0       0.0
DAV    19430512              0      15.7       9.1         0       0.0
DAV    19430513              1      18.8      11.8         0       0.0
DAV    19430514              0      20.0      13.5         0       0.0
DAV    19430515              0      20.0      13.7         0       0.0
DAV    19430516              0      16.2      10.2         0       0.0
DAV    19430517              1      15.0       9.5         0       0.0
DAV    19430518              1      17.8      11.6         0       0.0
DAV    19430519              1      17.8      11.9         0       0.0
DAV    19430520              0      17.5      11.4         0       0.0
DAV    19430521              0      16.5      10.4         0       1.3
DAV    19430522              0      14.9       9.1         0       7.4
DAV    19430523              0      13.5       8.9         0       2.5
DAV    19430524              0      16.6       8.4         1      28.6
DAV    19430525              0       7.0       3.6         4       6.1
DAV    19430526              0       5.8       2.7         0       5.0
DAV    19430527              0      10.2       6.6         0       3.9
DAV    19430528              0      14.2      10.0         0       0.9
DAV    19430529              0      17.0      11.7         0       0.0
DAV    19430530              0      17.2      11.9         0       0.0
DAV    19430531              0      17.5      11.7         0       2.1
DAV    19430601              0      18.5      10.1         0       8.5
DAV    19430602              0      13.5       7.7         0      24.0
DAV    19430603              0       9.1       5.0         0       1.0
DAV    19430604              0       6.2       3.7         0       2.0
DAV    19430605              1      13.0       7.4         0       0.0
DAV    19430606              0      19.2      12.2         0       6.7
DAV    19430607              0      12.6       7.2         0       0.0
DAV    19430608              0      15.4      10.0         0       5.8
DAV    19430609              0      12.4       8.9         0      17.6
DAV    19430610              0      10.6       6.6         0      18.5
DAV    19430611              0       8.4       4.8         0       9.2
DAV    19430612              0      15.0      10.8         0       0.9
DAV    19430613              0      17.9      11.8         0       0.3
DAV    19430614              0      19.0      12.9         0      16.8
DAV    19430615              0      10.4       4.2         0      14.1
DAV    19430616              0       6.8       3.6         0       1.9
DAV    19430617              0       6.4       3.1         0       8.1
DAV    19430618              0       6.8       3.9         0       0.4
DAV    19430619              0      10.3       7.1         0       0.8
DAV    19430620              1      19.8      13.0         0       0.0
DAV    19430621              0      22.3      14.4         0       8.2
DAV    19430622              0      15.5      11.3         0       9.3
DAV    19430623              0      19.1      14.5         0       0.0
DAV    19430624              0      20.0      14.1         0       0.0
DAV    19430625              1      21.1      15.3         0       0.0
DAV    19430626              0      16.7      12.6         0       0.0
DAV    19430627              0      16.2      11.1         0       0.0
DAV    19430628              0      16.9      11.6         0       0.0
DAV    19430629              0      17.2      12.1         0       0.5
DAV    19430630              0      11.3       7.9         0       0.8
DAV    19430701              0      13.5       9.3         0       0.0
DAV    19430702              0      15.1      10.5         0       0.0
DAV    19430703              0      18.2      13.6         0       0.1
DAV    19430704              1      19.6      14.0         0       0.0
DAV    19430705              0      20.7      14.4         0       0.0
DAV    19430706              0      19.1      13.2         0      20.7
DAV    19430707              0      14.4       9.4         0       3.2
DAV    19430708              0      14.0       6.2         0      20.0
DAV    19430709              0       6.3       4.0         0       3.4
DAV    19430710              0      13.0       7.2         0       4.4
DAV    19430711              0      13.1       9.9         0       3.1
DAV    19430712              0      20.5      13.6         0       0.0
DAV    19430713              0      13.0       9.1         0      11.2
DAV    19430714              1      16.7      11.4         0       0.0
DAV    19430715              1      21.1      14.9         0       0.0
DAV    19430716              0      22.5      13.1         0       5.0
DAV    19430717              0      21.2      15.5         0       0.0
DAV    19430718              1      22.1      16.4         0       0.0
DAV    19430719              0      24.0      16.9         0       3.5
DAV    19430720              0      22.1      16.2         0       0.0
DAV    19430721              0      15.2      10.5         0      11.1
DAV    19430722              0      16.6      13.1         0       0.8
DAV    19430723              0      16.1      12.2         0       4.6
DAV    19430724              0      15.6      11.6         0       2.3
DAV    19430725              0      15.7       9.8         0       7.0
DAV    19430726              0      19.6      13.3         0      12.3
DAV    19430727              0      17.8      12.4         0       0.8
DAV    19430728              0      19.7      15.5         0       0.0
DAV    19430729              0      21.5      15.0         0       0.0
DAV    19430730              1      22.8      16.3         0       0.0
DAV    19430731              0      24.1      17.5         0       0.0
DAV    19430801              0      23.9      17.4         0       0.0
DAV    19430802              1      25.7      18.5         0       0.0
DAV    19430803              0      24.4      18.0         0       2.0
DAV    19430804              0      16.5      12.9         0       7.6
DAV    19430805              0      20.6      14.3         0       0.3
DAV    19430806              0      16.3      11.5         0       1.1
DAV    19430807              0      14.2      10.0         0       0.2
DAV    19430808              0      15.8      10.6         0       0.0
DAV    19430809              0      17.3      12.1         0       0.0
DAV    19430810              1      19.0      13.9         0       0.0
DAV    19430811              0      22.3      15.8         0       9.7
DAV    19430812              0      15.2      11.7         0       0.0
DAV    19430813              1      18.4      13.3         0       0.0
DAV    19430814              1      21.7      15.1         0       0.0
DAV    19430815              1      20.8      14.4         0       0.0
DAV    19430816              1      21.7      15.0         0       0.0
DAV    19430817              1      24.5      17.4         0       0.0
DAV    19430818              1      25.0      17.7         0       0.0
DAV    19430819              1      26.3      19.5         0       0.0
DAV    19430820              1      26.4      19.1         0       0.0
DAV    19430821              1      24.8      17.4         0       0.0
DAV    19430822              0      22.7      17.2         0       4.0
DAV    19430823              0      15.5       8.8         0       0.7
DAV    19430824              1      19.5      13.1         0       0.0
DAV    19430825              0      14.7      10.5         0       3.1
DAV    19430826              0      19.6      13.4         0       1.8
DAV    19430827              0      13.0       8.9         0       6.6
DAV    19430828              0       9.1       7.5         0       4.8
DAV    19430829              0      15.2      10.3         0       0.0
DAV    19430830              0      21.2      14.1         0      12.9
DAV    19430831              0      13.0       8.5         0       0.0
DAV    19430901              1      15.6       9.1         0       0.0
DAV    19430902              0      18.4      12.2         0       0.0
DAV    19430903              0      17.5      10.3         0       3.8
DAV    19430904              0       9.7       6.5         0       3.6
DAV    19430905              1      15.7       8.0         0       0.0
DAV    19430906              0      18.4      11.1         0       0.0
DAV    19430907              1      18.6      11.9         0       0.0
DAV    19430908              0      16.6      10.8         0       0.1
DAV    19430909              0      19.5      14.0         0       0.5
DAV    19430910              0      15.9      11.3         0       1.5
DAV    19430911              0      18.1      12.0         0       0.0
DAV    19430912              0      21.0      13.9         0       0.0
DAV    19430913              0      24.2      17.1         0       5.9
DAV    19430914              0      21.2      15.3         0       3.9
DAV    19430915              0      14.5      12.5         0       2.9
DAV    19430916              0      14.2      11.9         0       0.0
DAV    19430917              0      20.5      13.4         0       0.0
DAV    19430918              0      15.5      10.7         0      10.4
DAV    19430919              0      16.7      12.3         0      19.0
DAV    19430920              0      11.1       3.1         0      32.0
DAV    19430921              0      13.4       8.0         0       0.9
DAV    19430922              0      12.4       9.3         0       2.4
DAV    19430923              0      16.2      11.5         0       0.3
DAV    19430924              1      17.6      10.7         0       0.0
DAV    19430925              0      15.7       9.9         7      24.0
DAV    19430926              0       8.6       1.6         1      13.4
DAV    19430927              0       2.2       1.1         0       6.7
DAV    19430928              0       5.5       2.7         0       4.9
DAV    19430929              0       6.4       3.3         0       1.3
DAV    19430930              0      12.3       6.3         0       0.0
DAV    19431001              0      13.5       6.5         0       0.0
DAV    19431002              1      14.5       6.6         0       0.0
DAV    19431003              0      13.5       6.7         0       0.0
DAV    19431004              1      15.0       7.1         0       0.0
DAV    19431005              1      14.1       6.2         0       0.0
DAV    19431006              0      15.0       7.2         0       0.0
DAV    19431007              0      14.5       6.9         0       0.0
DAV    19431008              0      15.0       7.3         0       0.0
DAV    19431009              0      13.0       8.6         0       0.0
DAV    19431010              0      15.5       9.0         0       0.0
DAV    19431011              0      15.7       8.0         0       0.0
DAV    19431012              0      14.5       7.0         0       0.0
DAV    19431013              0      12.1       5.5         0       0.0
DAV    19431014              0       7.6       2.5         0       0.0
DAV    19431015              0       7.7       1.5         0       0.0
DAV    19431016              1       9.2       2.2         0       0.0
DAV    19431017              0      12.0       5.1         0       0.0
DAV    19431018              0      13.5       8.0         0       0.0
DAV    19431019              0      12.2       7.2         0       0.0
DAV    19431020              0      13.6       5.6         0       0.0
DAV    19431021              1      15.5       5.9         0       0.0
DAV    19431022              0      14.4       5.7         0       0.0
DAV    19431023              0      15.6       5.8         0       0.0
DAV    19431024              0      14.1       4.2         0       0.0
DAV    19431025              0      12.7       6.2         0       0.0
DAV    19431026              1      10.2       4.2         0       0.0
DAV    19431027              0       8.9       4.2         0       0.0
DAV    19431028              1      11.2       3.2         0       0.0
DAV    19431029              1      11.2       3.8         0       0.0
DAV    19431030              0      11.6       5.1         0       0.0
DAV    19431031              1      12.1       4.0         0       0.0
DAV    19431101              0      12.4       5.0         0       0.0
DAV    19431102              0      11.6       6.1         0       0.0
DAV    19431103              0      10.6       4.0         0       0.0
DAV    19431104              0       5.6       2.3         0       0.0
DAV    19431105              0       3.0      -0.1         0       0.0
DAV    19431106              1       4.3      -3.1         0       0.2
DAV    19431107              0      -1.0      -3.3         4       2.0
DAV    19431108              0      -1.6      -4.1         0       0.0
DAV    19431109              0      -1.9      -3.4         0       0.0
DAV    19431110              1      -0.3      -6.2         0       0.0
DAV    19431111              0       3.5      -1.9         1       1.0
DAV    19431112              0       1.2      -1.1         5       2.3
DAV    19431113              0       4.7       0.9         9       3.1
DAV    19431114              0       2.0      -5.5         1       1.1
DAV    19431115              0      -3.0      -8.6         0       0.0
DAV    19431116              0      -3.9      -6.9         0       0.0
DAV    19431117              1      -4.0      -7.4         0       0.1
DAV    19431118              0       1.3      -5.6         0       0.0
DAV    19431119              0       3.3      -2.9         0       0.0
DAV    19431120              1       6.2      -1.5         0       0.0
DAV    19431121              0       5.6       0.0         0       0.0
DAV    19431122              0       3.6      -1.8         0       0.0
DAV    19431123              0      -2.0      -4.7         0       0.0
DAV    19431124              0       2.9      -1.9         7       4.0
DAV    19431125              0       2.0      -3.6         9       5.5
DAV    19431126              0      -2.4      -8.0         1       0.5
DAV    19431127              0      -1.4      -6.8         0       0.0
DAV    19431128              0       3.6      -0.5         3       3.6
DAV    19431129              0       3.5       1.2         3       1.1
DAV    19431130              0       0.4      -4.0        23      14.0
DAV    19431201              0      -3.9      -5.2        13       8.2
DAV    19431202              0      -1.8      -7.1         0       0.0
DAV    19431203              0      -0.3      -4.9         0       0.0
DAV    19431204              0       2.0      -3.0         0       0.0
DAV    19431205              0       5.3      -1.2         0       0.0
DAV    19431206              0       3.0      -0.9         0       0.0
DAV    19431207              0       5.0       0.7         0       0.0
DAV    19431208              0       2.2      -1.4         1       0.6
DAV    19431209              0       0.2      -4.4         2       1.0
DAV    19431210              0      -0.4      -2.9         4       3.8
DAV    19431211              0      -4.0      -9.2         0       0.0
DAV    19431212              1      -2.7      -8.2         0       0.0
DAV    19431213              1      -1.0      -6.3         0       0.0
DAV    19431214              1      -0.5      -6.0         0       0.0
DAV    19431215              1       1.0      -4.2         0       0.0
DAV    19431216              0       2.1      -3.0         0       0.0
DAV    19431217              0       4.0       0.1         0       0.1
DAV    19431218              0       1.9      -3.9         0       0.0
DAV    19431219              0       4.7       0.9         3       1.0
DAV    19431220              0       1.6      -3.8         0       0.2
DAV    19431221              0       2.0      -3.8         0       0.0
DAV    19431222              0       2.0      -1.6         0       0.1
DAV    19431223              0      -1.0      -5.6         0       0.0
DAV    19431224              1      -4.5     -10.3         0       0.0
DAV    19431225              0      -6.4     -12.1         0       0.0
DAV    19431226              0      -3.9     -10.9         0       0.0
DAV    19431227              0      -0.1      -3.1         0       0.0
DAV    19431228              1       0.6      -6.3         0       0.0
DAV    19431229              1       2.1      -5.7         0       0.0
DAV    19431230              0      -0.8      -5.9        10       4.2
DAV    19431231              0      -5.5      -8.5         4       2.6
DAV    19440101              0      -6.4      -8.3         3       2.2
DAV    19440102              0       1.2      -5.2         0       0.0
DAV    19440103              1      -4.6     -10.1         0       0.0
DAV    19440104              0      -3.0      -6.8        24      14.4
DAV    19440105              0      -6.9      -9.6         0       0.1
DAV    19440106              1      -9.4     -15.9         0       0.0
DAV    19440107              1      -5.4      -9.7         0       0.0
