stn    time           nto002d0  tre200dx  tre200d0  hns000d0  rre150d0
BER    19490214              0       2.3      -1.4         0       0.0
BER    19490215              0       5.7      -0.4         0       0.0
BER    19490216              1       6.9       0.2         0       0.0
BER    19490217              0       9.9       2.5         0       0.0
BER    19490218              0      10.6       4.0         0       0.0
BER    19490219              0      11.8       5.0         0       0.0
BER    19490220              1       9.4       3.0         0       0.0
BER    19490221              1      11.6       3.9         0       0.0
BER    19490222              1      10.9       5.0         0       0.0
BER    19490223              1      12.3       4.6         0       0.0
BER    19490224              0      11.0       5.4         0       0.3
BER    19490225              0      10.9       5.4         0       0.1
BER    19490226              0      10.8       3.7         0       0.0
BER    19490227              0       9.1       3.3         0       2.3
BER    19490228              0       5.3       1.0         0       0.0
BER    19490301              0       3.6       0.6         1       0.6
BER    19490302              0       1.2      -2.7         3       1.1
BER    19490303              0      -2.1      -5.4         4       0.5
BER    19490304              0      -2.1      -6.9         0       0.0
BER    19490305              1      -3.4      -7.4         0       0.0
BER    19490306              0      -1.3      -6.7         0       0.0
BER    19490307              0       0.7      -4.8         0       0.0
BER    19490308              0       2.5      -1.8         4       0.7
BER    19490309              0       2.4       0.3        12      31.6
BER    19490310              0       4.6       2.2         0       8.8
BER    19490311              0       9.4       4.3         0       0.1
BER    19490312              0      10.9       5.5         0       0.0
BER    19490313              0      10.4       5.7         0       0.0
BER    19490314              0      12.5       8.6         0       9.5
BER    19490315              0      10.6       5.0         0       0.1
BER    19490316              0      12.1       7.6         0       0.1
BER    19490317              1       9.4       4.7         0       0.0
BER    19490318              0       6.6       3.7         4       2.9
BER    19490319              0       2.5      -1.2         1       0.5
BER    19490320              0       1.0      -2.0         0       0.0
BER    19490321              1       2.8      -0.9         0       0.0
BER    19490322              0       6.8       1.6         0       0.0
BER    19490323              1       9.3       4.5         0       0.0
BER    19490324              1      12.8       5.6         0       0.0
BER    19490325              0      14.9       7.8         0       0.0
BER    19490326              0      15.4       7.7         0       0.0
BER    19490327              1      16.5       8.0         0       0.0
BER    19490328              1      17.7       9.9         0       0.0
BER    19490329              1      17.9      10.5         0       0.0
BER    19490330              0      18.4      10.8         0       0.3
BER    19490331              0      16.1       9.2         0       0.0
BER    19490401              1      16.6       9.1         0       0.0
BER    19490402              0      14.7       9.3         0       2.2
BER    19490403              0      16.3      11.1         0       0.0
BER    19490404              0      21.0      13.2         0       6.1
BER    19490405              0      15.8      12.6         0       2.0
BER    19490406              0      21.4      13.5         0      15.8
BER    19490407              0      12.7       6.4         0       8.2
BER    19490408              0       6.9       2.8         0       1.6
BER    19490409              0       5.8       2.3         0       0.5
BER    19490410              1      10.9       5.1         0       0.0
BER    19490411              0      17.1       9.3         0       0.0
BER    19490412              0      17.2      12.2         0       1.6
BER    19490413              0      23.4      14.9         0       0.0
BER    19490414              1      25.1      15.9         0       0.0
BER    19490415              1      23.9      16.5         0       0.0
BER    19490416              1      25.1      16.6         0       0.0
BER    19490417              1      26.3      17.5         0       0.0
BER    19490418              1      26.2      18.0         0       0.0
BER    19490419              1      25.9      18.3         0       0.0
BER    19490420              0      23.0      16.8         0       0.0
BER    19490421              0      24.9      16.5         0       0.2
BER    19490422              0      22.5      15.3         0       0.0
BER    19490423              0      17.4      12.0         0       0.0
BER    19490424              0      21.5      14.3         0       0.5
BER    19490425              0      19.1      10.1         0       8.4
BER    19490426              0       5.9       3.5         0      13.7
BER    19490427              0       8.4       6.0         0       0.0
BER    19490428              0      18.2      10.7         0       0.0
BER    19490429              0      17.4      10.7         0      19.1
BER    19490430              0       9.6       5.6         0       2.3
BER    19490501              0       6.5       5.2         0       0.2
BER    19490502              0       9.6       8.2         0       0.0
BER    19490503              0      15.9      11.9         0       0.0
BER    19490504              0      20.0      14.5         0       0.0
BER    19490505              0      16.8      12.6         0       8.1
BER    19490506              0      12.4       8.9         0       2.0
BER    19490507              0      15.3      10.7         0       0.0
BER    19490508              1      17.3      11.9         0       0.0
BER    19490509              0      16.0       9.3         0       0.0
BER    19490510              0       8.2       4.9         0       0.0
BER    19490511              0       8.3       4.2         0       0.3
BER    19490512              0       5.6       4.7         0      13.3
BER    19490513              0       9.4       6.5         0       0.6
BER    19490514              0      12.0       7.8         0       2.5
BER    19490515              0      17.1      11.2         0       0.0
BER    19490516              0      19.8      13.9         0       0.9
BER    19490517              0      17.6      12.7         0      24.4
BER    19490518              0      12.4      10.3         0       4.1
BER    19490519              0      14.3      11.1         0       5.1
BER    19490520              0      12.0      10.5         0       1.3
BER    19490521              0      13.6      11.9         0       0.0
BER    19490522              0      19.2      13.6         0       0.0
BER    19490523              0      17.4      13.7         0       1.1
BER    19490524              0      17.8      13.7         0       1.3
BER    19490525              0      19.6      13.7         0       0.0
BER    19490526              0      18.6      12.7         0       6.7
BER    19490527              0      19.4      13.6         0       0.0
BER    19490528              0      26.0      19.0         0       0.8
BER    19490529              0      23.5      17.0         0      15.9
BER    19490530              0      17.0      14.0         0       6.5
BER    19490531              0      13.8       9.6         0       7.4
BER    19490601              0      16.8      12.2         0       6.9
BER    19490602              0      12.8       9.3         0      10.5
BER    19490603              0      16.6      12.2         0       2.4
BER    19490604              0      19.8      14.6         0       0.0
BER    19490605              0      14.9      13.2         0       0.5
BER    19490606              0      21.4      16.2         0       0.0
BER    19490607              0      26.2      17.8         0       0.5
BER    19490608              0      26.2      18.3         0       2.5
BER    19490609              0      22.2      17.3         0      11.0
BER    19490610              0      20.4      15.9         0       0.3
BER    19490611              0      22.4      18.1         0       5.0
BER    19490612              0      18.8      14.6         0       0.0
BER    19490613              1      20.2      15.8         0       0.0
BER    19490614              1      25.6      19.6         0       0.0
BER    19490615              0      23.3      18.2         0       0.0
BER    19490616              0      22.2      16.9         0       0.0
BER    19490617              0      19.9      14.8         0       0.0
BER    19490618              0      17.3      12.8         0       0.0
BER    19490619              0      18.4      13.8         0       0.0
BER    19490620              0      20.3      16.2         0       0.0
BER    19490621              1      25.5      19.3         0       0.0
BER    19490622              1      25.0      18.6         0       0.0
BER    19490623              1      24.0      18.1         0       0.0
BER    19490624              0      18.3      14.1         0       0.0
BER    19490625              1      17.9      13.3         0       0.0
BER    19490626              1      22.5      16.8         0       0.0
BER    19490627              1      25.3      19.4         0       0.0
BER    19490628              1      25.3      19.8         0       0.0
BER    19490629              0      26.3      20.7         0       0.0
BER    19490630              0      24.2      19.2         0       0.0
BER    19490701              1      22.6      18.2         0       0.0
BER    19490702              1      24.4      18.8         0       0.0
BER    19490703              1      23.0      17.5         0       0.0
BER    19490704              1      27.4      20.4         0       0.0
BER    19490705              0      29.1      21.5         0       0.0
BER    19490706              1      23.1      18.2         0       0.0
BER    19490707              0      24.4      17.8         0       0.0
BER    19490708              0      23.1      18.2         0       0.0
BER    19490709              0      24.8      20.0         0       0.0
BER    19490710              1      27.4      21.3         0       0.0
BER    19490711              1      29.5      22.3         0       0.0
BER    19490712              1      31.2      23.3         0       0.0
BER    19490713              0      34.9      26.5         0       0.0
BER    19490714              0      29.5      24.5         0       0.0
BER    19490715              0      31.6      23.5         0       0.2
BER    19490716              0      24.9      18.0         0       6.1
BER    19490717              0      24.6      19.4         0       0.0
BER    19490718              0      20.4      15.0         0       9.6
BER    19490719              0      18.4      13.5         0       0.6
BER    19490720              0      19.5      15.1         0       0.0
BER    19490721              1      22.7      17.5         0       0.0
BER    19490722              1      24.4      18.8         0       0.0
BER    19490723              0      26.2      19.8         0       0.0
BER    19490724              0      25.6      18.0         0       0.9
BER    19490725              1      25.8      19.5         0       0.0
BER    19490726              1      28.2      21.6         0       0.0
BER    19490727              1      30.0      22.8         0       0.0
BER    19490728              1      31.1      24.3         0       0.0
BER    19490729              0      31.2      23.8         0       0.0
BER    19490730              1      27.3      21.2         0       0.0
BER    19490731              1      30.4      22.0         0       0.0
BER    19490801              1      32.1      23.8         0       0.0
BER    19490802              0      30.8      24.2         0       8.8
BER    19490803              0      24.6      17.2         0       0.0
BER    19490804              1      23.4      17.5         0       0.0
BER    19490805              1      27.2      19.9         0       0.0
BER    19490806              0      31.4      20.4         0       7.4
BER    19490807              0      28.7      22.9         0       0.0
BER    19490808              0      32.7      24.9         0       0.0
BER    19490809              0      30.2      23.5         0       0.1
BER    19490810              0      22.9      18.8         0       0.0
BER    19490811              0      18.8      14.0         0       4.5
BER    19490812              0      16.4      11.7         0       0.5
BER    19490813              1      16.6      12.9         0       0.0
BER    19490814              1      18.9      14.8         0       0.0
BER    19490815              1      23.3      18.2         0       0.0
BER    19490816              1      27.5      20.7         0       0.0
BER    19490817              0      25.6      18.5         0       0.0
BER    19490818              0      18.8      14.1         0       0.0
BER    19490819              1      21.8      15.1         0       0.0
BER    19490820              1      25.4      18.7         0       0.0
BER    19490821              1      26.6      19.7         0       0.0
BER    19490822              1      29.2      21.4         0       0.0
BER    19490823              0      28.5      21.3         0       7.8
BER    19490824              0      20.0      16.4         0      11.3
BER    19490825              0      22.7      16.9         0       2.9
BER    19490826              0      19.0      16.7         0       5.6
BER    19490827              0      20.0      17.0         0       0.4
BER    19490828              0      25.4      19.4         0       3.9
BER    19490829              0      22.4      17.7         0      21.3
BER    19490830              0      22.8      18.0         0       0.0
BER    19490831              0      26.6      19.5         0       0.0
BER    19490901              0      26.8      20.2         0       0.0
BER    19490902              0      25.8      19.7         0       2.9
BER    19490903              1      28.1      20.9         0       0.0
BER    19490904              1      28.8      21.3         0       0.0
BER    19490905              1      30.4      22.4         0       0.0
BER    19490906              1      30.2      21.9         0       0.0
BER    19490907              0      23.6      19.0         0       3.1
BER    19490908              0      21.3      16.7         0       0.0
BER    19490909              0      20.8      15.5         0       0.0
BER    19490910              1      21.3      16.2         0       0.0
BER    19490911              0      22.0      15.6         0       0.0
BER    19490912              0      21.0      15.6         0       2.2
BER    19490913              0      23.2      17.0         0       2.3
BER    19490914              0      21.5      17.0         0       6.0
BER    19490915              0      21.4      16.9         0       5.8
BER    19490916              0      19.1      13.7         0       2.5
BER    19490917              0      18.8      13.9         0       0.2
BER    19490918              0      17.7      14.4         0      10.4
BER    19490919              0      19.5      14.8         0      22.4
BER    19490920              0      18.1      14.7         0       1.0
BER    19490921              0      20.6      16.1         0       1.2
BER    19490922              0      22.5      17.3         0       0.0
BER    19490923              0      24.4      18.2         0       0.0
BER    19490924              0      26.4      19.5         0       0.0
BER    19490925              0      25.2      19.2         0       0.0
BER    19490926              0      23.3      18.0         0       0.0
BER    19490927              0      23.2      18.1         0       0.0
BER    19490928              0      21.9      16.0         0       0.0
BER    19490929              0      21.4      16.2         0       0.0
BER    19490930              0      18.3      15.6         0       1.1
BER    19491001              0      18.4      15.5         0       0.0
BER    19491002              0      18.7      14.6         0       0.0
BER    19491003              1      18.0      12.9         0       0.0
BER    19491004              0      17.7      11.7         0       0.0
BER    19491005              0      20.4      13.8         0       0.0
BER    19491006              0      21.2      14.7         0       0.0
BER    19491007              1      20.7      14.3         0       0.0
BER    19491008              0      20.7      14.7         0       2.1
BER    19491009              0      16.5      13.1         0       0.0
BER    19491010              0      17.9      12.7         0       0.0
BER    19491011              0      16.9      11.6         0       0.0
BER    19491012              1      20.3      13.4         0       0.0
BER    19491013              1      19.7      12.4         0       0.0
BER    19491014              0      19.0      12.4         0       0.0
BER    19491015              0      19.1      11.9         0       0.0
BER    19491016              0      17.6      11.3         0       0.0
BER    19491017              0      14.2       9.6         0       3.5
BER    19491018              0      14.5       9.4         0       0.0
BER    19491019              0      16.4      11.6         0       0.0
BER    19491020              0      19.2      12.4         0       0.0
BER    19491021              0      17.9      13.1         0       7.8
BER    19491022              1      13.8       8.6         0       0.0
BER    19491023              0      14.8       8.6         0       0.0
BER    19491024              0      17.8      13.1         0       1.0
BER    19491025              0      20.3      14.4         0       0.0
BER    19491026              0      13.8      10.1         0       2.6
BER    19491027              0       9.0       5.6         0       0.0
BER    19491028              0       6.6       3.5         0       0.0
BER    19491029              0       5.8       3.1         0       0.0
BER    19491030              0       6.1       4.4         0       0.0
BER    19491031              0       6.9       3.2         0       0.0
BER    19491101              0       4.7       3.1         0       0.0
BER    19491102              0       2.8       1.8         0       0.0
BER    19491103              0       1.5       0.2         0       0.0
BER    19491104              1       2.7      -1.4         0       0.0
BER    19491105              0       2.0      -0.6         0       0.3
BER    19491106              0       6.3       2.2         9       3.3
BER    19491107              0       3.7       1.5         0       4.2
BER    19491108              0       5.9       3.4         0       4.2
BER    19491109              0       6.5       3.9         0       5.4
BER    19491110              0      11.8       8.9         0       3.6
BER    19491111              0       9.6       8.0         0      13.4
BER    19491112              0      11.3       9.2         0       6.1
BER    19491113              0       8.9       4.5         0       4.4
BER    19491114              0       4.4       2.3         0       1.9
BER    19491115              0       3.9       2.7         0       3.8
BER    19491116              0       4.4       2.9         0       0.9
BER    19491117              0       3.4       0.7         0       0.0
BER    19491118              0       2.7       0.4         0       0.0
BER    19491119              0       2.4       0.9         0       0.1
BER    19491120              0       9.9       6.3         0       4.5
BER    19491121              0       8.6       5.1         0       0.0
BER    19491122              0       7.3       5.6         0       4.1
BER    19491123              0       6.4       5.0         0       0.1
BER    19491124              0       8.2       4.5         0       0.0
BER    19491125              0       7.8       4.6         0       0.0
BER    19491126              0       6.3       4.4         0       9.8
BER    19491127              0       7.3       3.3         0       0.0
BER    19491128              0       7.1       3.3         0       0.0
BER    19491129              0       6.2       1.9         0       0.0
BER    19491130              1       4.2      -0.2         0       0.0
BER    19491201              0       0.4      -1.6         0       0.5
BER    19491202              0       7.5       2.6         0      21.2
BER    19491203              0       2.9       0.9         0       0.0
BER    19491204              0      10.7       6.1         0       0.1
BER    19491205              0       9.5       8.3         0       6.0
BER    19491206              0      10.0       8.1         0       0.2
BER    19491207              1      11.6       6.6         0       0.0
BER    19491208              0      10.4       6.1         0       2.9
BER    19491209              0       7.7       2.8         2      12.3
BER    19491210              0       1.7      -0.7         3       0.3
BER    19491211              0       0.7      -1.8         0       0.0
BER    19491212              0       0.1      -2.2         0       0.0
BER    19491213              0       0.7      -2.4         0       0.0
BER    19491214              0      -0.6      -3.2         0       1.4
BER    19491215              0       4.6       2.0         0       2.6
BER    19491216              0       3.7       1.9         1       0.8
BER    19491217              0      10.4       4.0         0      15.9
BER    19491218              0       6.0       1.9         0       1.9
BER    19491219              0       7.3       5.1         0       0.0
BER    19491220              0       8.9       5.6         0       0.0
BER    19491221              0       8.4       6.1         0       0.5
BER    19491222              0       7.5       5.9         0       0.1
BER    19491223              0       6.4       4.6         0       0.0
BER    19491224              0       4.1       1.3         0       0.0
BER    19491225              0       1.6      -1.7         0       0.0
BER    19491226              0       4.0       1.1         0       0.0
BER    19491227              0       7.7       4.5         0       0.0
BER    19491228              0       5.4       2.7         0       0.0
BER    19491229              0       2.1       0.0         0       0.0
BER    19491230              0       0.2      -1.1         0       0.0
BER    19491231              0       1.9       0.4         0       0.0
BER    19500101              0       1.0      -2.4         0       0.0
BER    19500102              0       2.6      -0.2         0       0.2
BER    19500103              0       4.3       2.1         0      14.1
BER    19500104              0       5.7       4.2         0       7.8
BER    19500105              0       7.8       4.6         0       0.0
BER    19500106              0       7.4       4.2         0       0.0
BER    19500107              0       6.4       2.0         0       0.0
BER    19500108              0       4.7      -0.5         0       0.0
BER    19500109              0       6.0       1.4         0       0.0
BER    19500110              0       8.9       3.5         0       0.0
BER    19500111              0       7.8       2.9         0       0.0
BER    19500112              0       8.9       3.8         0       0.0
BER    19500113              0       6.2       2.4         0       0.0
BER    19500114              0       6.3       1.5         0       0.0
BER    19500115              0       1.9       1.0         0       0.0
BER    19500116              0       4.3       2.5         0       7.7
BER    19500117              0       3.2       0.6         5       3.0
BER    19500118              0       1.6      -0.4         0       0.7
BER    19500119              0      -0.4      -5.0         0       0.0
BER    19500120              0      -4.3      -5.7         0       0.0
BER    19500121              0      -3.2      -4.5         0       0.0
BER    19500122              0      -2.8      -5.0         0       0.0
BER    19500123              0      -3.3      -4.9         0       0.0
BER    19500124              0      -3.4      -5.9         0       0.0
BER    19500125              0      -0.3      -4.1         0       0.0
BER    19500126              0       2.6      -2.7         0       0.0
BER    19500127              0       3.6      -0.7         8       2.2
BER    19500128              0      -0.4      -2.8        11       7.0
BER    19500129              0      -2.6      -4.3         0       0.0
BER    19500130              0      -0.2      -4.7         0       0.0
BER    19500131              0       2.7      -2.6         0       1.1
BER    19500201              0       3.3       0.2         0       1.1
BER    19500202              0       4.0       0.0         0       0.0
BER    19500203              0       4.9      -0.2         0       0.0
BER    19500204              0       7.6       3.1         0       0.2
BER    19500205              0       6.1       3.0         0       1.8
BER    19500206              0       9.2       4.8         0       1.8
BER    19500207              0       4.4       1.0         0       0.5
BER    19500208              0       5.4       1.1         3       8.3
BER    19500209              0       2.8       1.1         0       9.2
BER    19500210              0       9.7       7.2         0       7.9
BER    19500211              0      10.3       6.4         0       8.8
BER    19500212              0       6.3       4.2         0       1.4
BER    19500213              0       9.2       4.7         0       4.5
BER    19500214              0       4.8       2.2         0       1.3
BER    19500215              0       4.1       1.6         0       0.0
BER    19500216              0       9.8       3.4         0       0.0
BER    19500217              1      12.0       3.9         0       0.0
BER    19500218              1      13.4       4.9         0       0.0
BER    19500219              1      14.6       5.8         0       0.0
BER    19500220              0      11.3       7.4         0       0.8
BER    19500221              0      10.1       5.8         0       1.4
BER    19500222              0       6.4       1.6         0       0.0
BER    19500223              0       6.8       3.8         0       0.7
BER    19500224              0       9.8       6.8         0       0.0
BER    19500225              0      10.0       5.2         0       2.4
BER    19500226              0       5.8       0.1         4       2.9
BER    19500227              0       0.4      -2.4         0       0.0
BER    19500228              0      -0.9      -3.2         0       0.0
BER    19500301              0      -1.1      -3.6         0       0.0
BER    19500302              0      -0.6      -2.8         0       0.0
BER    19500303              0       2.2      -0.9         0       0.0
BER    19500304              0       8.2       3.1         0       0.0
BER    19500305              1       7.5       3.4         0       0.0
BER    19500306              1       9.5       3.8         0       0.0
BER    19500307              1      12.6       4.8         0       0.0
BER    19500308              1      15.7       7.0         0       0.0
BER    19500309              1      15.6       7.3         0       0.0
BER    19500310              0      10.5       4.7         0       0.0
BER    19500311              0       9.8       3.7         0       0.0
BER    19500312              0       6.7       3.6         0       0.0
BER    19500313              0       7.4       4.2         0       0.0
BER    19500314              0      10.1       4.7         0       0.0
BER    19500315              1      15.0       6.7         0       0.0
BER    19500316              0      10.2       6.6         0       0.0
BER    19500317              0      14.8       8.6         0       1.2
BER    19500318              0      15.1       9.1         0       0.0
BER    19500319              0      10.0       8.4         0       0.0
BER    19500320              0      12.3       8.5         0       1.6
BER    19500321              0      11.3       7.1         0       1.3
BER    19500322              0      13.2       7.8         0       0.0
BER    19500323              0      14.9       8.3         0       0.3
BER    19500324              0      14.0       9.6         0       0.4
BER    19500325              0      12.4       8.1         0       0.0
BER    19500326              1      10.8       5.8         0       0.0
BER    19500327              1      12.9       6.3         0       0.0
BER    19500328              1      15.1       7.4         0       0.0
BER    19500329              0      15.4       8.4         0       8.5
BER    19500330              0       8.5       3.2         0       1.1
BER    19500331              0       9.9       5.5         0       0.0
BER    19500401              0      10.1       5.5         0       0.0
BER    19500402              0       9.2       5.4         0       8.6
BER    19500403              0       7.6       3.4         0       3.6
BER    19500404              0       9.2       4.7         0       0.2
BER    19500405              0       9.5       5.8         0       0.1
BER    19500406              0      13.6       6.6         0       0.0
BER    19500407              1      16.4       8.3         0       0.0
BER    19500408              0      20.9      11.9         0       0.0
BER    19500409              0      19.8      11.6         0       0.0
BER    19500410              0      10.7       8.6         0       1.0
BER    19500411              0      10.9       7.2         0      16.7
BER    19500412              0      14.8       9.1         0      19.7
BER    19500413              0       9.3       6.1         0       1.9
BER    19500414              0       9.4       4.4         0      14.5
BER    19500415              0       5.7       3.4         0      12.2
BER    19500416              0       7.9       4.4         0       1.5
BER    19500417              0      11.4       5.3         0       0.0
BER    19500418              0      12.4       7.7         0       0.0
BER    19500419              0      12.6       9.5         0       0.0
BER    19500420              0      15.7      10.2         0       1.4
BER    19500421              0      11.5       8.9         0       0.0
BER    19500422              0      12.8       9.3         0       2.8
BER    19500423              0       8.6       7.2         0      17.4
BER    19500424              0      11.2       4.9         0       9.9
BER    19500425              0       5.2       1.7         0       0.0
BER    19500426              0       9.5       3.0         0       4.2
BER    19500427              0       8.3       5.0         0       1.6
BER    19500428              0      11.7       7.4         0       0.0
BER    19500429              0      17.4      11.1         0       0.0
BER    19500430              1      22.1      13.3         0       0.0
BER    19500501              1      24.4      15.6         0       0.0
BER    19500502              0      21.8      14.7         0      10.1
BER    19500503              0      15.8      10.1         0       4.3
BER    19500504              0      14.0       9.9         0       2.7
BER    19500505              0      14.9      10.8         0       0.0
BER    19500506              0      18.8      13.2         0      22.7
BER    19500507              0      14.9      10.3         0       2.1
BER    19500508              0      17.4      11.9         0       0.0
BER    19500509              0      22.0      15.4         0       0.0
BER    19500510              0      22.1      14.6         0       0.0
BER    19500511              0      20.5      14.5         0       0.0
BER    19500512              1      21.2      15.3         0       0.0
BER    19500513              1      23.0      16.2         0       0.0
BER    19500514              1      22.7      16.1         0       0.0
BER    19500515              0      23.0      15.6         0       0.0
BER    19500516              0      21.8      15.0         0       0.0
BER    19500517              0      19.9      14.2         0       1.9
BER    19500518              0      14.2      11.7         0       9.2
BER    19500519              0      21.5      14.7         0       0.1
BER    19500520              0      24.4      18.0         0       0.0
BER    19500521              0      26.9      20.1         0       0.1
BER    19500522              0      22.5      18.0         0       0.8
BER    19500523              0      24.0      16.2         0      41.4
BER    19500524              0      22.0      16.7         0       0.0
BER    19500525              0      23.5      16.5         0       4.8
BER    19500526              0      16.5      11.5         0       1.9
BER    19500527              0      18.3      12.6         0       0.6
BER    19500528              0      12.5      10.5         0       3.5
BER    19500529              1      20.0      14.0         0       0.0
BER    19500530              0      23.6      18.1         0       0.0
BER    19500531              0      20.0      15.4         0      14.7
BER    19500601              0      17.4      14.3         0       2.1
BER    19500602              0      22.5      16.2         0       0.0
BER    19500603              1      24.2      18.0         0       0.0
BER    19500604              1      26.0      19.2         0       0.0
BER    19500605              1      26.5      20.3         0       0.0
BER    19500606              1      27.5      20.4         0       0.0
BER    19500607              1      27.6      21.0         0       0.0
BER    19500608              1      27.6      20.5         0       0.0
BER    19500609              0      27.8      20.5         0       0.0
BER    19500610              1      28.1      21.0         0       0.0
BER    19500611              0      27.0      22.1         0       0.0
BER    19500612              0      27.3      18.7         0      14.7
BER    19500613              0      26.5      18.3         0       6.0
BER    19500614              0      20.1      15.4         0       2.2
BER    19500615              0      24.3      18.0         0       5.5
BER    19500616              0      24.3      16.7         0      22.1
BER    19500617              0      19.4      14.8         0      13.1
BER    19500618              0      19.6      15.5         0       0.1
BER    19500619              1      24.6      19.2         0       0.0
BER    19500620              1      27.3      21.1         0       0.0
BER    19500621              0      21.0      14.9         0      12.9
BER    19500622              0      20.0      14.7         0       0.0
BER    19500623              0      20.0      15.9         0       1.7
BER    19500624              0      22.0      16.6         0       0.0
BER    19500625              0      23.5      16.7         0       6.8
BER    19500626              0      20.8      16.7         0       0.0
BER    19500627              1      24.8      19.7         0       0.0
BER    19500628              0      28.3      22.3         0       0.0
BER    19500629              1      31.1      24.1         0       0.0
BER    19500630              1      32.7      25.9         0       0.0
BER    19500701              0      29.8      20.7         0       9.6
BER    19500702              0      30.1      22.6         0       0.0
BER    19500703              0      29.7      23.7         0       0.0
BER    19500704              0      32.3      24.6         0       0.0
BER    19500705              0      25.2      21.7         0       4.3
BER    19500706              0      24.5      19.7         0       0.0
BER    19500707              0      22.3      18.3         0       0.0
BER    19500708              1      24.1      19.7         0       0.0
BER    19500709              1      31.2      22.1         0       0.0
BER    19500710              0      22.8      18.5         0       1.7
BER    19500711              0      24.6      18.8         0       0.0
BER    19500712              0      24.5      19.0         0       0.2
BER    19500713              1      28.8      21.5         0       0.1
BER    19500714              0      23.5      16.4         0      17.0
BER    19500715              1      21.2      16.9         0       0.0
BER    19500716              1      26.3      19.4         0       0.0
BER    19500717              0      23.8      18.7         0       0.0
BER    19500718              0      25.3      20.2         0       0.0
BER    19500719              0      26.8      21.9         0       0.0
BER    19500720              0      28.0      21.6         0       0.0
BER    19500721              1      30.7      23.6         0       1.5
BER    19500722              0      29.5      22.9         0       0.2
BER    19500723              0      23.5      19.7         0       6.6
BER    19500724              0      22.9      18.8         0       0.0
BER    19500725              0      27.0      20.3         0       0.0
BER    19500726              0      29.5      21.6         0      20.9
BER    19500727              0      25.5      19.8         0       0.7
BER    19500728              0      25.9      19.2         0       6.3
BER    19500729              0      24.0      18.8         0       0.0
BER    19500730              0      24.1      19.0         0       0.0
BER    19500731              0      26.0      20.0         0       4.6
BER    19500801              0      25.2      19.5         0      23.8
BER    19500802              0      22.0      15.9         0      10.0
BER    19500803              0      17.6      12.9         0       4.4
BER    19500804              0      14.9      12.5         0       1.7
BER    19500805              0      20.2      16.2         0       0.0
BER    19500806              0      22.7      17.7         0       0.0
BER    19500807              0      25.0      18.4         0       0.7
BER    19500808              0      24.1      18.6         0       0.0
BER    19500809              1      27.2      20.6         0       0.0
BER    19500810              0      29.0      19.9         0      29.6
BER    19500811              0      20.0      17.5         0       0.0
BER    19500812              0      18.7      16.5         0       0.0
BER    19500813              0      22.5      18.1         0       0.0
BER    19500814              0      23.5      18.0         0       0.0
BER    19500815              0      23.1      18.7         0       0.0
BER    19500816              0      24.1      17.7         0       0.2
BER    19500817              0      20.1      15.9         0       5.6
BER    19500818              0      18.8      13.9         0       1.5
BER    19500819              0      20.7      15.1         0       0.0
BER    19500820              1      23.4      16.8         0       0.0
BER    19500821              1      27.3      19.3         0       0.0
BER    19500822              0      28.3      21.4         0       0.0
BER    19500823              0      27.3      21.9         0       0.0
BER    19500824              0      25.8      18.7         0       9.9
BER    19500825              0      23.3      18.4         0       4.6
BER    19500826              0      24.1      19.5         0       5.7
BER    19500827              0      24.0      19.5         0       0.0
BER    19500828              0      27.1      20.7         0       8.9
BER    19500829              0      19.9      16.2         0       0.0
BER    19500830              0      21.0      15.8         0       0.0
BER    19500831              0      20.5      14.7         0      30.5
BER    19500901              0      13.8      12.3         0      22.1
BER    19500902              0      18.8      14.6         0       0.2
BER    19500903              0      18.0      13.6         0       4.1
BER    19500904              0      16.0      13.9         0       0.0
BER    19500905              0      21.2      17.1         0       0.6
BER    19500906              0      16.9      15.0         0       8.5
BER    19500907              0      22.8      18.2         0      10.9
BER    19500908              0      20.2      15.6         0       0.0
BER    19500909              0      24.0      18.4         0       0.0
BER    19500910              1      25.8      19.0         0       0.0
BER    19500911              0      24.9      18.7         0       0.0
BER    19500912              0      23.0      17.6         0       0.0
BER    19500913              1      21.6      16.8         0       0.0
BER    19500914              0      25.4      17.5         0      10.3
BER    19500915              0      16.2      13.7         0      16.0
BER    19500916              0      15.0      10.2         0       0.0
BER    19500917              0      16.0      10.9         0       0.0
BER    19500918              0      16.5      12.6         0       0.0
BER    19500919              0      14.3      12.1         0       5.7
BER    19500920              0      17.1      14.1         0       0.1
BER    19500921              0      13.8       8.8         0      12.2
BER    19500922              0      14.0       9.7         0       0.0
BER    19500923              0      15.5      10.7         0       0.0
BER    19500924              0      19.7      11.5         0       0.0
BER    19500925              0      22.2      15.7         0      16.5
BER    19500926              0      16.5      10.1         0      12.6
BER    19500927              0      13.6       9.7         0       0.0
BER    19500928              0      12.1       7.9         0       0.0
BER    19500929              0      13.5       9.5         0       0.0
BER    19500930              0      14.0      10.4         0       3.0
BER    19501001              0      13.8      10.4         0       5.3
BER    19501002              0      16.0      11.4         0       1.7
BER    19501003              0      14.1      10.3         0       0.0
BER    19501004              1      15.0       8.9         0       0.0
BER    19501005              1      16.4      10.1         0       0.0
BER    19501006              0      17.2      10.4         0       0.0
BER    19501007              0      17.9      11.4         0       0.0
BER    19501008              0      17.6      12.8         0       2.1
BER    19501009              0      16.7      13.8         0       3.7
BER    19501010              0      14.4      13.4         0      16.5
