 

stn    time           tre200dx
RAG    19480113           11.2
RAG    19480114           10.8
RAG    19480115            6.4
RAG    19480116            2.8
RAG    19480117           -0.4
RAG    19480118            5.9
RAG    19480119            3.1
RAG    19480120            2.3
RAG    19480121           -0.2
RAG    19480122            1.6
RAG    19480123            7.6
RAG    19480124           11.4
RAG    19480125           13.0
RAG    19480126           11.8
RAG    19480127           13.4
RAG    19480128           10.0
RAG    19480129           10.8
RAG    19480130           10.4
RAG    19480131           14.4
RAG    19480201            8.8
RAG    19480202           12.3
RAG    19480203           12.5
RAG    19480204           10.6
RAG    19480205            6.4
RAG    19480206            7.3
RAG    19480207            5.6
RAG    19480208            2.9
RAG    19480209           10.7
RAG    19480210            9.2
RAG    19480211            5.5
RAG    19480212            5.7
RAG    19480213            3.8
RAG    19480214            3.8
RAG    19480215            8.1
RAG    19480216            6.8
RAG    19480217           -0.3
RAG    19480218           -3.5
RAG    19480219           -4.6
RAG    19480220           -6.0
RAG    19480221           -3.6
RAG    19480222            3.2
RAG    19480223           -2.8
RAG    19480224            2.4
RAG    19480225           -2.2
RAG    19480226           10.6
RAG    19480227           14.2
RAG    19480228           16.6
RAG    19480229           10.7
RAG    19480301            9.7
RAG    19480302           11.5
RAG    19480303           11.9
RAG    19480304           10.6
RAG    19480305           11.9
RAG    19480306           17.3
RAG    19480307           17.5
RAG    19480308           15.2
RAG    19480309           17.8
RAG    19480310           18.0
RAG    19480311           12.3
RAG    19480312           10.4
RAG    19480313           14.4
RAG    19480314           14.6
RAG    19480315           17.3
RAG    19480316           11.2
RAG    19480317            8.1
RAG    19480318           15.5
RAG    19480319           11.5
RAG    19480320           14.4
RAG    19480321           18.0
RAG    19480322           18.4
RAG    19480323           13.7
RAG    19480324           12.3
RAG    19480325           13.5
RAG    19480326           14.9
RAG    19480327           14.4
RAG    19480328           13.8
RAG    19480329           15.9
RAG    19480330           17.7
RAG    19480331           16.6
RAG    19480401           13.8
RAG    19480402           11.7
RAG    19480403           15.9
RAG    19480404           14.6
RAG    19480405           17.7
RAG    19480406           12.3
RAG    19480407            6.8
RAG    19480408           16.1
RAG    19480409            8.9
RAG    19480410           10.1
RAG    19480411           14.3
RAG    19480412           13.0
RAG    19480413           15.6
RAG    19480414           16.9
RAG    19480415           16.1
RAG    19480416           19.3
RAG    19480417           21.8
RAG    19480418           21.8
RAG    19480419           23.2
RAG    19480420           21.8
RAG    19480421           23.9
RAG    19480422           23.5
RAG    19480423           14.8
RAG    19480424           11.5
RAG    19480425           15.5
RAG    19480426           15.8
RAG    19480427           17.4
RAG    19480428           22.4
RAG    19480429           19.6
RAG    19480430           19.8
RAG    19480501           15.6
RAG    19480502           19.4
RAG    19480503           14.5
RAG    19480504           12.0
RAG    19480505           12.8
RAG    19480506           17.7
RAG    19480507           21.4
RAG    19480508           21.1
RAG    19480509           22.9
RAG    19480510           22.0
RAG    19480511           22.3
RAG    19480512           26.8
RAG    19480513           25.6
RAG    19480514           22.6
RAG    19480515           24.6
RAG    19480516           22.7
RAG    19480517           24.9
RAG    19480518           21.1
RAG    19480519           19.5
RAG    19480520           21.1
RAG    19480521           20.3
RAG    19480522           20.9
RAG    19480523           21.9
RAG    19480524           25.2
RAG    19480525           25.4
RAG    19480526           24.6
RAG    19480527           20.2
RAG    19480528           18.4
RAG    19480529           19.0
RAG    19480530           13.5
RAG    19480531           19.4
RAG    19480601           20.7
RAG    19480602           19.6
RAG    19480603           14.1
RAG    19480604           11.6
RAG    19480605           22.7
RAG    19480606           23.5
RAG    19480607           25.4
RAG    19480608           28.0
RAG    19480609           29.4
RAG    19480610           28.7
RAG    19480611           28.2
RAG    19480612           26.7
RAG    19480613           29.4
RAG    19480614           28.0
RAG    19480615           28.4
RAG    19480616           20.0
RAG    19480617           25.8
RAG    19480618           22.9
RAG    19480619           15.2
RAG    19480620           11.2
RAG    19480621           18.8
RAG    19480622           18.9
RAG    19480623           11.8
RAG    19480624           13.5
RAG    19480625           10.9
RAG    19480626           18.8
RAG    19480627           23.4
RAG    19480628           18.0
RAG    19480629           14.4
RAG    19480630           14.7
RAG    19480701           14.3
RAG    19480702           14.6
RAG    19480703           15.1
RAG    19480704           21.0
RAG    19480705           14.4
RAG    19480706            9.9
RAG    19480707           12.8
RAG    19480708           18.6
RAG    19480709           15.8
RAG    19480710           15.1
RAG    19480711           18.0
RAG    19480712           20.4
RAG    19480713           21.3
RAG    19480714           19.4
RAG    19480715           14.4
RAG    19480716           14.2
RAG    19480717           13.6
RAG    19480718           13.6
RAG    19480719           21.5
RAG    19480720           26.9
RAG    19480721           29.9
RAG    19480722           27.3
RAG    19480723           21.8
RAG    19480724           22.2
RAG    19480725           17.9
RAG    19480726           24.6
RAG    19480727           26.9
RAG    19480728           28.1
RAG    19480729           29.0
RAG    19480730           25.8
RAG    19480731           25.5
RAG    19480801           28.3
RAG    19480802           29.4
RAG    19480803           24.0
RAG    19480804           20.6
RAG    19480805           21.2
RAG    19480806           25.2
RAG    19480807           24.0
RAG    19480808           24.0
RAG    19480809           16.7
RAG    19480810           16.6
RAG    19480811           19.1
RAG    19480812           15.5
RAG    19480813           16.4
RAG    19480814           13.4
RAG    19480815           21.4
RAG    19480816           26.4
RAG    19480817           25.8
RAG    19480818           20.0
RAG    19480819           19.4
RAG    19480820           20.1
RAG    19480821           23.5
RAG    19480822           21.2
RAG    19480823           23.8
RAG    19480824           26.2
RAG    19480825           27.7
RAG    19480826           25.8
RAG    19480827           20.5
RAG    19480828           20.3
RAG    19480829           16.7
RAG    19480830           20.0
RAG    19480831           21.4
RAG    19480901           22.8
RAG    19480902           21.9
RAG    19480903           24.0
RAG    19480904           18.8
RAG    19480905           22.1
RAG    19480906           19.2
RAG    19480907           17.3
RAG    19480908           19.5
RAG    19480909           21.5
RAG    19480910           26.8
RAG    19480911           28.0
RAG    19480912           22.2
RAG    19480913           14.8
RAG    19480914           17.3
RAG    19480915           19.2
RAG    19480916           18.5
RAG    19480917           18.6
RAG    19480918           21.7
RAG    19480919           19.6
RAG    19480920           20.4
RAG    19480921           13.1
RAG    19480922           13.9
RAG    19480923           14.1
RAG    19480924           17.6
RAG    19480925           19.4
RAG    19480926           19.7
RAG    19480927           21.6
RAG    19480928           22.2
RAG    19480929           23.3
RAG    19480930           18.6
RAG    19481001           17.3
RAG    19481002           19.0
RAG    19481003           22.3
RAG    19481004           22.4
RAG    19481005           18.9
RAG    19481006            8.7
RAG    19481007           11.4
RAG    19481008           13.5
RAG    19481009           12.2
RAG    19481010           12.1
RAG    19481011           13.4
RAG    19481012           18.1
RAG    19481013           17.1
RAG    19481014           18.8
RAG    19481015           16.1
RAG    19481016           17.4
RAG    19481017           18.9
RAG    19481018           20.4
RAG    19481019           11.2
RAG    19481020           11.6
RAG    19481021           12.0
RAG    19481022           14.2
RAG    19481023           15.0
RAG    19481024           17.6
RAG    19481025           22.4
RAG    19481026           20.8
RAG    19481027           13.0
RAG    19481028            7.4
RAG    19481029           10.1
RAG    19481030            7.9
RAG    19481031            7.4
RAG    19481101            9.6
RAG    19481102           10.9
RAG    19481103           11.9
RAG    19481104           14.6
RAG    19481105           17.7
RAG    19481106           10.3
RAG    19481107           14.0
RAG    19481108           10.1
RAG    19481109            7.9
RAG    19481110           10.0
RAG    19481111           11.5
RAG    19481112            9.9
RAG    19481113           13.5
RAG    19481114           12.6
RAG    19481115           15.4
RAG    19481116           10.2
RAG    19481117            7.5
RAG    19481118            9.6
RAG    19481119           10.7
RAG    19481120           10.2
RAG    19481121            2.8
RAG    19481122            3.7
RAG    19481123            6.1
RAG    19481124            2.6
RAG    19481125            3.6
RAG    19481126            3.9
RAG    19481127            4.8
RAG    19481128            2.1
RAG    19481129            1.7
RAG    19481130           -2.7
RAG    19481201           -0.8
RAG    19481202           -1.3
RAG    19481203            7.3
RAG    19481204            8.8
RAG    19481205            8.4
RAG    19481206            8.5
RAG    19481207            6.0
RAG    19481208            5.4
RAG    19481209           13.0
RAG    19481210            3.5
RAG    19481211           13.8
RAG    19481212           15.4
RAG    19481213           12.8
RAG    19481214           10.0
RAG    19481215           12.2
RAG    19481216            8.4
RAG    19481217            4.4
RAG    19481218            1.3
RAG    19481219           -2.0
RAG    19481220           -3.6
RAG    19481221           -4.5
RAG    19481222           -4.6
RAG    19481223           -6.2
RAG    19481224           -7.8
RAG    19481225           -7.7
RAG    19481226           -8.4
RAG    19481227          -10.4
RAG    19481228           -2.4
RAG    19481229            2.2
RAG    19481230            4.3
RAG    19481231            6.4
RAG    19490101            9.7
RAG    19490102           10.5
RAG    19490103            3.9
RAG    19490104            4.4
RAG    19490105            6.7
RAG    19490106            2.7
RAG    19490107           -0.9
RAG    19490108            1.1
RAG    19490109            0.5
RAG    19490110           -1.0
RAG    19490111           -2.9
RAG    19490112            1.2
RAG    19490113           -0.5
RAG    19490114           -1.5
RAG    19490115            3.6
RAG    19490116            1.8
RAG    19490117            6.4
RAG    19490118            3.4
RAG    19490119            6.8
RAG    19490120            7.4
RAG    19490121            6.6
RAG    19490122            5.0
RAG    19490123            2.5
RAG    19490124            4.2
RAG    19490125            7.6
RAG    19490126            8.6
RAG    19490127            9.4
RAG    19490128            9.4
RAG    19490129            4.7
RAG    19490130            2.8
RAG    19490131            1.0
RAG    19490201           -0.3
RAG    19490202           -3.0
RAG    19490203           -4.7
RAG    19490204           -4.7
RAG    19490205           -0.9
RAG    19490206            4.3
RAG    19490207            6.7
RAG    19490208            6.9
RAG    19490209           12.4
RAG    19490210            7.4
RAG    19490211            5.3
RAG    19490212            3.0
RAG    19490213            4.2
RAG    19490214            7.6
RAG    19490215            8.4
RAG    19490216            6.5
RAG    19490217           12.4
RAG    19490218           14.7
RAG    19490219           11.5
RAG    19490220           12.9
RAG    19490221           12.5
RAG    19490222           10.5
RAG    19490223           12.8
RAG    19490224           10.4
RAG    19490225            8.6
RAG    19490226           13.5
RAG    19490227            8.9
RAG    19490228            5.9
RAG    19490301            2.4
RAG    19490302           -0.6
RAG    19490303           -3.8
RAG    19490304           -3.7
RAG    19490305           -3.7
RAG    19490306           -3.2
RAG    19490307           -1.7
RAG    19490308            4.4
RAG    19490309            7.4
RAG    19490310           13.0
RAG    19490311            9.4
RAG    19490312            9.1
RAG    19490313           12.4
RAG    19490314           12.4
RAG    19490315            8.0
RAG    19490316            8.5
RAG    19490317            8.0
RAG    19490318            7.1
RAG    19490319            1.4
RAG    19490320            1.7
RAG    19490321            2.5
RAG    19490322            5.2
RAG    19490323            9.1
RAG    19490324           12.9
RAG    19490325           18.0
RAG    19490326           17.7
RAG    19490327           18.2
RAG    19490328           18.6
RAG    19490329           19.1
RAG    19490330           16.5
RAG    19490331           15.8
RAG    19490401           18.3
RAG    19490402           19.4
RAG    19490403           16.3
RAG    19490404           23.0
RAG    19490405           15.4
RAG    19490406           22.9
RAG    19490407           16.5
RAG    19490408            5.5
RAG    19490409            2.4
RAG    19490410            8.6
RAG    19490411           17.1
RAG    19490412           16.3
RAG    19490413           21.4
RAG    19490414           24.5
RAG    19490415           25.5
RAG    19490416           23.5
RAG    19490417           25.3
RAG    19490418           26.2
RAG    19490419           25.6
RAG    19490420           21.8
RAG    19490421           24.8
RAG    19490422           19.8
RAG    19490423           14.9
RAG    19490424           23.7
RAG    19490425           21.5
RAG    19490426           13.6
RAG    19490427           12.3
RAG    19490428           17.3
RAG    19490429           18.2
RAG    19490430           14.2
RAG    19490501            7.4
RAG    19490502           12.8
RAG    19490503           24.3
RAG    19490504           23.4
RAG    19490505           20.8
RAG    19490506           17.8
RAG    19490507           13.0
RAG    19490508           17.1
RAG    19490509           12.5
RAG    19490510            8.2
RAG    19490511            6.2
RAG    19490512            4.8
RAG    19490513           11.0
RAG    19490514           15.4
RAG    19490515           17.5
RAG    19490516           22.6
RAG    19490517           21.9
RAG    19490518           15.4
RAG    19490519           19.5
RAG    19490520           15.6
RAG    19490521           13.3
RAG    19490522           12.5
RAG    19490523           16.8
RAG    19490524           19.0
RAG    19490525           17.3
RAG    19490526           20.8
RAG    19490527           19.5
RAG    19490528           24.9
RAG    19490529           27.3
RAG    19490530           19.8
RAG    19490531           18.1
RAG    19490601           14.0
RAG    19490602           14.5
RAG    19490603           19.8
RAG    19490604           20.8
RAG    19490605           15.1
RAG    19490606           22.3
RAG    19490607           26.1
RAG    19490608           26.7
RAG    19490609           27.9
RAG    19490610           21.6
RAG    19490611           21.6
RAG    19490612           18.4
RAG    19490613           20.3
RAG    19490614           25.1
RAG    19490615           21.5
RAG    19490616           20.0
RAG    19490617           18.4
RAG    19490618           17.1
RAG    19490619           18.9
RAG    19490620           21.5
RAG    19490621           25.7
RAG    19490622           21.4
RAG    19490623           23.6
RAG    19490624           19.0
RAG    19490625           18.8
RAG    19490626           22.6
RAG    19490627           25.6
RAG    19490628           24.4
RAG    19490629           26.0
RAG    19490630           22.3
RAG    19490701           23.4
RAG    19490702           24.0
RAG    19490703           23.5
RAG    19490704           25.4
RAG    19490705           29.8
RAG    19490706           21.8
RAG    19490707           22.7
RAG    19490708           23.6
RAG    19490709           20.9
RAG    19490710           26.5
RAG    19490711           28.2
RAG    19490712           30.1
RAG    19490713           33.0
RAG    19490714           29.6
RAG    19490715           28.4
RAG    19490716           19.4
RAG    19490717           24.6
RAG    19490718           21.0
RAG    19490719           14.4
RAG    19490720           16.4
RAG    19490721           21.3
RAG    19490722           23.3
RAG    19490723           23.5
RAG    19490724           20.5
RAG    19490725           25.9
RAG    19490726           26.9
RAG    19490727           29.2
RAG    19490728           30.3
RAG    19490729           29.5
RAG    19490730           26.0
RAG    19490731           28.5
RAG    19490801           30.5
RAG    19490802           30.8
RAG    19490803           26.1
RAG    19490804           23.3
RAG    19490805           26.4
RAG    19490806           29.7
RAG    19490807           30.5
RAG    19490808           33.5
RAG    19490809           30.2
RAG    19490810           20.2
RAG    19490811           18.5
RAG    19490812           12.0
RAG    19490813           15.5
RAG    19490814           14.9
RAG    19490815           21.7
RAG    19490816           25.5
RAG    19490817           22.1
RAG    19490818           16.4
RAG    19490819           18.7
RAG    19490820           22.7
RAG    19490821           22.9
RAG    19490822           25.6
RAG    19490823           28.1
RAG    19490824           23.3
RAG    19490825           24.5
RAG    19490826           24.4
RAG    19490827           25.6
RAG    19490828           23.9
RAG    19490829           21.3
RAG    19490830           19.2
RAG    19490831           26.4
RAG    19490901           28.5
RAG    19490902           24.0
RAG    19490903           26.6
RAG    19490904           28.3
RAG    19490905           28.6
RAG    19490906           29.0
RAG    19490907           27.2
RAG    19490908           19.3
RAG    19490909           18.4
RAG    19490910           20.5
RAG    19490911           21.4
RAG    19490912           22.6
RAG    19490913           26.2
RAG    19490914           23.5
RAG    19490915           19.4
RAG    19490916           20.8
RAG    19490917           19.4
RAG    19490918           20.2
RAG    19490919           15.5
RAG    19490920           18.7
RAG    19490921           20.9
RAG    19490922           26.8
RAG    19490923           27.0
RAG    19490924           28.0
RAG    19490925           25.5
RAG    19490926           23.2
RAG    19490927           22.2
RAG    19490928           23.3
RAG    19490929           21.5
RAG    19490930           20.5
RAG    19491001           16.7
RAG    19491002           18.5
RAG    19491003           17.9
RAG    19491004           18.8
RAG    19491005           20.3
RAG    19491006           20.6
RAG    19491007           20.2
RAG    19491008           19.0
RAG    19491009           17.4
RAG    19491010           14.7
RAG    19491011           18.3
RAG    19491012           20.2
RAG    19491013           19.2
RAG    19491014           18.8
RAG    19491015           19.6
RAG    19491016           19.7
RAG    19491017           18.2
RAG    19491018           17.6
RAG    19491019           20.1
RAG    19491020           18.5
RAG    19491021           19.3
RAG    19491022           16.2
RAG    19491023           17.2
RAG    19491024           20.8
RAG    19491025           23.9
RAG    19491026           23.9
RAG    19491027            9.9
RAG    19491028            5.5
RAG    19491029            6.4
RAG    19491030            7.0
RAG    19491031            5.3
RAG    19491101            4.9
RAG    19491102            4.3
RAG    19491103            3.3
RAG    19491104            2.5
RAG    19491105            6.1
RAG    19491106            3.0
RAG    19491107            4.5
RAG    19491108            6.2
RAG    19491109            7.2
RAG    19491110            9.6
RAG    19491111            9.6
RAG    19491112           11.8
RAG    19491113            8.6
RAG    19491114            5.5
RAG    19491115            3.6
RAG    19491116            5.6
RAG    19491117            6.6
RAG    19491118            8.0
RAG    19491119           14.6
RAG    19491120           19.8
RAG    19491121           14.6
RAG    19491122           15.6
RAG    19491123            9.8
RAG    19491124            9.2
RAG    19491125           11.2
RAG    19491126            6.0
RAG    19491127            5.7
RAG    19491128            5.6
RAG    19491129            6.1
RAG    19491130            3.6
RAG    19491201            2.8
RAG    19491202            5.8
RAG    19491203            2.2
RAG    19491204           10.6
RAG    19491205            9.0
RAG    19491206            7.5
RAG    19491207            8.0
RAG    19491208           14.2
RAG    19491209           11.9
RAG    19491210            2.4
RAG    19491211            0.4
RAG    19491212           -1.1
RAG    19491213            1.7
RAG    19491214           10.7
RAG    19491215            9.9
RAG    19491216            3.1
RAG    19491217            5.6
RAG    19491218            5.6
RAG    19491219            4.7
RAG    19491220            7.8
RAG    19491221            7.3
RAG    19491222            6.2
RAG    19491223            5.7
RAG    19491224            2.4
RAG    19491225            2.8
RAG    19491226            3.9
RAG    19491227            6.9
RAG    19491228            4.2
RAG    19491229            2.2
RAG    19491230            7.7
RAG    19491231            1.1
RAG    19500101           -0.8
RAG    19500102            3.2
RAG    19500103            2.0
RAG    19500104            1.8
RAG    19500105            2.8
RAG    19500106            1.9
RAG    19500107            4.1
RAG    19500108            2.7
RAG    19500109            3.2
RAG    19500110            4.7
RAG    19500111            1.9
RAG    19500112            3.1
RAG    19500113            5.1
RAG    19500114            5.4
RAG    19500115            3.3
RAG    19500116            2.8
RAG    19500117            2.4
RAG    19500118            1.4
RAG    19500119           -0.3
RAG    19500120           -4.4
RAG    19500121           -3.8
RAG    19500122           -5.2
RAG    19500123           -2.3
RAG    19500124            0.5
RAG    19500125            6.1
RAG    19500126            4.8
RAG    19500127            4.5
RAG    19500128            0.7
RAG    19500129           -2.4
RAG    19500130            0.3
RAG    19500131            6.4
RAG    19500201            5.3
RAG    19500202            4.6
RAG    19500203           10.0
RAG    19500204           10.6
RAG    19500205           11.5
RAG    19500206           12.0
RAG    19500207            6.6
RAG    19500208            8.5
RAG    19500209            4.7
RAG    19500210            2.3
RAG    19500211            6.6
RAG    19500212            4.8
RAG    19500213            9.6
RAG    19500214            6.4
RAG    19500215            1.6
RAG    19500216           10.3
RAG    19500217           12.3
RAG    19500218           13.3
RAG    19500219           15.1
RAG    19500220            9.8
RAG    19500221            8.3
RAG    19500222            3.8
RAG    19500223           11.0
RAG    19500224           10.1
RAG    19500225           12.8
RAG    19500226           10.7
RAG    19500227           -0.1
RAG    19500228            0.3
RAG    19500301           -1.6
RAG    19500302           -0.3
RAG    19500303            2.8
RAG    19500304            8.0
RAG    19500305            8.5
RAG    19500306           10.2
RAG    19500307           11.6
RAG    19500308           16.1
RAG    19500309           15.6
RAG    19500310           11.1
RAG    19500311            9.3
RAG    19500312            7.3
RAG    19500313            6.2
RAG    19500314           10.8
RAG    19500315           15.3
RAG    19500316           17.9
RAG    19500317           19.5
RAG    19500318           19.1
RAG    19500319           18.3
RAG    19500320           11.5
RAG    19500321           10.2
RAG    19500322           12.2
RAG    19500323           14.2
RAG    19500324           13.2
RAG    19500325           11.7
RAG    19500326           11.7
RAG    19500327           12.4
RAG    19500328           18.5
RAG    19500329           17.7
RAG    19500330            9.6
RAG    19500331           10.4
RAG    19500401           12.2
RAG    19500402           12.7
RAG    19500403            7.1
RAG    19500404            6.2
RAG    19500405            9.4
RAG    19500406           11.8
RAG    19500407           15.4
RAG    19500408           22.4
RAG    19500409           21.3
RAG    19500410           11.0
RAG    19500411           11.1
RAG    19500412           14.0
RAG    19500413            9.0
RAG    19500414            7.8
RAG    19500415            6.6
RAG    19500416            7.3
RAG    19500417           10.4
RAG    19500418           15.0
RAG    19500419           14.7
RAG    19500420           17.7
RAG    19500421           16.4
RAG    19500422           19.7
RAG    19500423           11.6
RAG    19500424           13.4
RAG    19500425            4.1
RAG    19500426           11.7
RAG    19500427           12.1
RAG    19500428           13.2
RAG    19500429           14.4
RAG    19500430           21.2
RAG    19500501           23.7
RAG    19500502           24.5
RAG    19500503           16.4
RAG    19500504           14.4
RAG    19500505           12.2
RAG    19500506           18.4
RAG    19500507           15.2
RAG    19500508           19.1
RAG    19500509           22.9
RAG    19500510           19.6
RAG    19500511           20.2
RAG    19500512           21.8
RAG    19500513           22.4
RAG    19500514           21.7
RAG    19500515           22.8
RAG    19500516           21.1
RAG    19500517           22.7
RAG    19500518           23.4
RAG    19500519           20.1
RAG    19500520           26.3
RAG    19500521           29.6
RAG    19500522           24.4
RAG    19500523           28.4
RAG    19500524           24.0
RAG    19500525           29.4
RAG    19500526           23.4
RAG    19500527           17.8
RAG    19500528           13.3
RAG    19500529           20.7
RAG    19500530           22.9
RAG    19500531           22.1
RAG    19500601           17.2
RAG    19500602           22.2
RAG    19500603           24.4
RAG    19500604           25.8
RAG    19500605           26.0
RAG    19500606           27.4
RAG    19500607           28.2
RAG    19500608           28.6
RAG    19500609           27.8
RAG    19500610           26.4
RAG    19500611           27.1
RAG    19500612           26.6
RAG    19500613           26.7
RAG    19500614           20.0
RAG    19500615           29.4
RAG    19500616           23.4
RAG    19500617           19.2
RAG    19500618           21.7
RAG    19500619           24.4
RAG    19500620           29.4
RAG    19500621           28.1
RAG    19500622           20.1
RAG    19500623           20.4
RAG    19500624           20.3
RAG    19500625           23.3
RAG    19500626           19.6
RAG    19500627           24.8
RAG    19500628           26.9
RAG    19500629           31.0
RAG    19500630           34.7
RAG    19500701           28.9
RAG    19500702           29.1
RAG    19500703           33.3
RAG    19500704           31.8
RAG    19500705           28.2
RAG    19500706           21.8
RAG    19500707           22.7
RAG    19500708           23.8
RAG    19500709           29.3
RAG    19500710           23.3
RAG    19500711           23.8
RAG    19500712           23.3
RAG    19500713           26.8
RAG    19500714           29.7
RAG    19500715           20.3
RAG    19500716           25.7
RAG    19500717           23.6
RAG    19500718           24.8
RAG    19500719           26.3
RAG    19500720           26.6
RAG    19500721           30.1
RAG    19500722           31.3
RAG    19500723           23.6
RAG    19500724           22.2
RAG    19500725           25.1
RAG    19500726           26.5
RAG    19500727           25.2
RAG    19500728           29.0
RAG    19500729           19.5
RAG    19500730           23.2
RAG    19500731           24.0
RAG    19500801           25.7
RAG    19500802           19.7
RAG    19500803           15.8
RAG    19500804           15.0
RAG    19500805           20.3
RAG    19500806           24.5
RAG    19500807           24.6
RAG    19500808           24.3
RAG    19500809           26.7
RAG    19500810           27.8
RAG    19500811           20.8
RAG    19500812           18.3
RAG    19500813           20.8
RAG    19500814           22.7
RAG    19500815           23.7
RAG    19500816           23.6
RAG    19500817           22.1
RAG    19500818           14.4
RAG    19500819           19.3
RAG    19500820           23.8
RAG    19500821           26.2
RAG    19500822           28.5
RAG    19500823           32.3
RAG    19500824           31.2
RAG    19500825           22.6
RAG    19500826           29.3
RAG    19500827           25.5
RAG    19500828           30.5
RAG    19500829           25.8
RAG    19500830           21.1
RAG    19500831           21.9
RAG    19500901           16.2
RAG    19500902           19.1
RAG    19500903           16.5
RAG    19500904           12.2
RAG    19500905           20.1
RAG    19500906           16.3
RAG    19500907           22.6
RAG    19500908           18.4
RAG    19500909           22.9
RAG    19500910           25.2
RAG    19500911           24.4
RAG    19500912           24.3
RAG    19500913           21.2
RAG    19500914           24.8
RAG    19500915           24.1
RAG    19500916           11.5
RAG    19500917           17.6
RAG    19500918           18.2
RAG    19500919           14.3
RAG    19500920           17.2
RAG    19500921           14.1
RAG    19500922           13.8
RAG    19500923           13.8
RAG    19500924           17.4
RAG    19500925           22.2
RAG    19500926           17.8
RAG    19500927           14.5
RAG    19500928           14.0
RAG    19500929           14.4
RAG    19500930           23.7
RAG    19501001           14.5
RAG    19501002           16.3
RAG    19501003           14.1
RAG    19501004           15.6
RAG    19501005           17.1
RAG    19501006           17.3
RAG    19501007           17.9
RAG    19501008           18.5
RAG    19501009           16.5
RAG    19501010           16.8
RAG    19501011           16.3
RAG    19501012           15.3
RAG    19501013           16.6
RAG    19501014           17.7
RAG    19501015           16.8
RAG    19501016           21.0
RAG    19501017           16.2
RAG    19501018           14.1
RAG    19501019           15.0
RAG    19501020           15.5
RAG    19501021           10.5
RAG    19501022            9.9
RAG    19501023           13.8
RAG    19501024           12.3
RAG    19501025            7.9
RAG    19501026            4.1
RAG    19501027            2.9
RAG    19501028            3.5
RAG    19501029            4.3
RAG    19501030            3.6
RAG    19501031            7.8
RAG    19501101            5.5
RAG    19501102            9.7
RAG    19501103            8.5
RAG    19501104            4.5
RAG    19501105            1.6
RAG    19501106            5.3
RAG    19501107            6.8
RAG    19501108            5.4
RAG    19501109            9.6
RAG    19501110           16.6
RAG    19501111           17.6
RAG    19501112           16.5
RAG    19501113           13.0
RAG    19501114           12.3
RAG    19501115            5.0
RAG    19501116            5.5
RAG    19501117           10.1
RAG    19501118            9.5
RAG    19501119           12.8
RAG    19501120           12.0
RAG    19501121            9.2
RAG    19501122            9.6
RAG    19501123            6.5
RAG    19501124            6.7
RAG    19501125            8.6
RAG    19501126            4.8
RAG    19501127            4.8
RAG    19501128            7.9
RAG    19501129           10.6
RAG    19501130            6.0
RAG    19501201            5.4
RAG    19501202            9.2
RAG    19501203           14.8
RAG    19501204            3.7
RAG    19501205            1.5
RAG    19501206           -0.3
RAG    19501207            0.6
RAG    19501208            1.3
RAG    19501209            1.5
RAG    19501210            1.1
RAG    19501211            4.5
RAG    19501212            2.2
RAG    19501213            3.1
RAG    19501214            8.1
RAG    19501215            6.1
RAG    19501216            0.8
RAG    19501217           -2.9
RAG    19501218           -2.8
RAG    19501219           -1.2
RAG    19501220           -2.2
RAG    19501221           -3.7
RAG    19501222            2.9
RAG    19501223            8.8
RAG    19501224           -3.6
RAG    19501225           -1.8
RAG    19501226           -1.3
RAG    19501227           -1.2
RAG    19501228           -2.1
RAG    19501229           -2.2
RAG    19501230           -2.5
RAG    19501231           -1.3
RAG    19510101            5.8
RAG    19510102            7.2
RAG    19510103            2.5
RAG    19510104            1.0
RAG    19510105            3.4
RAG    19510106            4.2
RAG    19510107            3.9
RAG    19510108            3.8
RAG    19510109            6.2
RAG    19510110            8.4
RAG    19510111            9.0
RAG    19510112            9.7
RAG    19510113            3.4
RAG    19510114            3.4
RAG    19510115            5.9
RAG    19510116            1.4
RAG    19510117            1.4
RAG    19510118            4.8
RAG    19510119            4.3
RAG    19510120            4.4
RAG    19510121            5.3
RAG    19510122            6.9
RAG    19510123            5.5
RAG    19510124            7.1
RAG    19510125            7.8
RAG    19510126            7.2
RAG    19510127            3.8
RAG    19510128            3.5
RAG    19510129            1.6
RAG    19510130            2.6
RAG    19510131            1.8
RAG    19510201            2.4
RAG    19510202            5.2
RAG    19510203            4.6
RAG    19510204            8.8
RAG    19510205            8.6
RAG    19510206            1.4
RAG    19510207            2.2
RAG    19510208            8.7
RAG    19510209           12.9
RAG    19510210           12.0
RAG    19510211           14.6
RAG    19510212            9.1
RAG    19510213            9.2
RAG    19510214            8.1
RAG    19510215            4.7
RAG    19510216            8.4
RAG    19510217            9.7
RAG    19510218            8.2
RAG    19510219            8.6
RAG    19510220            8.2
RAG    19510221            8.4
RAG    19510222            6.6
RAG    19510223            3.3
RAG    19510224            7.2
RAG    19510225            5.3
RAG    19510226            2.6
RAG    19510227            2.4
RAG    19510228            1.9
RAG    19510301            1.6
RAG    19510302            1.6
RAG    19510303            2.2
RAG    19510304            3.3
RAG    19510305            5.5
RAG    19510306            3.8
RAG    19510307            7.7
RAG    19510308           12.5
RAG    19510309           10.5
RAG    19510310            6.8
RAG    19510311           10.6
RAG    19510312            9.2
RAG    19510313           16.6
RAG    19510314           15.3
RAG    19510315           13.4
RAG    19510316           13.3
RAG    19510317           15.4
