 

stn    time           tre200dx
RAG    19431018           19.5
RAG    19431019           19.5
RAG    19431020           18.6
RAG    19431021           20.0
RAG    19431022           21.0
RAG    19431023           21.7
RAG    19431024           17.8
RAG    19431025           19.4
RAG    19431026           17.4
RAG    19431027           10.6
RAG    19431028           12.8
RAG    19431029           12.8
RAG    19431030           11.6
RAG    19431031           13.8
RAG    19431101           21.2
RAG    19431102           16.3
RAG    19431103           11.4
RAG    19431104            9.0
RAG    19431105            6.2
RAG    19431106            6.8
RAG    19431107            4.4
RAG    19431108            3.6
RAG    19431109            5.9
RAG    19431110            5.1
RAG    19431111            4.4
RAG    19431112            6.4
RAG    19431113            8.8
RAG    19431114            7.7
RAG    19431115            6.0
RAG    19431116            2.3
RAG    19431117            4.8
RAG    19431118            1.8
RAG    19431119           -0.2
RAG    19431120            0.0
RAG    19431121            3.0
RAG    19431122            3.6
RAG    19431123            3.2
RAG    19431124           10.8
RAG    19431125           10.8
RAG    19431126            3.7
RAG    19431127            1.2
RAG    19431128            8.4
RAG    19431129            8.2
RAG    19431130            7.1
RAG    19431201            2.2
RAG    19431202            2.4
RAG    19431203            7.8
RAG    19431204            6.5
RAG    19431205            2.6
RAG    19431206            5.6
RAG    19431207            5.7
RAG    19431208            7.0
RAG    19431209            5.4
RAG    19431210            2.2
RAG    19431211            1.7
RAG    19431212            0.2
RAG    19431213           -0.5
RAG    19431214           -1.3
RAG    19431215           -2.0
RAG    19431216           -2.6
RAG    19431217           -0.8
RAG    19431218           11.4
RAG    19431219           13.4
RAG    19431220           13.0
RAG    19431221           10.3
RAG    19431222            7.9
RAG    19431223            5.7
RAG    19431224           -0.2
RAG    19431225           -0.2
RAG    19431226            0.3
RAG    19431227            2.2
RAG    19431228            2.5
RAG    19431229            1.0
RAG    19431230           -0.7
RAG    19431231            0.0
RAG    19440101           -1.6
RAG    19440102            1.9
RAG    19440103            1.9
RAG    19440104            1.0
RAG    19440105           -0.8
RAG    19440106           -3.2
RAG    19440107           -4.4
RAG    19440108           -1.6
RAG    19440109            0.8
RAG    19440110            3.5
RAG    19440111            3.1
RAG    19440112            3.2
RAG    19440113            5.4
RAG    19440114            5.6
RAG    19440115            4.2
RAG    19440116            1.4
RAG    19440117            1.9
RAG    19440118           -3.1
RAG    19440119           -2.8
RAG    19440120           -0.6
RAG    19440121            6.4
RAG    19440122            5.8
RAG    19440123           10.6
RAG    19440124            9.7
RAG    19440125            5.6
RAG    19440126            2.3
RAG    19440127            2.7
RAG    19440128            6.7
RAG    19440129            7.1
RAG    19440130            8.4
RAG    19440131            9.0
RAG    19440201            8.5
RAG    19440202            5.2
RAG    19440203           10.4
RAG    19440204            9.4
RAG    19440205            0.0
RAG    19440206            2.9
RAG    19440207           -2.0
RAG    19440208            2.7
RAG    19440209           -0.5
RAG    19440210           -0.6
RAG    19440211           -2.3
RAG    19440212           -2.1
RAG    19440213           -3.3
RAG    19440214           -1.7
RAG    19440215           -0.6
RAG    19440216           -1.1
RAG    19440217           -1.5
RAG    19440218           -2.3
RAG    19440219           -5.6
RAG    19440220           -5.9
RAG    19440221           -4.6
RAG    19440222           -4.4
RAG    19440223           -4.4
RAG    19440224            6.9
RAG    19440225            4.4
RAG    19440226           -3.2
RAG    19440227            4.8
RAG    19440228           10.8
RAG    19440229            7.8
RAG    19440301            1.8
RAG    19440302            3.3
RAG    19440303            1.4
RAG    19440304           -0.3
RAG    19440305           -1.0
RAG    19440306           -1.2
RAG    19440307           -0.6
RAG    19440308            2.6
RAG    19440309            2.7
RAG    19440310            2.5
RAG    19440311            5.6
RAG    19440312            1.4
RAG    19440313            1.8
RAG    19440314            1.3
RAG    19440315            2.3
RAG    19440316            6.2
RAG    19440317            3.0
RAG    19440318            7.8
RAG    19440319            9.8
RAG    19440320            4.4
RAG    19440321            3.9
RAG    19440322            0.2
RAG    19440323            0.2
RAG    19440324            4.2
RAG    19440325            3.3
RAG    19440326            3.4
RAG    19440327            4.8
RAG    19440328            7.6
RAG    19440329           12.5
RAG    19440330           11.5
RAG    19440331            7.1
RAG    19440401            5.5
RAG    19440402           10.4
RAG    19440403           16.9
RAG    19440404           16.4
RAG    19440405           13.6
RAG    19440406           15.7
RAG    19440407           19.4
RAG    19440408           20.3
RAG    19440409           16.9
RAG    19440410           11.6
RAG    19440411           16.4
RAG    19440412           18.6
RAG    19440413           20.2
RAG    19440414           20.6
RAG    19440415           18.6
RAG    19440416           22.0
RAG    19440417           22.1
RAG    19440418           18.7
RAG    19440419           14.0
RAG    19440420           15.5
RAG    19440421           11.8
RAG    19440422           14.4
RAG    19440423           19.8
RAG    19440424           23.1
RAG    19440425           14.1
RAG    19440426            7.8
RAG    19440427           12.9
RAG    19440428           14.2
RAG    19440429            9.5
RAG    19440430            8.2
RAG    19440501           15.1
RAG    19440502           21.4
RAG    19440503           21.8
RAG    19440504           19.0
RAG    19440505           18.4
RAG    19440506           11.5
RAG    19440507            8.2
RAG    19440508           12.3
RAG    19440509           17.1
RAG    19440510           17.2
RAG    19440511           15.1
RAG    19440512           19.3
RAG    19440513           21.6
RAG    19440514           18.4
RAG    19440515           12.4
RAG    19440516            7.2
RAG    19440517           10.5
RAG    19440518           14.4
RAG    19440519           20.0
RAG    19440520           21.0
RAG    19440521           17.2
RAG    19440522            9.8
RAG    19440523           11.3
RAG    19440524           14.3
RAG    19440525           20.2
RAG    19440526           19.6
RAG    19440527           25.9
RAG    19440528           27.1
RAG    19440529           26.1
RAG    19440530           28.7
RAG    19440531           26.8
RAG    19440601           25.0
RAG    19440602           21.5
RAG    19440603           17.7
RAG    19440604           22.2
RAG    19440605           25.9
RAG    19440606           13.4
RAG    19440607           13.4
RAG    19440608           15.0
RAG    19440609           20.0
RAG    19440610           19.5
RAG    19440611           21.6
RAG    19440612           21.2
RAG    19440613           25.3
RAG    19440614           20.4
RAG    19440615           17.8
RAG    19440616           19.4
RAG    19440617           13.0
RAG    19440618           10.1
RAG    19440619           17.5
RAG    19440620           18.1
RAG    19440621           20.3
RAG    19440622           22.3
RAG    19440623           17.6
RAG    19440624           17.0
RAG    19440625           22.7
RAG    19440626           26.6
RAG    19440627           22.9
RAG    19440628           18.9
RAG    19440629           26.2
RAG    19440630           23.4
RAG    19440701           22.3
RAG    19440702           26.1
RAG    19440703           29.0
RAG    19440704           17.0
RAG    19440705           18.8
RAG    19440706           25.6
RAG    19440707           30.2
RAG    19440708           29.9
RAG    19440709           22.1
RAG    19440710           20.7
RAG    19440711           17.2
RAG    19440712           17.2
RAG    19440713           20.8
RAG    19440714           22.5
RAG    19440715           24.0
RAG    19440716           21.2
RAG    19440717           21.9
RAG    19440718           23.2
RAG    19440719           23.9
RAG    19440720           25.2
RAG    19440721           22.7
RAG    19440722           17.5
RAG    19440723           15.8
RAG    19440724           19.8
RAG    19440725           23.9
RAG    19440726           29.0
RAG    19440727           24.1
RAG    19440728           22.4
RAG    19440729           22.1
RAG    19440730           21.0
RAG    19440731           21.0
RAG    19440801           18.8
RAG    19440802           20.8
RAG    19440803           23.8
RAG    19440804           19.4
RAG    19440805           21.6
RAG    19440806           22.7
RAG    19440807           22.4
RAG    19440808           23.9
RAG    19440809           25.5
RAG    19440810           25.2
RAG    19440811           27.5
RAG    19440812           28.3
RAG    19440813           28.9
RAG    19440814           27.3
RAG    19440815           25.9
RAG    19440816           28.2
RAG    19440817           24.4
RAG    19440818           26.8
RAG    19440819           28.7
RAG    19440820           28.6
RAG    19440821           32.0
RAG    19440822           31.0
RAG    19440823           33.2
RAG    19440824           30.1
RAG    19440825           27.9
RAG    19440826           28.7
RAG    19440827           28.9
RAG    19440828           27.9
RAG    19440829           22.1
RAG    19440830           27.0
RAG    19440831           25.7
RAG    19440901           21.0
RAG    19440902           27.5
RAG    19440903           18.2
RAG    19440904           20.8
RAG    19440905           23.7
RAG    19440906           26.6
RAG    19440907           25.5
RAG    19440908           16.2
RAG    19440909           17.1
RAG    19440910           13.7
RAG    19440911           15.4
RAG    19440912           18.2
RAG    19440913           19.8
RAG    19440914           17.9
RAG    19440915           21.3
RAG    19440916           22.7
RAG    19440917           20.9
RAG    19440918           20.7
RAG    19440919           20.3
RAG    19440920           16.7
RAG    19440921           17.6
RAG    19440922           19.4
RAG    19440923           18.2
RAG    19440924           19.6
RAG    19440925           11.0
RAG    19440926           11.8
RAG    19440927           16.4
RAG    19440928            8.4
RAG    19440929           11.6
RAG    19440930           14.7
RAG    19441001           14.5
RAG    19441002           10.0
RAG    19441003           10.5
RAG    19441004           12.7
RAG    19441005           12.0
RAG    19441006           20.2
RAG    19441007           20.6
RAG    19441008           17.5
RAG    19441009           12.1
RAG    19441010           13.8
RAG    19441011           10.5
RAG    19441012           18.4
RAG    19441013           14.9
RAG    19441014           15.6
RAG    19441015           15.7
RAG    19441016           19.7
RAG    19441017           16.5
RAG    19441018           17.7
RAG    19441019           10.3
RAG    19441020           12.3
RAG    19441021           13.4
RAG    19441022            9.4
RAG    19441023            9.9
RAG    19441024           12.1
RAG    19441025           11.0
RAG    19441026           11.0
RAG    19441027            9.4
RAG    19441028            6.9
RAG    19441029            8.6
RAG    19441030           12.7
RAG    19441031            9.2
RAG    19441101           10.8
RAG    19441102           14.6
RAG    19441103            5.6
RAG    19441104            9.6
RAG    19441105           10.2
RAG    19441106           10.8
RAG    19441107            7.1
RAG    19441108            6.2
RAG    19441109            7.7
RAG    19441110            1.1
RAG    19441111            1.8
RAG    19441112            2.4
RAG    19441113            1.6
RAG    19441114            5.6
RAG    19441115            5.3
RAG    19441116            1.3
RAG    19441117            4.1
RAG    19441118            7.3
RAG    19441119            6.8
RAG    19441120           14.0
RAG    19441121            9.7
RAG    19441122            6.4
RAG    19441123            7.5
RAG    19441124            9.3
RAG    19441125           13.1
RAG    19441126            7.3
RAG    19441127            3.4
RAG    19441128            1.8
RAG    19441129            2.1
RAG    19441130            4.4
RAG    19441201            4.1
RAG    19441202            4.7
RAG    19441203            5.0
RAG    19441204            7.7
RAG    19441205            4.6
RAG    19441206            6.8
RAG    19441207            8.3
RAG    19441208            8.6
RAG    19441209            1.5
RAG    19441210           -0.1
RAG    19441211            5.8
RAG    19441212            7.3
RAG    19441213            4.6
RAG    19441214            3.0
RAG    19441215            2.1
RAG    19441216            3.3
RAG    19441217            8.7
RAG    19441218            8.9
RAG    19441219            3.4
RAG    19441220           -0.9
RAG    19441221           -1.2
RAG    19441222           -0.7
RAG    19441223           -1.8
RAG    19441224           -1.7
RAG    19441225           -4.4
RAG    19441226           -4.4
RAG    19441227           -0.7
RAG    19441228           -1.6
RAG    19441229           -2.9
RAG    19441230           -4.5
RAG    19441231           -3.1
RAG    19450101           -3.0
RAG    19450102           -5.4
RAG    19450103           -5.2
RAG    19450104           -1.3
RAG    19450105           -4.8
RAG    19450106           -3.7
RAG    19450107           -4.1
RAG    19450108           -3.0
RAG    19450109           -4.6
RAG    19450110           -7.2
RAG    19450111          -10.2
RAG    19450112           -6.5
RAG    19450113           -7.4
RAG    19450114           -3.6
RAG    19450115           -6.3
RAG    19450116           -9.2
RAG    19450117           -7.6
RAG    19450118           -2.4
RAG    19450119            5.6
RAG    19450120           -0.8
RAG    19450121           -2.3
RAG    19450122           -3.5
RAG    19450123            0.4
RAG    19450124            0.7
RAG    19450125            1.8
RAG    19450126            5.7
RAG    19450127           -3.7
RAG    19450128           -3.7
RAG    19450129           -5.6
RAG    19450130           -2.2
RAG    19450131            3.0
RAG    19450201            7.9
RAG    19450202           11.0
RAG    19450203            7.2
RAG    19450204            6.8
RAG    19450205            4.8
RAG    19450206            6.4
RAG    19450207            7.4
RAG    19450208            9.2
RAG    19450209            4.4
RAG    19450210            7.0
RAG    19450211            3.9
RAG    19450212            4.8
RAG    19450213           10.7
RAG    19450214           10.8
RAG    19450215           10.9
RAG    19450216            7.9
RAG    19450217            5.4
RAG    19450218            5.6
RAG    19450219            9.1
RAG    19450220            6.1
RAG    19450221            3.4
RAG    19450222            6.0
RAG    19450223            9.1
RAG    19450224            8.2
RAG    19450225            9.9
RAG    19450226            7.5
RAG    19450227           14.7
RAG    19450228           11.4
RAG    19450301            9.9
RAG    19450302            4.9
RAG    19450303            1.7
RAG    19450304            2.9
RAG    19450305            2.6
RAG    19450306            0.7
RAG    19450307            2.3
RAG    19450308            2.4
RAG    19450309            2.9
RAG    19450310            4.7
RAG    19450311            5.7
RAG    19450312            6.7
RAG    19450313            7.2
RAG    19450314           10.8
RAG    19450315           12.7
RAG    19450316           14.6
RAG    19450317            6.9
RAG    19450318           11.9
RAG    19450319           16.2
RAG    19450320           16.0
RAG    19450321           16.3
RAG    19450322           17.1
RAG    19450323           20.8
RAG    19450324           18.7
RAG    19450325           17.3
RAG    19450326           16.4
RAG    19450327           10.7
RAG    19450328            6.2
RAG    19450329           13.1
RAG    19450330           14.8
RAG    19450331           13.5
RAG    19450401           17.2
RAG    19450402           20.7
RAG    19450403           15.8
RAG    19450404           14.8
RAG    19450405           15.8
RAG    19450406           11.7
RAG    19450407            8.0
RAG    19450408           11.3
RAG    19450409           14.7
RAG    19450410           17.7
RAG    19450411           22.8
RAG    19450412           17.6
RAG    19450413           16.6
RAG    19450414           16.2
RAG    19450415           22.7
RAG    19450416           21.4
RAG    19450417           23.7
RAG    19450418           20.7
RAG    19450419           21.2
RAG    19450420           20.2
RAG    19450421           15.9
RAG    19450422           10.3
RAG    19450423            8.6
RAG    19450424           14.0
RAG    19450425           18.2
RAG    19450426           18.5
RAG    19450427           20.6
RAG    19450428           11.4
RAG    19450429           11.8
RAG    19450430            9.0
RAG    19450501            3.3
RAG    19450502            4.2
RAG    19450503            9.5
RAG    19450504           13.4
RAG    19450505           18.5
RAG    19450506           23.0
RAG    19450507           26.8
RAG    19450508           26.2
RAG    19450509           26.5
RAG    19450510           28.9
RAG    19450511           30.0
RAG    19450512           28.9
RAG    19450513           29.1
RAG    19450514           27.0
RAG    19450515           25.8
RAG    19450516           27.4
RAG    19450517           29.2
RAG    19450518           30.2
RAG    19450519           26.4
RAG    19450520           26.1
RAG    19450521           28.0
RAG    19450522           15.2
RAG    19450523           15.6
RAG    19450524           16.3
RAG    19450525           18.3
RAG    19450526           13.9
RAG    19450527           20.8
RAG    19450528           23.6
RAG    19450529           23.7
RAG    19450530           22.7
RAG    19450531           14.4
RAG    19450601           21.4
RAG    19450602           20.1
RAG    19450603           24.1
RAG    19450604           25.4
RAG    19450605           26.2
RAG    19450606           28.4
RAG    19450607           30.2
RAG    19450608           27.6
RAG    19450609           17.5
RAG    19450610           20.7
RAG    19450611           16.9
RAG    19450612           24.1
RAG    19450613           16.8
RAG    19450614           20.6
RAG    19450615           23.7
RAG    19450616           21.4
RAG    19450617           21.5
RAG    19450618           25.5
RAG    19450619           29.6
RAG    19450620           29.9
RAG    19450621           30.1
RAG    19450622           25.4
RAG    19450623           29.1
RAG    19450624           29.4
RAG    19450625           26.6
RAG    19450626           25.4
RAG    19450627           19.8
RAG    19450628           19.9
RAG    19450629           16.1
RAG    19450630           22.4
RAG    19450701           21.4
RAG    19450702           16.2
RAG    19450703           14.4
RAG    19450704           17.4
RAG    19450705           21.5
RAG    19450706           22.9
RAG    19450707           25.4
RAG    19450708           23.3
RAG    19450709           25.7
RAG    19450710           23.9
RAG    19450711           17.8
RAG    19450712           23.2
RAG    19450713           26.7
RAG    19450714           28.6
RAG    19450715           34.5
RAG    19450716           28.6
RAG    19450717           24.9
RAG    19450718           26.3
RAG    19450719           30.8
RAG    19450720           24.4
RAG    19450721           27.7
RAG    19450722           32.0
RAG    19450723           26.9
RAG    19450724           28.7
RAG    19450725           28.7
RAG    19450726           31.4
RAG    19450727           27.6
RAG    19450728           24.2
RAG    19450729           21.4
RAG    19450730           25.6
RAG    19450731           23.3
RAG    19450801           19.9
RAG    19450802           22.6
RAG    19450803           23.8
RAG    19450804           26.2
RAG    19450805           27.8
RAG    19450806           28.7
RAG    19450807           22.4
RAG    19450808           16.7
RAG    19450809           14.6
RAG    19450810           16.3
RAG    19450811           17.6
RAG    19450812           23.2
RAG    19450813           24.7
RAG    19450814           22.5
RAG    19450815           22.7
RAG    19450816           19.6
RAG    19450817           22.6
RAG    19450818           27.3
RAG    19450819           18.8
RAG    19450820           14.5
RAG    19450821           19.7
RAG    19450822           20.4
RAG    19450823           20.2
RAG    19450824           20.7
RAG    19450825           24.2
RAG    19450826           25.7
RAG    19450827           26.3
RAG    19450828           28.3
RAG    19450829           32.0
RAG    19450830           29.3
RAG    19450831           17.9
RAG    19450901           21.3
RAG    19450902           22.9
RAG    19450903           24.3
RAG    19450904           25.5
RAG    19450905           22.3
RAG    19450906           17.1
RAG    19450907           21.5
RAG    19450908           23.1
RAG    19450909           17.1
RAG    19450910           16.5
RAG    19450911           19.5
RAG    19450912           18.7
RAG    19450913           21.7
RAG    19450914           22.6
RAG    19450915           22.5
RAG    19450916           24.2
RAG    19450917           24.9
RAG    19450918           26.8
RAG    19450919           21.3
RAG    19450920           22.6
RAG    19450921           22.2
RAG    19450922           25.8
RAG    19450923           19.5
RAG    19450924           13.3
RAG    19450925           12.7
RAG    19450926           11.7
RAG    19450927            9.2
RAG    19450928           10.5
RAG    19450929           10.1
RAG    19450930           18.6
RAG    19451001           11.7
RAG    19451002           12.5
RAG    19451003           11.0
RAG    19451004            6.9
RAG    19451005            6.4
RAG    19451006            6.3
RAG    19451007           12.9
RAG    19451008           14.7
RAG    19451009           17.3
RAG    19451010           18.4
RAG    19451011           17.7
RAG    19451012           18.7
RAG    19451013           15.2
RAG    19451014           16.7
RAG    19451015           13.2
RAG    19451016           12.5
RAG    19451017           12.9
RAG    19451018           12.9
RAG    19451019           13.1
RAG    19451020           14.1
RAG    19451021           15.7
RAG    19451022           17.3
RAG    19451023           15.2
RAG    19451024           19.8
RAG    19451025           15.6
RAG    19451026           16.7
RAG    19451027           12.8
RAG    19451028           18.2
RAG    19451029           19.2
RAG    19451030           21.2
RAG    19451031           22.0
RAG    19451101           18.2
RAG    19451102           18.3
RAG    19451103           12.9
RAG    19451104           12.7
RAG    19451105            9.8
RAG    19451106            8.7
RAG    19451107            8.6
RAG    19451108            8.8
RAG    19451109            5.9
RAG    19451110            2.1
RAG    19451111            2.5
RAG    19451112            2.5
RAG    19451113            4.8
RAG    19451114            1.8
RAG    19451115            3.7
RAG    19451116            6.5
RAG    19451117            5.9
RAG    19451118            3.6
RAG    19451119            1.3
RAG    19451120            3.3
RAG    19451121            4.9
RAG    19451122            4.2
RAG    19451123            3.2
RAG    19451124           -0.2
RAG    19451125            3.8
RAG    19451126            3.9
RAG    19451127            2.5
RAG    19451128            2.1
RAG    19451129            3.4
RAG    19451130            2.9
RAG    19451201            2.6
RAG    19451202            6.1
RAG    19451203            6.5
RAG    19451204            2.9
RAG    19451205            1.3
RAG    19451206            2.4
RAG    19451207            0.5
RAG    19451208           -0.2
RAG    19451209           -9.5
RAG    19451210           -8.6
RAG    19451211           -7.0
RAG    19451212            0.5
RAG    19451213            1.0
RAG    19451214            2.6
RAG    19451215            0.5
RAG    19451216            1.8
RAG    19451217           10.0
RAG    19451218           12.7
RAG    19451219           12.0
RAG    19451220           11.5
RAG    19451221            9.3
RAG    19451222           10.0
RAG    19451223            7.7
RAG    19451224            9.5
RAG    19451225            8.3
RAG    19451226            2.7
RAG    19451227            2.2
RAG    19451228            7.5
RAG    19451229            6.9
RAG    19451230            4.2
RAG    19451231            1.1
RAG    19460101           -1.3
RAG    19460102           -4.6
RAG    19460103           -6.1
RAG    19460104           -6.6
RAG    19460105           -3.0
RAG    19460106           -0.2
RAG    19460107           -2.9
RAG    19460108            0.7
RAG    19460109            1.5
RAG    19460110            8.4
RAG    19460111            7.4
RAG    19460112           10.0
RAG    19460113            5.5
RAG    19460114           -0.2
RAG    19460115           -4.5
RAG    19460116           -7.3
RAG    19460117           -1.3
RAG    19460118            9.4
RAG    19460119           -0.7
RAG    19460120            1.8
RAG    19460121            1.5
RAG    19460122            0.0
RAG    19460123           -0.2
RAG    19460124           -1.8
RAG    19460125           -1.5
RAG    19460126            9.1
RAG    19460127            4.1
RAG    19460128            2.6
RAG    19460129            5.7
RAG    19460130            8.2
RAG    19460131            2.1
RAG    19460201            8.5
RAG    19460202            9.8
RAG    19460203            8.6
RAG    19460204           12.8
RAG    19460205            9.6
RAG    19460206            6.7
RAG    19460207            4.0
RAG    19460208            9.4
RAG    19460209            7.1
RAG    19460210            2.0
RAG    19460211            5.1
RAG    19460212            5.7
RAG    19460213            1.7
RAG    19460214            3.0
RAG    19460215            2.1
RAG    19460216            9.8
RAG    19460217            3.2
RAG    19460218            6.1
RAG    19460219            6.6
RAG    19460220            6.2
RAG    19460221           -0.6
RAG    19460222           -1.3
RAG    19460223            2.8
RAG    19460224            3.2
RAG    19460225            0.7
RAG    19460226            8.7
RAG    19460227           11.2
RAG    19460228           14.8
RAG    19460301           10.2
RAG    19460302            4.4
RAG    19460303            0.9
RAG    19460304            5.2
RAG    19460305            7.0
RAG    19460306           11.8
RAG    19460307            7.1
RAG    19460308            5.2
RAG    19460309            4.8
RAG    19460310            7.6
RAG    19460311           10.4
RAG    19460312           11.4
RAG    19460313           12.8
RAG    19460314           10.5
RAG    19460315           11.3
RAG    19460316            7.0
RAG    19460317            5.3
RAG    19460318            7.2
RAG    19460319           10.3
RAG    19460320           14.4
RAG    19460321           15.1
RAG    19460322           20.8
RAG    19460323           14.3
RAG    19460324           13.0
RAG    19460325           12.2
RAG    19460326           16.2
RAG    19460327           15.8
RAG    19460328           17.7
RAG    19460329           18.9
RAG    19460330           18.5
RAG    19460331           18.7
RAG    19460401           19.4
RAG    19460402           20.0
RAG    19460403           21.8
RAG    19460404           21.3
RAG    19460405           19.3
RAG    19460406           18.1
RAG    19460407            9.8
RAG    19460408           16.3
RAG    19460409           17.8
RAG    19460410           12.0
RAG    19460411           12.6
RAG    19460412           19.3
RAG    19460413           20.4
RAG    19460414           19.7
RAG    19460415           20.8
RAG    19460416           20.7
RAG    19460417           20.8
RAG    19460418           21.6
RAG    19460419           12.5
RAG    19460420           16.2
RAG    19460421           19.2
RAG    19460422           13.5
RAG    19460423           12.4
RAG    19460424           16.8
RAG    19460425           20.6
RAG    19460426           20.7
RAG    19460427           19.4
RAG    19460428           21.2
RAG    19460429           18.4
RAG    19460430           16.6
RAG    19460501           23.7
RAG    19460502           26.5
RAG    19460503           27.2
RAG    19460504           26.1
RAG    19460505           20.7
RAG    19460506           19.7
RAG    19460507           21.7
RAG    19460508           19.2
RAG    19460509           21.7
RAG    19460510           22.9
RAG    19460511           22.1
RAG    19460512           25.1
RAG    19460513           26.5
RAG    19460514           17.9
RAG    19460515           13.1
RAG    19460516           10.1
RAG    19460517           13.3
RAG    19460518           19.9
RAG    19460519           23.1
RAG    19460520           24.6
RAG    19460521           16.2
RAG    19460522           16.7
RAG    19460523           16.5
RAG    19460524           20.1
RAG    19460525           24.2
RAG    19460526           17.3
RAG    19460527           17.8
RAG    19460528           22.4
RAG    19460529           24.9
RAG    19460530           21.0
RAG    19460531           21.0
RAG    19460601           24.6
RAG    19460602           21.1
RAG    19460603           18.5
RAG    19460604           18.0
RAG    19460605           24.0
RAG    19460606           26.0
RAG    19460607           25.4
RAG    19460608           28.6
RAG    19460609           24.0
RAG    19460610           21.7
RAG    19460611           17.9
RAG    19460612           14.7
RAG    19460613           12.3
RAG    19460614           11.5
RAG    19460615           19.9
RAG    19460616           15.5
RAG    19460617           17.7
RAG    19460618           19.0
RAG    19460619           18.1
RAG    19460620           16.0
RAG    19460621           14.5
RAG    19460622           12.1
RAG    19460623           14.4
RAG    19460624           13.1
RAG    19460625           19.6
RAG    19460626           23.5
RAG    19460627           21.8
RAG    19460628           25.9
RAG    19460629           27.1
RAG    19460630           29.0
RAG    19460701           28.4
RAG    19460702           28.8
RAG    19460703           29.4
RAG    19460704           33.0
RAG    19460705           28.6
RAG    19460706           19.6
RAG    19460707           13.6
RAG    19460708           12.4
RAG    19460709           17.1
RAG    19460710           24.9
RAG    19460711           25.1
RAG    19460712           24.6
RAG    19460713           24.4
RAG    19460714           23.4
RAG    19460715           16.3
RAG    19460716           23.2
RAG    19460717           29.4
RAG    19460718           23.9
RAG    19460719           22.6
RAG    19460720           20.4
RAG    19460721           17.3
RAG    19460722           23.7
RAG    19460723           25.5
RAG    19460724           28.5
RAG    19460725           27.8
RAG    19460726           31.8
RAG    19460727           29.3
RAG    19460728           24.6
RAG    19460729           21.3
RAG    19460730           24.2
RAG    19460731           26.2
RAG    19460801           24.3
RAG    19460802           24.5
RAG    19460803           27.8
RAG    19460804           31.5
RAG    19460805           32.8
RAG    19460806           25.6
RAG    19460807           25.0
RAG    19460808           24.7
RAG    19460809           23.7
RAG    19460810           29.5
RAG    19460811           21.5
RAG    19460812           27.7
RAG    19460813           21.5
RAG    19460814           22.7
RAG    19460815           18.1
RAG    19460816           22.4
RAG    19460817           23.2
RAG    19460818           20.6
RAG    19460819           15.9
RAG    19460820           19.6
RAG    19460821           16.6
RAG    19460822           11.3
RAG    19460823           18.5
RAG    19460824           21.1
RAG    19460825           20.8
RAG    19460826           16.3
RAG    19460827           19.6
RAG    19460828           22.3
RAG    19460829           21.9
RAG    19460830           17.3
RAG    19460831           15.4
RAG    19460901           18.4
RAG    19460902           16.2
RAG    19460903           20.5
RAG    19460904           24.7
RAG    19460905           23.6
RAG    19460906           20.8
RAG    19460907           19.6
RAG    19460908           21.5
RAG    19460909           17.4
RAG    19460910           18.9
RAG    19460911           19.6
RAG    19460912           20.4
RAG    19460913           21.3
RAG    19460914           15.1
RAG    19460915           18.4
RAG    19460916           21.7
RAG    19460917           23.2
RAG    19460918           19.2
RAG    19460919           19.8
RAG    19460920           24.2
RAG    19460921           21.8
RAG    19460922           17.6
RAG    19460923           21.4
RAG    19460924           21.0
RAG    19460925           21.1
RAG    19460926           21.7
RAG    19460927           22.2
RAG    19460928           20.6
RAG    19460929           18.4
RAG    19460930           21.2
RAG    19461001           18.6
RAG    19461002           21.7
RAG    19461003           20.2
RAG    19461004           16.5
RAG    19461005           14.7
RAG    19461006           13.4
RAG    19461007           11.6
RAG    19461008           10.7
RAG    19461009            9.1
RAG    19461010           11.2
RAG    19461011            9.4
RAG    19461012            9.6
RAG    19461013           10.3
RAG    19461014           11.6
RAG    19461015            8.9
RAG    19461016           12.1
RAG    19461017           13.5
RAG    19461018           11.9
RAG    19461019           15.3
RAG    19461020           20.4
RAG    19461021           15.9
RAG    19461022           14.7
RAG    19461023           12.8
RAG    19461024           12.2
RAG    19461025            6.4
RAG    19461026           14.5
RAG    19461027           18.0
RAG    19461028           11.2
RAG    19461029            5.8
RAG    19461030            7.0
RAG    19461031            6.7
RAG    19461101            8.2
RAG    19461102           11.3
RAG    19461103           12.4
RAG    19461104           12.5
RAG    19461105            7.7
RAG    19461106            9.4
RAG    19461107            5.5
RAG    19461108            3.8
RAG    19461109            3.2
RAG    19461110            3.1
RAG    19461111            3.8
RAG    19461112            7.1
RAG    19461113            7.1
RAG    19461114            5.2
RAG    19461115            6.7
RAG    19461116            7.7
RAG    19461117            2.6
RAG    19461118            5.6
RAG    19461119            6.4
RAG    19461120           13.9
RAG    19461121           13.4
RAG    19461122            9.6
RAG    19461123            8.4
RAG    19461124           14.1
RAG    19461125           11.5
RAG    19461126           12.4
RAG    19461127            8.4
RAG    19461128            8.7
RAG    19461129           11.3
RAG    19461130            6.9
RAG    19461201            8.1
RAG    19461202            9.6
RAG    19461203            9.5
RAG    19461204            4.2
RAG    19461205            3.3
RAG    19461206            2.6
RAG    19461207            1.7
RAG    19461208            5.5
RAG    19461209            5.5
RAG    19461210            2.8
RAG    19461211            2.6
RAG    19461212            1.9
RAG    19461213            1.7
RAG    19461214            1.8
RAG    19461215            0.1
RAG    19461216           -4.0
RAG    19461217           -5.4
