 

stn    time           tre200dx  tre200d0  hns000d0  rre150d0
GEO    19390101            6.9       5.1         0       1.0
GEO    19390102            7.7       5.7         0       3.4
GEO    19390103            5.5       1.7         2       0.4
GEO    19390104            4.3       1.7         0       0.5
GEO    19390105            5.2       3.0         0       1.8
GEO    19390106            3.2       0.1         0       0.0
GEO    19390107           -0.5      -2.7         0       0.0
GEO    19390108            3.2      -0.5         0       0.0
GEO    19390109            2.0      -1.9         0       0.0
GEO    19390110           -0.4      -2.2         0       0.6
GEO    19390111            4.0       0.8         0       0.4
GEO    19390112            4.0       1.8         0      12.9
GEO    19390113            7.6       4.3         0       0.2
GEO    19390114            9.8       6.5         0       0.1
GEO    19390115           11.8       8.4         0       1.0
GEO    19390116           13.8      11.9         0       0.5
GEO    19390117           13.7      11.0         0       0.8
GEO    19390118           15.6       8.8         0      22.0
GEO    19390119           11.2       7.6         0       0.2
GEO    19390120            8.9       6.0         0       1.6
GEO    19390121            8.2       7.5         0       5.4
GEO    19390122           10.0       8.0         0       7.8
GEO    19390123            9.0       4.9         0      12.1
GEO    19390124            5.2       4.1         0       1.1
GEO    19390125            4.0       1.7         2       9.0
GEO    19390126            5.6       1.8         1       0.3
GEO    19390127            2.9       0.2         0       0.0
GEO    19390128            1.3      -1.5         0       0.0
GEO    19390129            2.2       0.6         0       0.0
GEO    19390130            0.7       0.0         0       0.0
GEO    19390131            0.8       0.3         0       0.0
GEO    19390201            0.8      -0.2         0       0.0
GEO    19390202           -0.3      -0.9         0       0.0
GEO    19390203           -1.0      -2.0         0       0.0
GEO    19390204            0.0      -2.1         0       0.0
GEO    19390205           -1.0      -2.5         0       0.0
GEO    19390206           -0.1      -1.6         0       0.0
GEO    19390207           -0.9      -2.2         0       0.0
GEO    19390208            0.0      -1.8         0       0.0
GEO    19390209            4.0       0.9         0       0.0
GEO    19390210           11.4       5.3         0       0.0
GEO    19390211            8.9       4.0         0       0.0
GEO    19390212            8.0       3.5         0       0.0
GEO    19390213            7.0       4.9         0       0.2
GEO    19390214            4.0       2.2         0       0.0
GEO    19390215            3.8      -0.1         0       0.0
GEO    19390216            5.8       0.6         0       0.0
GEO    19390217            6.3       1.3         0       4.1
GEO    19390218            9.2       5.2         0       0.2
GEO    19390219            7.8       5.4         0       2.3
GEO    19390220            7.3       3.3         0       0.0
GEO    19390221            5.0       3.0         0       0.0
GEO    19390222            6.0       2.7         0       0.4
GEO    19390223            7.2       5.3         0       0.1
GEO    19390224           10.5       6.6         0       0.1
GEO    19390225           11.2       7.0         0       1.2
GEO    19390226           12.6       9.3         0       1.8
GEO    19390227           10.0       5.9         0       0.0
GEO    19390228            9.2       5.8         0       3.8
GEO    19390301            9.5       3.6         0       0.0
GEO    19390302            7.2       2.3         0       0.0
GEO    19390303            9.6       4.2         0       0.0
GEO    19390304           14.3       7.8         0       0.1
GEO    19390305            9.2       7.9         0       8.1
GEO    19390306           16.2      12.6         0       0.2
GEO    19390307           14.0       8.6         0       6.1
GEO    19390308            5.6       3.8         0       6.2
GEO    19390309            6.1       3.8         0       2.4
GEO    19390310            6.3       3.3         0       0.0
GEO    19390311            6.9       2.5         0       0.0
GEO    19390312            5.3       1.8         0       0.0
GEO    19390313            3.6       0.9         0       0.0
GEO    19390314            1.1      -1.1        10       7.3
GEO    19390315            5.1       0.7         2       1.7
GEO    19390316            4.0       1.2         0       0.0
GEO    19390317            4.3       0.8         5       3.3
GEO    19390318            1.3      -0.4         0       0.2
GEO    19390319            1.6      -0.6         0       0.0
GEO    19390320            4.7       0.9         0       0.0
GEO    19390321            3.6       0.0         5       1.9
GEO    19390322            5.0       2.0         0       8.1
GEO    19390323            7.5       2.7         0       0.9
GEO    19390324            6.8       3.4         0       0.0
GEO    19390325            6.3       3.6         0       0.0
GEO    19390326            6.5       3.1         0       0.0
GEO    19390327            5.0       3.2         0       0.0
GEO    19390328            7.8       3.2         0       0.0
GEO    19390329            8.2       4.5         0       0.0
GEO    19390330            9.8       4.5         0       0.0
GEO    19390331           12.3       6.5         0       0.0
GEO    19390401           15.0      10.0         0       0.4
GEO    19390402           10.6       7.4         0      18.3
GEO    19390403           14.2      10.0         0       0.0
GEO    19390404           17.4      13.1         0      10.0
GEO    19390405           12.5       8.6         0      20.8
GEO    19390406           10.8       9.1         0      14.4
GEO    19390407           13.4      10.5         0       2.9
GEO    19390408           14.3      11.3         0       0.0
GEO    19390409           14.0      10.4         0       0.0
GEO    19390410           16.9      11.9         0       0.0
GEO    19390411           22.1      16.0         0       0.0
GEO    19390412           23.2      16.9         0       0.0
GEO    19390413           22.8      14.9         0       0.0
GEO    19390414           21.2      13.5         0      25.1
GEO    19390415           13.8      10.3         0       0.2
GEO    19390416           19.0      12.4         0       0.0
GEO    19390417           18.6      11.5         0       3.4
GEO    19390418           10.0       6.9         0       1.6
GEO    19390419           11.8       8.6         0       0.0
GEO    19390420           14.9      10.1         0       0.0
GEO    19390421           18.0      12.1         0       0.0
GEO    19390422           22.2      14.2         0       0.0
GEO    19390423           13.7       9.8         0       0.0
GEO    19390424           16.2      10.6         0       0.0
GEO    19390425           16.8      11.9         0       6.5
GEO    19390426           10.7       5.5         0      16.9
GEO    19390427            8.4       6.1         0       1.9
GEO    19390428           11.7       7.9         0       0.3
GEO    19390429           11.6       7.8         0       3.0
GEO    19390430           10.3       7.0         0       0.1
GEO    19390501           13.9       9.9         0       0.0
GEO    19390502           15.4      11.0         0       9.6
GEO    19390503           10.6       8.4         0      11.5
GEO    19390504           13.0      10.4         0       0.1
GEO    19390505           15.6      11.3         0       0.0
GEO    19390506           15.0      10.7         0      17.0
GEO    19390507           14.2      10.4         0       0.1
GEO    19390508           12.9       9.5         0      13.1
GEO    19390509           11.0       9.4         0       4.8
GEO    19390510           14.6      11.1         0       0.0
GEO    19390511           16.8      12.9         0       0.2
GEO    19390512           15.0       9.4         0       1.6
GEO    19390513           11.8       8.7         0       0.0
GEO    19390514           11.0       8.0         0       3.5
GEO    19390515           12.4      10.0         0       8.1
GEO    19390516           16.0      10.6         0       2.1
GEO    19390517           18.0      11.6         0      11.9
GEO    19390518           11.2       6.4         0      42.1
GEO    19390519           16.9      10.5         0       2.9
GEO    19390520           16.0      11.0         0       1.3
GEO    19390521           13.0      10.0         0       7.0
GEO    19390522           13.8      11.1         0       0.3
GEO    19390523           15.7      12.0         0       0.0
GEO    19390524           17.2      13.2         0       0.0
GEO    19390525           15.2      11.3         0       0.0
GEO    19390526           16.7      12.4         0       0.0
GEO    19390527           17.3      13.4         0       0.0
GEO    19390528           20.0      13.6         0       0.0
GEO    19390529           14.8      12.2         0       0.0
GEO    19390530           16.3      12.9         0       0.0
GEO    19390531           19.0      14.1         0       0.0
GEO    19390601           20.6      17.0         0       0.0
GEO    19390602           22.7      17.1         0       9.4
GEO    19390603           24.3      17.5         0       1.4
GEO    19390604           23.2      19.3         0       0.0
GEO    19390605           25.0      20.6         0       0.0
GEO    19390606           28.4      21.0         0       0.0
GEO    19390607           27.8      20.1         0       6.1
GEO    19390608           26.8      21.1         0       2.8
GEO    19390609           25.6      21.5         0       0.0
GEO    19390610           27.7      19.1         0       3.7
GEO    19390611           19.0      15.4         0      22.0
GEO    19390612           14.3      11.3         0       8.4
GEO    19390613           13.8      10.9         0       0.0
GEO    19390614           15.2      11.5         0       0.0
GEO    19390615           16.8      13.6         0       0.0
GEO    19390616           22.4      16.2         0       4.8
GEO    19390617           20.2      14.9         0       0.0
GEO    19390618           21.8      16.7         0       0.0
GEO    19390619           21.8      17.8         0       0.0
GEO    19390620           18.3      15.5         0       0.0
GEO    19390621           21.8      17.2         0       0.1
GEO    19390622           24.4      18.5         0       0.2
GEO    19390623           25.0      20.0         0      11.4
GEO    19390624           23.8      16.1         0       9.4
GEO    19390625           20.6      16.0         0      18.1
GEO    19390626           21.3      15.3         0      14.2
GEO    19390627           20.5      16.7         0       0.0
GEO    19390628           27.0      19.8         0       0.0
GEO    19390629           29.4      22.4         0       0.0
GEO    19390630           25.2      19.7         0      21.0
GEO    19390701           21.3      15.6         0       0.5
GEO    19390702           18.2      13.7         0       0.0
GEO    19390703           21.0      17.1         0       0.0
GEO    19390704           26.0      20.6         0       0.0
GEO    19390705           28.7      21.7         0       0.6
GEO    19390706           22.7      19.1         0       0.0
GEO    19390707           26.4      19.9         0       0.0
GEO    19390708           30.1      22.2         0       0.1
GEO    19390709           29.2      23.2         0       0.0
GEO    19390710           24.3      19.8         0       0.0
GEO    19390711           22.7      18.0         0       0.0
GEO    19390712           24.3      18.4         0       0.0
GEO    19390713           26.2      19.1         0       0.4
GEO    19390714           27.6      22.6         0       8.8
GEO    19390715           23.0      16.6         0      21.5
GEO    19390716           19.6      15.3         0      10.6
GEO    19390717           23.0      18.4         0       0.0
GEO    19390718           23.6      18.6         0       0.0
GEO    19390719           26.6      21.2         0       0.0
GEO    19390720           20.2      17.2         0       3.1
GEO    19390721           23.3      19.8         0      14.0
GEO    19390722           20.0      16.2         0       2.7
GEO    19390723           21.7      16.4         0       5.3
GEO    19390724           21.3      14.9         0       6.2
GEO    19390725           15.5      12.6         0       0.0
GEO    19390726           22.9      16.6         0       0.8
GEO    19390727           21.0      15.9         0       0.0
GEO    19390728           22.2      17.3         0       0.0
GEO    19390729           23.8      19.5         0       0.0
GEO    19390730           28.7      22.1         0       0.0
GEO    19390731           25.0      20.2         0       0.0
GEO    19390801           24.2      19.5         0       0.0
GEO    19390802           23.9      19.6         0       0.0
GEO    19390803           25.7      18.9         0       0.0
GEO    19390804           24.3      19.2         0       0.5
GEO    19390805           18.7      14.2         0      21.4
GEO    19390806           21.4      16.4         0       0.0
GEO    19390807           22.9      16.6         0       2.0
GEO    19390808           21.0      16.3         0       9.8
GEO    19390809           23.1      18.4         0       0.0
GEO    19390810           25.1      19.1         0       0.0
GEO    19390811           28.0      21.0         0       0.0
GEO    19390812           25.0      20.4         0       0.0
GEO    19390813           23.4      19.3         0       0.0
GEO    19390814           21.9      19.2         0       0.0
GEO    19390815           22.2      18.5         0       0.0
GEO    19390816           22.1      17.7         0       0.0
GEO    19390817           22.2      17.7         0       0.0
GEO    19390818           22.0      18.9         0       0.0
GEO    19390819           25.5      19.1         0       1.3
GEO    19390820           22.9      18.1         0       7.7
GEO    19390821           22.6      17.5         0       7.4
GEO    19390822           22.5      18.8         0       2.1
GEO    19390823           24.0      17.7         0      17.1
GEO    19390824           22.9      19.2         0       4.1
GEO    19390825           23.0      18.2         0       0.0
GEO    19390826           23.5      19.2         0       0.0
GEO    19390827           23.8      18.5         0       0.0
GEO    19390828           24.0      18.7         0       0.0
GEO    19390829           23.4      19.5         0       0.0
GEO    19390830           25.8      20.6         0       0.0
GEO    19390831           24.6      18.8         0      11.9
GEO    19390901           24.4      19.7         0       0.8
GEO    19390902           24.2      19.5         0       0.0
GEO    19390903           26.7      20.8         0       0.0
GEO    19390904           21.2      16.6         0      15.2
GEO    19390905           17.8      14.9         0       0.1
GEO    19390906           21.6      16.9         0       0.0
GEO    19390907           22.0      17.0         0       0.0
GEO    19390908           22.3      18.8         0       0.0
GEO    19390909           24.0      19.1         0       0.0
GEO    19390910           24.6      18.1         0       0.0
GEO    19390911           27.4      20.5         0       0.0
GEO    19390912           22.3      17.0         0       0.0
GEO    19390913           18.2      13.9         0       0.2
GEO    19390914           17.0      12.4         0       5.3
GEO    19390915           17.8      11.5         0       0.6
GEO    19390916           17.9      12.4         0       0.0
GEO    19390917           18.0      13.8         0       2.6
GEO    19390918           15.9      13.0         0       0.5
GEO    19390919           17.2      14.4         0       0.0
GEO    19390920           18.0      13.7         0       0.0
GEO    19390921           17.0      12.5         0       2.2
GEO    19390922           16.4      13.1         0       0.0
GEO    19390923           16.6      12.8         0       0.0
GEO    19390924           18.8      13.1         0       0.0
GEO    19390925           16.2      12.0         0       0.0
GEO    19390926           17.0      12.6         0       0.0
GEO    19390927           15.2      10.9         0       0.0
GEO    19390928           10.0       7.8         0       0.1
GEO    19390929           11.6       9.4         0       0.0
GEO    19390930           15.3      11.8         0       5.0
GEO    19391001           20.0      15.4         0      11.4
GEO    19391002           17.8      13.9         0       8.9
GEO    19391003           12.8      11.1         0      11.5
GEO    19391004           12.5      11.1         0      25.8
GEO    19391005           17.0      12.8         0       8.5
GEO    19391006           14.0       9.3         0      13.3
GEO    19391007           12.8       8.5         0       1.2
GEO    19391008           13.3       7.9         0       0.3
GEO    19391009           12.7       9.4         0       5.8
GEO    19391010           15.3      11.6         0       0.4
GEO    19391011           17.0      10.2         0       0.0
GEO    19391012           15.6      13.0         0       2.8
GEO    19391013           16.2      14.1         0       3.5
GEO    19391014           23.1      18.0         0       0.1
GEO    19391015           19.5      15.0         0      33.9
GEO    19391016           14.8      12.9         0       4.8
GEO    19391017           15.2      13.5         0       0.2
GEO    19391018           23.0      16.3         0      13.0
GEO    19391019           20.8      13.8         0       8.3
GEO    19391020           13.8       9.3         0       0.0
GEO    19391021           10.6       7.5         0       0.0
GEO    19391022            8.1       6.5         0       0.0
GEO    19391023            8.5       6.9         0       0.0
GEO    19391024            9.3       6.5         0       3.9
GEO    19391025           10.6       7.7         0       6.3
GEO    19391026            7.0       2.8         2       1.4
GEO    19391027            4.5       1.4         2       4.6
GEO    19391028            2.6       1.6         0       1.8
GEO    19391029            6.8       5.0         0       0.2
GEO    19391030            6.0       3.8         0       0.1
GEO    19391031            7.2       4.2         0       0.0
GEO    19391101            7.5       5.5         0       5.7
GEO    19391102            7.3       6.2         0       0.1
GEO    19391103            8.6       7.0         0       1.0
GEO    19391104            9.4       7.6         0      20.5
GEO    19391105           11.8       7.4         0       2.0
GEO    19391106           11.6       9.8         0       4.4
GEO    19391107           13.6       9.6         0       0.1
GEO    19391108           11.2       8.4         0       0.0
GEO    19391109           13.4      10.2         0      17.9
GEO    19391110           14.5       9.9         0       0.3
GEO    19391111           10.0       9.2         0       0.0
GEO    19391112           10.4       8.7         0       0.0
GEO    19391113            8.8       8.0         0       0.0
GEO    19391114            9.3       8.1         0       0.1
GEO    19391115           12.8       9.1         0      15.3
GEO    19391116           10.1       7.2         0      10.2
GEO    19391117           13.3      11.5         0       5.4
GEO    19391118           16.3      12.1         0       0.9
GEO    19391119           13.8       9.7         0       5.6
GEO    19391120            8.5       6.4         0       0.0
GEO    19391121            6.6       2.3         0       0.0
GEO    19391122            2.0       1.1         0       0.0
GEO    19391123            2.0      -0.4         0       0.0
GEO    19391124            2.8       0.1         0       0.1
GEO    19391125            7.8       4.4         0       0.0
GEO    19391126            8.8       6.1         0       0.1
GEO    19391127           15.3      11.8         0       2.0
GEO    19391128           12.7       7.6         0       0.0
GEO    19391129            8.3       6.7         0       1.2
GEO    19391130           14.7       9.0         0       0.0
GEO    19391201           13.7       7.2         0       0.0
GEO    19391202           12.0       7.2         0       2.1
GEO    19391203            9.5       5.4         0       0.0
GEO    19391204            7.3       5.8         0       7.2
GEO    19391205            7.8       4.1         0      14.5
GEO    19391206            5.2       2.5         0       0.3
GEO    19391207            5.3       2.8         0       0.0
GEO    19391208            2.0      -0.6         0       0.0
GEO    19391209            8.0       4.1         0       0.1
GEO    19391210            6.4       5.5         0      15.2
GEO    19391211            7.1       6.0         0       1.2
GEO    19391212            5.8       2.1         0       0.0
GEO    19391213            2.3       1.1         5       2.7
GEO    19391214            2.3       1.3         0       0.0
GEO    19391215            2.3       0.4         5       3.9
GEO    19391216            0.8       0.3         0       0.0
GEO    19391217            1.8       1.2         0       0.0
GEO    19391218            2.8       1.5         0       0.0
GEO    19391219            2.8       1.4         0       0.0
GEO    19391220            3.4       1.2         0       1.2
GEO    19391221            0.5      -0.1         0       0.0
GEO    19391222            1.1       0.6         0       0.0
GEO    19391223            1.1       0.4         0       0.0
GEO    19391224            2.0       0.2         0       0.0
GEO    19391225            0.1      -0.9         0       0.0
GEO    19391226            1.0      -1.5         0       0.1
GEO    19391227            3.2       0.4         0       0.0
GEO    19391228            1.7       0.1         0       0.1
GEO    19391229            0.1      -4.7        10       3.7
GEO    19391230           -6.4      -9.4         0       0.0
GEO    19391231           -1.8      -7.7         0       0.0
GEO    19400101           -0.3      -6.3         0       0.0
GEO    19400102           -1.5      -3.5         0       0.0
GEO    19400103           -2.2      -3.4         0       0.3
GEO    19400104            1.9       1.0         0       6.2
GEO    19400105            3.0       1.9         0       0.2
GEO    19400106            2.8       2.0         0       0.1
GEO    19400107            2.0       0.9         0       0.0
GEO    19400108            1.0       0.2         0      15.2
GEO    19400109            4.4       1.2         0       0.0
GEO    19400110           -0.2      -5.4         0       0.0
GEO    19400111           -6.5      -8.6         0       0.0
GEO    19400112           -4.4      -5.9         0       0.0
GEO    19400113           -2.2      -2.9         0       0.0
GEO    19400114           -1.2      -2.1         0       0.0
GEO    19400115           -1.5      -2.7         0       0.0
GEO    19400116            0.8      -0.8         0       0.0
GEO    19400117            0.2      -3.7         1       0.3
GEO    19400118           -5.4      -8.7         0       0.0
GEO    19400119           -8.5     -11.0         0       0.0
GEO    19400120           -9.0      -9.8         0       0.1
GEO    19400121           -7.2      -8.8         0       0.0
GEO    19400122           -2.2      -6.9         0       0.0
GEO    19400123           -2.5      -4.0         0       0.0
GEO    19400124           -2.7      -4.3         0       0.0
GEO    19400125           -3.0      -4.2         0       0.0
GEO    19400126           -2.9      -4.0         0       0.8
GEO    19400127            4.4       2.3         0      10.5
GEO    19400128            6.8       4.6         0       1.3
GEO    19400129            3.8       1.3         0       0.0
GEO    19400130            2.0       1.3         0       3.7
GEO    19400131            4.3       2.7         0       7.9
GEO    19400201            6.0       2.5         0       6.2
GEO    19400202            4.2       1.1         0       0.2
GEO    19400203            4.3       1.3         0       2.0
GEO    19400204            5.8       2.4         0       0.3
GEO    19400205            2.3       1.2         0       0.1
GEO    19400206            3.7       1.4         0       0.1
GEO    19400207            6.5       4.2         0       0.3
GEO    19400208           11.2       6.8         0       0.0
GEO    19400209            5.0       1.9         1      20.5
GEO    19400210            6.0       3.0         0       0.4
GEO    19400211            7.6       4.1         0       0.4
GEO    19400212            6.8       3.3         0       0.0
GEO    19400213            1.0      -7.9         1       0.4
GEO    19400214           -4.8      -8.4         0       0.2
GEO    19400215           -3.2      -5.9         0       0.0
GEO    19400216            0.1      -3.3         1       1.4
GEO    19400217            6.9       2.1        10      15.7
GEO    19400218            4.5       0.4         0       4.3
GEO    19400219           10.4       6.9         0       6.5
GEO    19400220           10.3       5.0         0       0.5
GEO    19400221            4.3       3.0         0       0.0
GEO    19400222            5.6       2.7         0       0.0
GEO    19400223            3.2       1.2         0       0.2
GEO    19400224           15.4       6.6         0       0.0
GEO    19400225            9.7       5.1         0       0.0
GEO    19400226            7.0       4.2         0       0.0
GEO    19400227            4.7       3.2         0       1.0
GEO    19400228           15.3      10.8         0       0.5
GEO    19400229           12.3       8.5         0       0.0
GEO    19400301           11.8       6.6         0       0.0
GEO    19400302            5.8       2.0         0       0.0
GEO    19400303            3.3       2.3         0       0.0
GEO    19400304            9.1       5.1         0       0.0
GEO    19400305            9.7       3.5         0       0.0
GEO    19400306            3.9       1.4         0       0.0
GEO    19400307            2.6      -0.2         0       0.1
GEO    19400308            4.1       0.0         0       0.0
GEO    19400309            6.2       0.2         0       0.0
GEO    19400310           13.3       4.9         0       0.0
GEO    19400311           14.2       7.5         0       0.0
GEO    19400312            8.3       5.7         0       6.7
GEO    19400313           14.3      10.9         0      10.0
GEO    19400314           15.3       8.6         0       6.0
GEO    19400315            7.6       3.6         0       0.0
GEO    19400316            9.3       4.0         0       0.0
GEO    19400317           10.5       7.2         0       5.8
GEO    19400318           13.2      10.7         0       0.5
GEO    19400319           15.4      10.5         0       7.0
GEO    19400320           13.8       9.1         0       0.0
GEO    19400321           15.1       9.8         0       0.0
GEO    19400322           15.6       9.5         0       6.9
GEO    19400323           15.8      11.9         0       0.0
GEO    19400324           13.8       8.8         0       0.1
GEO    19400325           16.0      11.2         0       0.0
GEO    19400326           14.8      10.3         0       1.4
GEO    19400327            9.2       6.5         1       3.3
GEO    19400328            7.1       2.5         0       0.2
GEO    19400329            5.0       2.2         2       1.1
GEO    19400330            6.3       3.0         0       3.8
GEO    19400331           12.0       6.6         0       0.0
GEO    19400401           17.0       8.9         0       0.0
GEO    19400402           17.1      10.0         0       0.1
GEO    19400403           13.2       9.7         0      10.8
GEO    19400404            9.8       7.0         0      28.7
GEO    19400405            9.6       5.8         0       7.8
GEO    19400406            8.8       5.1         0       0.0
GEO    19400407            6.1       4.8         0       0.0
GEO    19400408           10.3       6.2         0       0.4
GEO    19400409            7.7       5.8         0       0.2
GEO    19400410            7.3       5.6         0       0.0
GEO    19400411            9.9       6.6         0       0.0
GEO    19400412            9.3       5.9         0       4.0
GEO    19400413            9.6       5.4         0       0.0
GEO    19400414           10.2       5.9         0       0.0
GEO    19400415           16.4      11.1         0       0.0
GEO    19400416           16.2      12.6         0       0.1
GEO    19400417           12.3      10.2         0       6.9
GEO    19400418           18.2       9.0         0       4.5
GEO    19400419           13.1       9.0         0       0.0
GEO    19400420           15.7      10.2         0       0.0
GEO    19400421           18.7      12.7         0       0.0
GEO    19400422           18.6      14.8         0       0.0
GEO    19400423           21.3      15.4         0       0.0
GEO    19400424           18.0      12.1         0       1.8
GEO    19400425           16.2      11.8         0       0.0
GEO    19400426           18.2      11.9         0       0.2
GEO    19400427           19.2      12.7         0       2.0
GEO    19400428           18.7      13.4         0       0.1
GEO    19400429           19.0      14.1         0       3.3
GEO    19400430           19.8      13.0         0       7.3
GEO    19400501           19.0      13.5         0       0.3
GEO    19400502           18.0      13.6         0       0.1
GEO    19400503           13.2      10.0         0       2.8
GEO    19400504           17.8      11.5         0       0.1
GEO    19400505           17.1      12.3         0       0.0
GEO    19400506           16.8      12.6         0       0.0
GEO    19400507           19.2      13.0         0       0.0
GEO    19400508           19.2      14.2         0       0.0
GEO    19400509           20.0      14.5         0       0.0
GEO    19400510           21.0      15.4         0       0.0
GEO    19400511           20.8      15.5         0       0.0
GEO    19400512           17.2      12.7         0       0.0
GEO    19400513           18.3      13.2         0       0.0
GEO    19400514           19.8      13.8         0       0.0
GEO    19400515           21.3      15.0         0       0.2
GEO    19400516           18.7      12.5         0       0.1
GEO    19400517           12.3       8.9         0       0.0
GEO    19400518           14.8      11.2         0       0.0
GEO    19400519           16.8      12.5         0       0.0
GEO    19400520           20.8      13.4         0       0.0
GEO    19400521           23.0      16.0         0       0.0
GEO    19400522           21.4      14.3         0       4.2
GEO    19400523           16.5      13.1         0       0.2
GEO    19400524           21.1      15.9         0       0.0
GEO    19400525           24.0      18.0         0       0.0
GEO    19400526           24.9      17.6         0       1.8
GEO    19400527           22.3      17.3         0       0.0
GEO    19400528           24.8      18.7         0       2.0
GEO    19400529           17.4      12.4         0       6.8
GEO    19400530           16.0      12.2         0       3.0
GEO    19400531           19.3      14.4         0       0.0
GEO    19400601           20.1      15.4         0       0.0
GEO    19400602           18.6      14.9         0       0.0
GEO    19400603           20.4      16.4         0       0.0
GEO    19400604           22.3      17.4         0       0.0
GEO    19400605           23.6      18.5         0       0.0
GEO    19400606           24.8      19.2         0       0.0
GEO    19400607           23.8      19.0         0       0.0
GEO    19400608           25.4      19.8         0       0.0
GEO    19400609           25.6      20.8         0       0.0
GEO    19400610           27.7      19.9         0       2.8
GEO    19400611           26.0      17.5         0      42.8
GEO    19400612           17.6      14.9         0       5.0
GEO    19400613           19.2      14.6         0       0.5
GEO    19400614           21.2      15.4         0      43.2
GEO    19400615           19.7      16.5         0       0.1
GEO    19400616           19.8      16.3         0       0.0
GEO    19400617           21.8      17.5         0       0.1
GEO    19400618           21.3      16.8         0       1.6
GEO    19400619           20.4      16.5         0       0.1
GEO    19400620           19.0      15.6         0       3.8
GEO    19400621           23.0      18.4         0       5.4
GEO    19400622           24.8      18.5         0      20.5
GEO    19400623           20.8      17.5         0       0.8
GEO    19400624           20.3      15.1         0       3.8
GEO    19400625           15.8      14.1         0       8.8
GEO    19400626           20.0      15.8         0       6.0
GEO    19400627           19.0      14.4         0       0.9
GEO    19400628           17.7      14.0         0       0.0
GEO    19400629           19.7      16.1         0       0.0
GEO    19400630           21.2      17.7         0       0.0
GEO    19400701           22.4      19.1         0       0.0
GEO    19400702           28.0      21.7         0       0.0
GEO    19400703           28.2      22.6         0       0.2
GEO    19400704           24.0      18.5         0       1.0
GEO    19400705           23.8      18.8         0       0.0
GEO    19400706           21.3      18.1         0       4.0
GEO    19400707           20.2      16.2         0      29.0
GEO    19400708           19.3      16.7         0       0.6
GEO    19400709           21.5      17.1         0       0.0
GEO    19400710           25.6      19.7         0       0.1
GEO    19400711           23.0      15.8         0      19.9
GEO    19400712           17.1      13.4         0       2.9
GEO    19400713           20.6      16.3         0       0.0
GEO    19400714           20.4      17.7         0       3.9
GEO    19400715           25.2      16.2         0       9.1
GEO    19400716           16.7      13.5         0       4.4
GEO    19400717           20.0      14.5         0       2.9
GEO    19400718           21.8      15.9         0       0.1
GEO    19400719           24.9      19.0         0       0.0
GEO    19400720           27.4      21.2         0       0.2
GEO    19400721           25.0      19.7         0       0.0
GEO    19400722           20.2      17.4         0      14.2
GEO    19400723           24.8      21.2         0       0.1
GEO    19400724           25.8      22.5         0       0.0
GEO    19400725           27.9      23.3         0       0.0
GEO    19400726           29.9      22.8         0       4.4
GEO    19400727           22.9      18.0         0       0.0
GEO    19400728           20.2      16.2         0       0.0
GEO    19400729           20.5      16.2         0       0.0
GEO    19400730           22.3      17.9         0       0.0
GEO    19400731           22.2      18.3         0       0.0
GEO    19400801           23.8      19.2         0       0.0
GEO    19400802           23.7      19.1         0       0.0
GEO    19400803           23.7      21.2         0       0.0
GEO    19400804           27.3      21.5         0       0.0
GEO    19400805           29.2      21.7         0       0.5
GEO    19400806           21.5      18.2         0       0.3
GEO    19400807           24.8      20.2         0       0.0
GEO    19400808           27.4      22.2         0       0.0
GEO    19400809           25.2      21.3         0       5.1
GEO    19400810           25.0      20.1         0       1.5
GEO    19400811           24.8      20.0         0       0.0
GEO    19400812           23.2      19.1         0       0.0
GEO    19400813           22.3      17.6         0       0.0
GEO    19400814           21.0      16.5         0       0.0
GEO    19400815           24.3      18.4         0       0.0
GEO    19400816           23.5      18.8         0       0.0
GEO    19400817           22.8      18.2         0       0.0
GEO    19400818           24.8      18.8         0       0.0
GEO    19400819           27.2      20.9         0       2.1
GEO    19400820           21.5      15.2         0       0.0
GEO    19400821           19.3      15.6         0       5.4
GEO    19400822           16.4      12.1         0       0.9
GEO    19400823           19.5      14.4         0       1.4
GEO    19400824           16.7      12.5         0       0.0
GEO    19400825           17.4      13.4         0       0.0
GEO    19400826           21.6      14.9         0       0.0
GEO    19400827           27.2      19.0         0       0.0
GEO    19400828           18.6      17.0         0       1.1
GEO    19400829           24.2      17.7         0       0.0
GEO    19400830           19.1      14.9         0       0.0
GEO    19400831           21.0      14.7         0       0.0
GEO    19400901           21.0      16.1         0       0.0
GEO    19400902           21.8      16.8         0       0.0
GEO    19400903           25.6      17.8         0       0.0
GEO    19400904           23.3      17.7         0       0.0
GEO    19400905           23.0      17.6         0       0.0
GEO    19400906           23.0      18.0         0       0.0
GEO    19400907           24.3      18.4         0       0.0
GEO    19400908           27.0      17.5         0       8.0
GEO    19400909           18.1      13.2         0      20.2
GEO    19400910           12.4       9.5         0       4.1
GEO    19400911           16.0      12.2         0       3.9
GEO    19400912           15.4      11.0         0       0.0
GEO    19400913           19.0      12.9         0       8.5
GEO    19400914           14.7      13.6         0      14.5
GEO    19400915           18.2      15.3         0      16.1
GEO    19400916           20.0      16.0         0       0.0
GEO    19400917           24.0      17.2         0       0.0
GEO    19400918           24.0      18.6         0       0.0
GEO    19400919           22.0      16.8         0      17.4
GEO    19400920           24.4      19.9         0       0.3
GEO    19400921           25.3      21.5         0       0.0
GEO    19400922           26.7      20.1         0       0.0
