 

stn    time           tre200dx  tre200d0  hns000d0  rre150d0
GEO    19440430           16.1      11.7         0       0.0
GEO    19440501           18.6      13.7         0       0.0
GEO    19440502           23.6      16.6         0       0.0
GEO    19440503           23.7      18.3         0       0.0
GEO    19440504           21.1      16.6         0       0.5
GEO    19440505           20.2      16.2         0       0.7
GEO    19440506           16.2      12.0         0       0.1
GEO    19440507           12.4       9.5         0       0.0
GEO    19440508           13.8       9.8         0       0.0
GEO    19440509           15.2      11.7         0       0.0
GEO    19440510           21.4      14.5         0       0.0
GEO    19440511           19.8      13.9         0       0.0
GEO    19440512           19.6      15.0         0       0.0
GEO    19440513           25.4      17.2         0       0.1
GEO    19440514           21.0      15.1         0       0.7
GEO    19440515           17.0      12.0         0       0.0
GEO    19440516           14.3       9.9         0       0.0
GEO    19440517           17.1      11.1         0       0.0
GEO    19440518           19.6      13.4         0       8.0
GEO    19440519           12.2       9.1         0      13.7
GEO    19440520           18.8      13.1         0       6.6
GEO    19440521           18.2      13.9         0       0.8
GEO    19440522           13.0      10.2         0       0.0
GEO    19440523           14.2      10.5         0       0.0
GEO    19440524           16.5      12.7         0       0.0
GEO    19440525           21.7      14.8         0       0.0
GEO    19440526           22.0      16.5         0       0.0
GEO    19440527           26.9      21.5         0       0.0
GEO    19440528           27.2      21.8         0       0.0
GEO    19440529           27.2      23.0         0       0.0
GEO    19440530           28.6      21.7         0       0.2
GEO    19440531           28.1      20.4         0       0.0
GEO    19440601           26.8      19.1         0       5.2
GEO    19440602           23.9      19.9         0       0.0
GEO    19440603           21.5      17.7         0       0.0
GEO    19440604           23.2      19.2         0       0.0
GEO    19440605           26.7      18.0         0       9.5
GEO    19440606           16.7      13.1         0       0.0
GEO    19440607           16.4      12.7         0       0.0
GEO    19440608           20.0      14.9         0       0.0
GEO    19440609           23.9      17.2         0       3.5
GEO    19440610           18.8      13.8         0      12.2
GEO    19440611           19.8      15.3         0       0.0
GEO    19440612           21.4      17.2         0       0.0
GEO    19440613           27.2      21.1         0       0.0
GEO    19440614           24.5      19.7         0       0.0
GEO    19440615           20.2      16.0         0       0.0
GEO    19440616           23.8      15.6         0       2.5
GEO    19440617           18.2      12.2         0       1.8
GEO    19440618           16.2      13.2         0       0.5
GEO    19440619           18.4      15.2         0       0.2
GEO    19440620           22.6      18.6         0       0.0
GEO    19440621           23.3      19.2         0       0.0
GEO    19440622           23.2      19.3         0       0.5
GEO    19440623           26.0      20.0         0       0.0
GEO    19440624           22.0      17.5         0       0.0
GEO    19440625           26.3      20.1         0       0.0
GEO    19440626           23.4      19.7         0       0.4
GEO    19440627           21.2      16.7         0       5.0
GEO    19440628           25.8      18.8         0       1.4
GEO    19440629           28.8      20.9         0       5.0
GEO    19440630           23.4      20.3         0       0.0
GEO    19440701           27.5      20.0         0       0.0
GEO    19440702           26.5      21.3         0       0.0
GEO    19440703           23.2      18.3         0      30.2
GEO    19440704           19.4      14.8         0       2.5
GEO    19440705           20.7      16.8         0       0.0
GEO    19440706           23.1      19.6         0       0.0
GEO    19440707           29.4      22.2         0       0.0
GEO    19440708           24.3      20.8         0      15.2
GEO    19440709           20.6      16.9         0       0.1
GEO    19440710           22.5      18.1         0       0.0
GEO    19440711           19.7      15.9         0       0.2
GEO    19440712           19.8      16.5         0       0.0
GEO    19440713           21.7      18.1         0       0.0
GEO    19440714           26.0      20.2         0       0.0
GEO    19440715           27.6      22.2         0       0.0
GEO    19440716           26.2      22.3         0       0.0
GEO    19440717           26.6      21.8         0       0.0
GEO    19440718           29.6      23.3         0       0.0
GEO    19440719           26.7      22.5         0       0.0
GEO    19440720           30.5      23.2         0       0.1
GEO    19440721           24.0      18.1         0      38.3
GEO    19440722           20.2      15.0         0       5.5
GEO    19440723           20.2      18.0         0       0.0
GEO    19440724           22.5      19.5         0       0.0
GEO    19440725           26.6      20.2         0       0.0
GEO    19440726           27.4      23.6         0       1.4
GEO    19440727           27.4      22.3         0       0.0
GEO    19440728           25.4      20.8         0       0.0
GEO    19440729           25.3      19.7         0       0.0
GEO    19440730           25.2      19.5         0       0.0
GEO    19440731           23.0      19.7         0       0.0
GEO    19440801           24.2      20.2         0       0.0
GEO    19440802           24.7      20.7         0       0.0
GEO    19440803           24.4      19.8         0       0.1
GEO    19440804           24.5      20.0         0       0.0
GEO    19440805           23.5      20.0         0       0.0
GEO    19440806           24.3      19.1         0       0.8
GEO    19440807           26.0      20.7         0       0.0
GEO    19440808           25.5      21.0         0       2.5
GEO    19440809           21.2      18.8         0       4.2
GEO    19440810           26.3      21.8         0       0.0
GEO    19440811           28.4      23.5         0       0.0
GEO    19440812           31.6      24.5         0       0.0
GEO    19440813           30.7      25.3         0       0.0
GEO    19440814           30.4      25.2         0       0.0
GEO    19440815           30.4      25.0         0       0.0
GEO    19440816           29.6      23.3         0       0.0
GEO    19440817           26.5      22.5         0       0.0
GEO    19440818           27.7      22.7         0       0.0
GEO    19440819           32.2      23.5         0       0.0
GEO    19440820           30.2      24.5         0       0.0
GEO    19440821           30.8      24.3         0       0.0
GEO    19440822           30.9      25.0         0       0.0
GEO    19440823           34.3      27.8         0       0.0
GEO    19440824           31.4      26.3         0       0.0
GEO    19440825           27.2      24.0         0       8.2
GEO    19440826           26.0      20.4         0       2.7
GEO    19440827           30.6      23.3         0       0.0
GEO    19440828           30.1      22.2         0       3.7
GEO    19440829           29.8      22.4         0      13.0
GEO    19440830           31.0      26.1         0       3.4
GEO    19440831           27.2      21.2         0       5.2
GEO    19440901           21.7      19.8         0      27.2
GEO    19440902           21.0      15.5         0      28.8
GEO    19440903           18.8      15.3         0       0.8
GEO    19440904           20.8      16.0         0       0.0
GEO    19440905           24.0      19.4         0       0.0
GEO    19440906           25.5      21.0         0       0.0
GEO    19440907           20.2      13.8         0      12.7
GEO    19440908           19.0      13.7         0       2.0
GEO    19440909           18.1      13.5         0       0.1
GEO    19440910           15.6      13.6         0       0.0
GEO    19440911           16.5      14.6         0       0.0
GEO    19440912           18.8      15.7         0       0.0
GEO    19440913           16.4      15.2         0      14.1
GEO    19440914           21.8      17.8         0       0.6
GEO    19440915           22.1      17.9         0       0.0
GEO    19440916           23.0      18.0         0       0.0
GEO    19440917           18.6      16.2         0       4.7
GEO    19440918           18.5      15.9         0       2.7
GEO    19440919           20.5      16.8         0      12.7
GEO    19440920           18.3      15.9         0       7.6
GEO    19440921           18.6      15.1         0       0.0
GEO    19440922           20.2      15.6         0       0.3
GEO    19440923           17.0      16.3         0       5.1
GEO    19440924           20.8      14.6         0       6.3
GEO    19440925           14.1      10.4         0       0.0
GEO    19440926           17.4      12.7         0       5.7
GEO    19440927           14.7      11.7         0       0.2
GEO    19440928           13.0      10.8         0       4.2
GEO    19440929           14.6      10.8         0       0.0
GEO    19440930           14.8       9.7         0       0.0
GEO    19441001           16.6       9.9         0       4.5
GEO    19441002           11.4       8.1         0       0.0
GEO    19441003           12.3       7.7         0       0.0
GEO    19441004           13.8       8.9         0       1.0
GEO    19441005           10.0       8.6         0       0.8
GEO    19441006           10.6       9.7         0       3.5
GEO    19441007           13.1       9.3         0       6.4
GEO    19441008           13.4       9.9         0       0.5
GEO    19441009           11.2      10.7         0       1.9
GEO    19441010           11.2       9.3         0       2.2
GEO    19441011           15.6      10.8         0       0.0
GEO    19441012           13.0      10.0         0      12.7
GEO    19441013           12.4      10.1         0       1.3
GEO    19441014           14.0       9.6         0       1.3
GEO    19441015           13.8      11.6         0       6.6
GEO    19441016           15.4      14.0         0      14.7
GEO    19441017           15.5      11.6         0       0.0
GEO    19441018           17.6      13.5         0       9.0
GEO    19441019           13.3       9.1         0      10.5
GEO    19441020           12.3       8.6         0       3.7
GEO    19441021           11.9      10.0         0       0.7
GEO    19441022           11.5       9.1         0       2.2
GEO    19441023           13.2       9.6         0       2.0
GEO    19441024            9.5       4.7         0      21.8
GEO    19441025            8.4       6.6         0       0.0
GEO    19441026           11.4       9.5         0       0.0
GEO    19441027           11.4       9.1         0       0.0
GEO    19441028           10.8       5.2         0       0.0
GEO    19441029            7.0       4.8         0       0.0
GEO    19441030            9.3       6.6         0       0.0
GEO    19441031           11.5       6.4         0       0.0
GEO    19441101            6.6       4.9         0      17.0
GEO    19441102            8.6       7.6         0       3.8
GEO    19441103            9.8       6.7         0       0.0
GEO    19441104           10.8       4.6         0       0.0
GEO    19441105           10.9       5.7         0       0.0
GEO    19441106           12.0       9.7         0       0.6
GEO    19441107           12.2      10.6         0      31.5
GEO    19441108           13.2      12.5         0      14.4
GEO    19441109           13.2       5.0         1       2.6
GEO    19441110            3.0       1.6         0       0.9
GEO    19441111            5.2       1.9         0       0.0
GEO    19441112            4.4       1.0         3       2.2
GEO    19441113            4.7       2.8         0      10.7
GEO    19441114            6.2       5.3         0      11.8
GEO    19441115            6.2       3.8         0      10.4
GEO    19441116            7.4       3.5         0       2.8
GEO    19441117            5.2       2.2         0       0.0
GEO    19441118           12.2       4.1         0       0.0
GEO    19441119           11.4       5.8         0       0.2
GEO    19441120           16.4      12.9         0       6.4
GEO    19441121           12.7       4.3         0       0.0
GEO    19441122            5.0       3.7         0      22.1
GEO    19441123           13.9      12.9         0      13.8
GEO    19441124           13.0      11.2         0       9.2
GEO    19441125           12.7       9.7         0       3.0
GEO    19441126            9.4       5.0         0       0.0
GEO    19441127            4.4       2.0         0       0.0
GEO    19441128            3.5       0.7         0       0.0
GEO    19441129            4.5       2.3         0       1.2
GEO    19441130            7.2       5.9         0       0.0
GEO    19441201            6.3       2.5         0       0.0
GEO    19441202            5.3       3.3         0       0.1
GEO    19441203            8.3       5.4         0       4.0
GEO    19441204           10.8       9.4         0       6.8
GEO    19441205            9.9       6.2         0       2.9
GEO    19441206            8.0       6.1         0       0.7
GEO    19441207            8.7       6.7         0      30.5
GEO    19441208           11.2       4.4         4       8.6
GEO    19441209            4.0       1.4         2       2.0
GEO    19441210            4.6       0.9         1       1.3
GEO    19441211            8.8       5.7         0      10.0
GEO    19441212            8.6       4.5         0       0.0
GEO    19441213            4.4       2.9         0       0.3
GEO    19441214            3.4       1.0         0       0.0
GEO    19441215            1.8      -1.2         0       0.0
GEO    19441216            4.6       1.5         0       0.0
GEO    19441217            4.6       1.9         0       0.0
GEO    19441218            3.5       3.6         0       7.0
GEO    19441219            6.0       3.7         0       0.0
GEO    19441220            4.2       1.0         0       0.0
GEO    19441221            2.4       0.9         0       0.0
GEO    19441222            2.0       0.1         0       0.0
GEO    19441223            0.7      -3.2         0       0.0
GEO    19441224           -1.0      -3.9         0       0.0
GEO    19441225           -1.7      -4.1         0       0.0
GEO    19441226           -1.4      -2.9         0       0.0
GEO    19441227           -1.8      -4.2         0       0.0
GEO    19441228           -1.2      -4.4         0       0.0
GEO    19441229           -0.8      -1.5         0       0.0
GEO    19441230           -0.2      -1.9         0       0.0
GEO    19441231           -0.4      -2.4         1       0.7
GEO    19450101           -0.6      -2.8         0       0.0
GEO    19450102           -1.3      -3.2         0       0.0
GEO    19450103           -2.2      -6.5         0       0.0
GEO    19450104            0.0      -3.5         8       5.0
GEO    19450105            0.8       0.0         0       0.0
GEO    19450106            0.6      -0.7         0       0.0
GEO    19450107           -0.2      -3.2         1       0.7
GEO    19450108            0.3      -2.0         1       0.7
GEO    19450109           -0.5      -3.3         0       0.0
GEO    19450110           -2.0      -5.5         0       0.0
GEO    19450111           -3.3      -7.0         0       0.0
GEO    19450112           -5.2      -7.3         0       0.0
GEO    19450113           -4.3      -5.6         0       0.0
GEO    19450114           -2.1      -3.2         0       0.0
GEO    19450115           -2.1      -4.3         0       0.0
GEO    19450116           -3.2      -4.9         0       0.0
GEO    19450117           -4.6      -6.6         0       0.0
GEO    19450118            0.2      -2.4         0       4.2
GEO    19450119            6.3       1.3         1       0.5
GEO    19450120            1.2      -1.9         6       6.0
GEO    19450121            1.7      -1.5         3       1.7
GEO    19450122            0.8      -5.6         0       0.0
GEO    19450123            3.0      -1.5         0       4.2
GEO    19450124            5.5       3.0         0       0.0
GEO    19450125            6.0       2.7         0       8.5
GEO    19450126            2.0      -2.3         0       0.1
GEO    19450127            1.0      -1.2         0       0.0
GEO    19450128            0.5      -5.2         0       0.0
GEO    19450129           -3.6      -6.0         0       0.0
GEO    19450130           -1.3      -4.2         3       4.0
GEO    19450131            6.0       3.3         0       4.5
GEO    19450201            9.0       3.2         0       0.0
GEO    19450202            8.5       4.1         0       1.5
GEO    19450203            8.5       5.2         0       0.0
GEO    19450204            4.3       2.2         0       9.7
GEO    19450205            6.2       5.0         0       8.0
GEO    19450206            9.8       5.3         0       6.7
GEO    19450207           10.2       6.2         0       1.1
GEO    19450208            7.7       6.6         0       8.5
GEO    19450209            8.0       5.4         0       0.0
GEO    19450210            8.2       4.5         0       3.0
GEO    19450211            5.5       5.3         0      27.5
GEO    19450212           12.2       9.3         0       0.2
GEO    19450213            8.0       4.3         0       0.0
GEO    19450214            9.9       5.2         0       0.0
GEO    19450215            7.1       3.3         0       0.0
GEO    19450216            5.4       1.0         0       0.0
GEO    19450217            5.3       0.8         0       0.0
GEO    19450218            7.5       3.3         0       0.0
GEO    19450219            7.0       5.4         0       0.0
GEO    19450220           10.2       6.0         0       4.5
GEO    19450221            7.8       4.6         0       0.0
GEO    19450222            5.3       3.5         0       0.0
GEO    19450223            6.7       2.6         0       0.0
GEO    19450224            9.6       4.6         0       0.0
GEO    19450225            8.2       3.3         0       0.0
GEO    19450226           10.2       4.8         0       0.0
GEO    19450227           13.1       6.2         0       0.0
GEO    19450228            9.4       4.7         0       0.0
GEO    19450301            8.0       5.4         0       0.0
GEO    19450302            8.4       4.3         0       0.0
GEO    19450303            4.6       2.2         0       0.0
GEO    19450304            5.2       2.2         0       0.2
GEO    19450305            5.4       2.9         0       0.0
GEO    19450306            5.6       3.1         0       0.0
GEO    19450307            6.8       4.5         0       0.2
GEO    19450308           10.0       5.4         0       0.0
GEO    19450309            6.7       4.7         0       0.0
GEO    19450310            8.2       4.3         0       0.0
GEO    19450311           10.4       5.4         0       0.0
GEO    19450312           10.3       5.8         0       0.0
GEO    19450313            9.0       4.1         0       0.0
GEO    19450314           10.2       5.3         0       0.0
GEO    19450315           12.4       7.2         0       0.0
GEO    19450316           18.0       9.7         0       0.0
GEO    19450317           12.3       7.2         0       0.0
GEO    19450318           12.6       6.9         0       0.0
GEO    19450319           13.6       6.9         0       0.0
GEO    19450320           20.0      12.5         0       0.0
GEO    19450321           20.8      11.3         0       0.0
GEO    19450322           16.5      10.2         0       0.0
GEO    19450323           17.2      11.5         0       0.0
GEO    19450324           15.7       9.9         0       0.0
GEO    19450325           17.4      11.7         0       0.0
GEO    19450326           16.2      10.3         0       4.5
GEO    19450327           10.0       7.9         0       7.5
GEO    19450328           11.1       8.7         0       0.5
GEO    19450329           12.6       9.9         0       5.2
GEO    19450330           17.0      12.5         0       0.1
GEO    19450331           13.8       9.3         0       0.0
GEO    19450401           19.5      13.1         0       0.0
GEO    19450402           22.8      17.7         0       2.0
GEO    19450403           19.1      10.5         0       4.0
GEO    19450404           15.5       9.4         0       0.0
GEO    19450405           18.6      13.1         0       0.0
GEO    19450406           15.2      10.6         0       0.0
GEO    19450407           11.2       7.6         0       0.0
GEO    19450408           10.6       7.7         0       0.0
GEO    19450409           14.0       9.2         0       0.0
GEO    19450410           14.0       9.3         0       0.0
GEO    19450411           20.9      14.9         0       0.2
GEO    19450412           21.5      15.5         0       2.0
GEO    19450413           17.0      13.1         0       0.5
GEO    19450414           19.0      14.1         0       0.0
GEO    19450415           19.5      14.6         0       0.0
GEO    19450416           20.2      15.3         0       0.0
GEO    19450417           25.5      17.4         0       0.0
GEO    19450418           21.3      16.7         0       0.0
GEO    19450419           22.1      16.8         0       0.0
GEO    19450420           21.4      15.6         0       0.0
GEO    19450421           20.0      15.8         0       2.0
GEO    19450422           15.6      10.1         0       0.0
GEO    19450423           14.2      10.0         0       0.0
GEO    19450424           15.0      10.7         0       0.1
GEO    19450425           18.1      13.7         0       3.0
GEO    19450426           17.6      13.0         0       0.2
GEO    19450427           15.2      11.2         0       7.5
GEO    19450428           11.8       7.0         0       0.0
GEO    19450429           10.0       6.8         0       2.0
GEO    19450430           10.5       4.9         0       0.0
GEO    19450501            7.6       2.9         0       0.3
GEO    19450502            8.8       4.9         0       0.3
GEO    19450503           12.1       6.6         0       5.7
GEO    19450504           12.2       8.1         0      13.3
GEO    19450505           17.8      13.7         0       0.8
GEO    19450506           21.7      14.5         0       0.0
GEO    19450507           21.5      15.4         0       0.0
GEO    19450508           22.8      17.2         0       0.0
GEO    19450509           24.5      19.1         0       0.0
GEO    19450510           28.3      20.2         0       0.0
GEO    19450511           29.0      20.4         0       0.0
GEO    19450512           25.4      20.6         0       0.0
GEO    19450513           30.0      22.9         0       0.0
GEO    19450514           26.2      21.2         0       0.0
GEO    19450515           25.2      21.3         0       0.0
GEO    19450516           27.3      22.6         0       0.0
GEO    19450517           29.3      21.2         0       0.0
GEO    19450518           28.3      22.1         0       0.0
GEO    19450519           28.3      20.6         0      10.3
GEO    19450520           23.2      19.8         0       0.0
GEO    19450521           21.3      13.9         0      12.0
GEO    19450522           18.2      13.0         0       1.0
GEO    19450523           15.8      12.4         0       6.5
GEO    19450524           15.8      12.9         0       0.0
GEO    19450525           18.5      13.9         0       1.0
GEO    19450526           20.2      15.2         0       0.0
GEO    19450527           23.8      19.1         0       0.0
GEO    19450528           26.0      18.4         0       0.0
GEO    19450529           18.8      14.4         0      11.5
GEO    19450530           16.3      11.5         0      20.0
GEO    19450531           16.9      13.3         0       0.0
GEO    19450601           20.3      15.7         0       0.0
GEO    19450602           22.0      17.4         0       0.0
GEO    19450603           25.2      19.4         0       0.0
GEO    19450604           26.6      21.0         0       0.0
GEO    19450605           29.0      23.4         0       0.0
GEO    19450606           29.8      23.7         0       0.0
GEO    19450607           30.6      24.5         0       0.0
GEO    19450608           27.2      22.1         0       0.1
GEO    19450609           19.5      16.1         0       0.0
GEO    19450610           22.8      18.4         0       0.0
GEO    19450611           26.4      20.5         0       0.0
GEO    19450612           26.8      21.6         0       0.0
GEO    19450613           20.5      15.6         0       0.0
GEO    19450614           22.2      17.1         0       0.0
GEO    19450615           24.2      18.7         0       0.0
GEO    19450616           23.2      18.7         0       0.0
GEO    19450617           24.0      19.9         0       0.0
GEO    19450618           25.4      21.2         0       0.0
GEO    19450619           30.3      22.9         0       0.7
GEO    19450620           26.0      19.8         0       0.0
GEO    19450621           28.5      19.5         0      18.0
GEO    19450622           28.5      22.5         0       0.0
GEO    19450623           27.8      24.2         0       0.0
GEO    19450624           27.7      23.8         0      10.0
GEO    19450625           27.7      23.9         0       0.0
GEO    19450626           31.2      23.3         0       7.5
GEO    19450627           23.5      18.5         0       0.0
GEO    19450628           23.8      20.4         0       0.0
GEO    19450629           23.4      19.5         0       0.0
GEO    19450630           26.9      20.8         0       0.0
GEO    19450701           23.7      19.7         0       0.0
GEO    19450702           19.4      15.0         0       1.2
GEO    19450703           17.9      14.6         0       0.0
GEO    19450704           21.8      16.6         0       0.0
GEO    19450705           22.0      18.0         0       0.0
GEO    19450706           29.6      22.3         0       0.0
GEO    19450707           30.0      21.7         0       0.0
GEO    19450708           26.4      21.9         0       0.0
GEO    19450709           25.5      22.5         0       6.5
GEO    19450710           22.2      17.5         0       4.5
GEO    19450711           23.4      18.6         0       0.0
GEO    19450712           23.9      20.0         0       0.0
GEO    19450713           24.8      22.6         0       0.0
GEO    19450714           29.0      24.5         0       0.0
GEO    19450715           30.5      25.1         0       0.0
GEO    19450716           25.0      20.6         0       0.0
GEO    19450717           26.2      21.4         0       0.0
GEO    19450718           27.2      22.5         0       0.0
GEO    19450719           34.8      27.2         0       0.0
GEO    19450720           29.0      23.5         0       0.0
GEO    19450721           29.0      23.3         0       0.0
GEO    19450722           35.6      28.2         0       0.0
GEO    19450723           29.2      23.5         0       0.0
GEO    19450724           30.0      24.5         0       0.0
GEO    19450725           30.8      25.7         0       0.0
GEO    19450726           35.0      26.6         0       3.5
GEO    19450727           29.5      21.2         0      16.0
GEO    19450728           26.6      21.3         0       4.0
GEO    19450729           24.6      20.9         0       0.0
GEO    19450730           26.4      22.0         0       0.0
GEO    19450731           26.6      21.2         0       0.0
GEO    19450801           23.5      19.5         0       0.0
GEO    19450802           24.0      19.7         0       0.0
GEO    19450803           25.5      20.3         0       0.0
GEO    19450804           29.0      22.0         0       0.0
GEO    19450805           27.0      21.7         0       0.0
GEO    19450806           30.0      23.7         0       0.1
GEO    19450807           22.6      15.9         0      63.0
GEO    19450808           16.4      14.9         0       0.1
GEO    19450809           17.2      13.1         0      18.5
GEO    19450810           17.4      15.2         0       0.0
GEO    19450811           25.4      18.7         0       0.0
GEO    19450812           23.4      19.7         0       0.0
GEO    19450813           24.5      20.4         0       0.5
GEO    19450814           24.7      19.7         0       1.0
GEO    19450815           26.2      21.5         0       0.0
GEO    19450816           25.0      19.9         0       0.0
GEO    19450817           24.2      18.5         0       1.0
GEO    19450818           21.2      17.3         0      15.0
GEO    19450819           22.5      17.2         0       1.0
GEO    19450820           19.3      16.5         0       0.3
GEO    19450821           24.2      17.4         0       1.5
GEO    19450822           20.0      17.3         0      14.0
GEO    19450823           18.4      15.6         0       1.0
GEO    19450824           20.9      16.9         0       0.0
GEO    19450825           22.2      17.8         0       0.0
GEO    19450826           26.4      20.8         0       0.0
GEO    19450827           25.0      20.7         0       0.0
GEO    19450828           25.2      21.6         0       0.0
GEO    19450829           27.7      20.5         0       2.0
GEO    19450830           25.2      18.6         0      13.5
GEO    19450831           22.2      16.7         0       0.0
GEO    19450901           21.5      17.1         0       0.0
GEO    19450902           22.2      19.8         0       0.0
GEO    19450903           24.0      20.2         0       0.0
GEO    19450904           27.8      21.1         0       1.2
GEO    19450905           24.5      19.5         0       1.0
GEO    19450906           20.8      17.7         0       0.0
GEO    19450907           21.5      17.2         0       0.0
GEO    19450908           22.5      18.7         0       4.0
GEO    19450909           19.5      16.3         0       6.0
GEO    19450910           19.6      16.6         0       0.0
GEO    19450911           21.5      17.5         0       0.0
GEO    19450912           20.6      16.5         0       0.0
GEO    19450913           25.0      18.5         0       0.0
GEO    19450914           25.4      21.0         0       0.0
GEO    19450915           25.0      21.5         0       0.0
GEO    19450916           27.2      20.6         0       0.0
GEO    19450917           23.5      18.5         0       0.0
GEO    19450918           27.5      21.1         0       7.0
GEO    19450919           22.3      16.8         0       0.0
GEO    19450920           21.6      16.4         0       0.0
GEO    19450921           24.4      17.8         0       0.0
GEO    19450922           23.7      18.0         0       2.0
GEO    19450923           20.6      14.3         0      15.0
GEO    19450924           14.2      10.1         0       9.0
GEO    19450925           12.4       9.7         0       2.5
GEO    19450926           14.6      11.5         0       0.0
GEO    19450927           15.7      11.6         0       0.0
GEO    19450928           17.5      13.6         0       3.0
GEO    19450929           15.4      11.7         0       0.0
GEO    19450930           16.0      12.3         0       0.0
GEO    19451001           17.0      12.1         0       0.0
GEO    19451002           15.4      12.5         0       0.0
GEO    19451003           12.9       9.7         0       0.0
GEO    19451004           12.4       9.0         0       0.0
GEO    19451005           10.8       8.1         0       0.0
GEO    19451006           10.5       8.9         0       0.0
GEO    19451007           15.2      11.4         0       0.0
GEO    19451008           12.6       8.1         0       0.0
GEO    19451009           14.0       9.2         0       0.0
GEO    19451010           21.4      13.4         0       0.0
GEO    19451011           20.4      13.2         0       0.0
GEO    19451012           18.0      13.2         0       0.0
GEO    19451013           19.5      14.0         0       0.0
GEO    19451014           17.2      10.7         0       0.0
GEO    19451015           13.2      10.5         0       0.0
GEO    19451016           11.8      10.4         0       0.0
GEO    19451017           11.8       8.0         0       0.0
GEO    19451018            9.6       8.4         0       0.0
GEO    19451019           10.8       8.9         0       0.0
GEO    19451020           12.8       8.6         0       0.0
GEO    19451021           14.4       9.8         0       0.0
GEO    19451022           17.7      13.4         0      16.5
GEO    19451023           18.8      13.1         0       0.0
GEO    19451024           19.0      11.5         0      13.0
GEO    19451025           16.2      12.9         0       2.0
GEO    19451026           15.0      13.6         0       7.0
GEO    19451027           14.8       9.9         0       0.0
GEO    19451028           11.6       8.0         0       5.8
GEO    19451029           13.0      10.9         0       5.5
GEO    19451030           14.5      11.1         0       0.0
GEO    19451031           11.4       9.5         0       0.0
GEO    19451101           11.6      10.3         0       1.0
GEO    19451102           11.6      10.0         0       0.0
GEO    19451103           10.8      10.2         0       0.0
GEO    19451104           11.8      10.4         0       0.0
GEO    19451105           12.6       9.5         0       0.0
GEO    19451106           12.4      10.4         0       0.0
GEO    19451107           11.3       9.4         0       0.0
GEO    19451108           11.5       7.9         0       0.1
GEO    19451109           10.0       6.7         0       1.0
GEO    19451110            7.0       3.2         0       0.0
GEO    19451111            4.5       3.2         0       2.0
GEO    19451112            6.0       3.8         0       0.0
GEO    19451113            4.0       3.0         0       0.0
GEO    19451114            5.6       3.2         0       0.0
GEO    19451115            4.9       0.9         0       0.0
GEO    19451116            4.6       1.7         0       0.0
GEO    19451117            3.2       1.5         0       0.0
GEO    19451118            3.2       1.3         0       0.0
GEO    19451119            2.0       1.2         0       0.0
GEO    19451120            3.8       1.6         0       0.0
GEO    19451121            4.2       1.4         0       0.0
GEO    19451122            5.5       3.1         0       0.0
GEO    19451123            6.2       2.5         0       0.0
GEO    19451124            3.0       1.7         0       1.0
GEO    19451125            5.6       5.0         0       0.0
GEO    19451126            7.5       3.7         0       3.8
GEO    19451127            5.9       3.6         0       0.0
GEO    19451128            5.5       0.9         0       0.0
GEO    19451129            5.4      -0.6         0       0.0
GEO    19451130            0.6      -0.2         0       0.0
GEO    19451201            3.5       1.9         0       1.0
GEO    19451202            7.6       5.9         0       7.3
GEO    19451203           10.0       5.9         0       1.0
GEO    19451204            6.2       2.3         0       0.1
GEO    19451205            4.5       2.3         1       5.0
GEO    19451206            3.2       1.4         0       1.2
GEO    19451207            4.3       1.6         0       0.0
GEO    19451208            1.5      -3.3         0       0.0
GEO    19451209           -5.7      -7.2         0       0.0
GEO    19451210           -4.1      -5.1         0       0.0
GEO    19451211           -2.2      -3.8         0       0.0
GEO    19451212            3.5      -0.8         0       0.0
GEO    19451213            1.8      -1.1         0       0.0
GEO    19451214            6.0       0.6         0       0.0
GEO    19451215            3.0      -0.7         0       0.0
GEO    19451216            4.2       0.2         0       0.0
GEO    19451217            5.6       1.5         0       0.1
GEO    19451218           11.8       9.9         0      23.0
GEO    19451219           10.7       6.2         0       4.0
GEO    19451220            6.8       5.3         0       0.0
GEO    19451221            4.2       2.1         0       0.2
GEO    19451222           10.0       5.2         0       0.0
GEO    19451223            6.2       4.8         0       1.5
GEO    19451224            7.4       5.2         0       0.0
GEO    19451225            5.6       4.4         0       7.0
GEO    19451226            8.5       3.1         0       0.0
GEO    19451227           11.5       7.1         0       4.5
GEO    19451228           13.5       9.4         0       4.5
GEO    19451229            8.5       5.6         0      15.0
GEO    19451230            4.2       1.6         0       3.0
GEO    19451231            3.8       1.8         0       0.0
GEO    19460101            2.0      -0.8         0       0.0
GEO    19460102            1.8      -1.0         0       0.0
GEO    19460103           -1.6      -3.1         0       0.0
GEO    19460104           -3.0      -5.1         0       0.0
GEO    19460105           -1.6      -4.3         0       0.0
GEO    19460106           -1.0      -2.3         0       0.0
GEO    19460107           -2.5      -4.7         0       0.0
GEO    19460108           -4.2      -4.8         0       0.0
GEO    19460109            1.4      -1.2         0       2.0
GEO    19460110            9.8       7.6         0       5.2
GEO    19460111           11.3       5.9         0       0.0
GEO    19460112           10.4       6.4         0       5.0
GEO    19460113            8.5       4.7         0       0.1
GEO    19460114            3.4      -2.2         0       0.0
GEO    19460115           -3.0      -3.9         0       0.0
GEO    19460116           -3.2      -5.4         0       0.0
GEO    19460117           -4.3      -5.7         0       0.0
GEO    19460118           -1.2      -2.9         0       0.2
GEO    19460119            2.4      -0.1         0       0.1
