 

stn    time           nto002d0  tre200dx  tre200d0  rre150d0  hns000d0
ALT    19490226              1      11.3       3.1       0.0         -
ALT    19490227              0       9.6       6.1       9.9         -
ALT    19490228              0       2.3       1.6       2.0         -
ALT    19490301              0       6.0       1.4       6.6         -
ALT    19490302              0      -0.1      -2.1       2.1         -
ALT    19490303              0      -1.4      -3.7       2.7         -
ALT    19490304              0       0.5      -5.4       0.2         -
ALT    19490305              0      -0.7      -6.2       0.0         -
ALT    19490306              0      -1.5      -5.0       0.0         -
ALT    19490307              0       0.0      -3.2       0.0         -
ALT    19490308              0       5.4      -1.2       0.0         -
ALT    19490309              0       6.9       5.5       0.3         -
ALT    19490310              0       8.3       4.1       0.0         -
ALT    19490311              0       8.8       5.7       0.0         -
ALT    19490312              0      11.0       6.4       0.0         -
ALT    19490313              0      15.0       6.4       0.0         -
ALT    19490314              0      15.0       8.7       8.7         -
ALT    19490315              0      12.0       6.4       6.7         -
ALT    19490316              0       8.8       5.7      10.8         -
ALT    19490317              0      10.9       7.0       0.3         -
ALT    19490318              0       8.6       4.7      15.5         -
ALT    19490319              0       1.2       0.3       0.3         -
ALT    19490320              0       2.5      -1.3       0.0         -
ALT    19490321              0       5.0      -0.1       0.0         -
ALT    19490322              1       9.4       0.1       0.0         -
ALT    19490323              1      11.4       2.3       0.0         -
ALT    19490324              1      12.6       4.1       0.0         -
ALT    19490325              1      18.0       7.9       0.0         -
ALT    19490326              1      19.0       9.4       0.0         -
ALT    19490327              1      19.3       8.7       0.0         -
ALT    19490328              1      17.5       9.4       0.0         -
ALT    19490329              0      20.5      11.0       4.5         -
ALT    19490330              0      17.8      11.3       1.8         -
ALT    19490331              0      18.5      10.1       0.3         -
ALT    19490401              0      17.7       9.4       0.0         -
ALT    19490402              0      16.5      11.1       2.0         -
ALT    19490403              0      16.6      11.2       0.2         -
ALT    19490404              0      21.3      12.7       0.8         -
ALT    19490405              0      14.2      11.9       4.6         -
ALT    19490406              0      23.5      16.7       8.1         -
ALT    19490407              0      12.7       8.2      11.3         -
ALT    19490408              0       7.9       4.3      14.1         -
ALT    19490409              0       3.2       1.5       3.5         -
ALT    19490410              0      10.8       3.9       0.0         -
ALT    19490411              0      18.5       6.9       0.0         -
ALT    19490412              0      15.6      10.2       8.1         -
ALT    19490413              0      22.5      13.2       0.4         -
ALT    19490414              1      25.1      13.8       0.0         -
ALT    19490415              1      23.4      13.7       0.0         -
ALT    19490416              1      23.6      14.2       0.0         -
ALT    19490417              1      24.7      16.6       0.0         -
ALT    19490418              1      25.3      17.9       0.0         -
ALT    19490419              0      23.0      16.8       0.0         -
ALT    19490420              0      19.9      15.2       0.0         -
ALT    19490421              0      26.0      16.5       2.9         -
ALT    19490422              0      19.3      15.2       5.9         -
ALT    19490423              0      13.5      11.2       0.0         -
ALT    19490424              0      24.5      17.6       0.0         -
ALT    19490425              0      20.3      15.3       9.0         -
ALT    19490426              0       7.0       5.4      13.5         -
ALT    19490427              0       9.7       7.7       0.0         -
ALT    19490428              0      20.5      10.9       0.0         -
ALT    19490429              0      16.6      11.7      18.7         -
ALT    19490430              0      10.3       7.9       3.6         -
ALT    19490501              0       8.8       7.4       0.0         -
ALT    19490502              0      12.0       9.4       0.0         -
ALT    19490503              0      18.4      14.0       0.0         -
ALT    19490504              0      22.6      16.4       0.0         -
ALT    19490505              0      23.3      12.4       7.5         -
ALT    19490506              0      16.2      10.5       0.4         -
ALT    19490507              0      13.0      10.7       0.0         -
ALT    19490508              0      19.8      12.2       0.0         -
ALT    19490509              0      13.1       8.9       2.5         -
ALT    19490510              0       7.9       6.4       0.3         -
ALT    19490511              0       8.3       5.7       4.6         -
ALT    19490512              0       5.5       4.6      12.0         -
ALT    19490513              0      13.2       8.0       0.0         -
ALT    19490514              0      16.9      10.0       1.3         -
ALT    19490515              0      19.4      11.6       0.0         -
ALT    19490516              0      25.3      13.4       0.0         -
ALT    19490517              0      18.4      14.1       0.6         -
ALT    19490518              0      13.3      11.6       1.2         -
ALT    19490519              0      17.4      13.4       0.0         -
ALT    19490520              0      16.1      13.0       2.3         -
ALT    19490521              0      12.5      11.6      13.2         -
ALT    19490522              0      14.8      12.6       0.0         -
ALT    19490523              0      16.8      13.6       0.2         -
ALT    19490524              0      18.7      14.4       6.9         -
ALT    19490525              0      18.1      14.1       0.0         -
ALT    19490526              0      17.5      14.4       1.5         -
ALT    19490527              0      20.0      14.0       0.0         -
ALT    19490528              0      28.5      18.2       0.0         -
ALT    19490529              0      25.4      18.8       0.3         -
ALT    19490530              0      19.0      16.0       2.1         -
ALT    19490531              0      13.4      11.5      33.6         -
ALT    19490601              0      16.8      12.6      25.4         -
ALT    19490602              0      13.0      11.0       6.5         -
ALT    19490603              0      19.0      14.1       4.6         -
ALT    19490604              0      21.4      14.7       1.3         -
ALT    19490605              0      14.5      13.2       7.6         -
ALT    19490606              0      25.5      15.8       0.0         -
ALT    19490607              0      26.9      19.1       0.0         -
ALT    19490608              0      30.5      20.3       0.0         -
ALT    19490609              0      29.2      20.1       0.0         -
ALT    19490610              0      20.4      16.7      11.9         -
ALT    19490611              0      23.2      17.9      22.7         -
ALT    19490612              0      19.0      15.0       2.0         -
ALT    19490613              0      23.6      15.3       0.0         -
ALT    19490614              1      26.5      17.9       0.0         -
ALT    19490615              0      21.8      18.0      11.6         -
ALT    19490616              0      20.6      17.5       0.0         -
ALT    19490617              0      19.5      16.3       0.0         -
ALT    19490618              0      18.8      13.3       0.0         -
ALT    19490619              0      20.4      14.4       0.0         -
ALT    19490620              0      23.9      16.0       0.0         -
ALT    19490621              0      26.6      18.2       0.0         -
ALT    19490622              0      23.5      18.0       0.0         -
ALT    19490623              0      24.8      18.3       0.0         -
ALT    19490624              0      17.5      16.0       0.0         -
ALT    19490625              0      21.6      14.4       0.0         -
ALT    19490626              0      23.8      16.1       0.0         -
ALT    19490627              0      26.4      18.0       0.0         -
ALT    19490628              1      27.4      18.4       0.0         -
ALT    19490629              0      28.9      21.4       0.0         -
ALT    19490630              0      23.4      19.4       0.0         -
ALT    19490701              0      26.5      19.6       0.0         -
ALT    19490702              0      26.5      20.3       0.0         -
ALT    19490703              1      26.0      18.1       0.0         -
ALT    19490704              1      28.0      19.5       0.0         -
ALT    19490705              0      27.8      20.6       3.3         -
ALT    19490706              0      22.0      19.5       0.0         -
ALT    19490707              0      24.5      19.2       0.2         -
ALT    19490708              0      22.4      17.6       9.0         -
ALT    19490709              0      21.6      17.1       0.2         -
ALT    19490710              1      29.3      19.5       0.0         -
ALT    19490711              1      30.5      20.8       0.0         -
ALT    19490712              1      31.6      22.1       0.0         -
ALT    19490713              1      35.1      23.8       0.0         -
ALT    19490714              0      29.8      24.1       0.0         -
ALT    19490715              0      29.8      24.6       4.5         -
ALT    19490716              0      22.6      17.9      10.4         -
ALT    19490717              0      24.0      18.5      16.1         -
ALT    19490718              0      20.5      15.9      19.1         -
ALT    19490719              0      17.0      14.5      13.6         -
ALT    19490720              0      18.1      14.4       1.2         -
ALT    19490721              0      23.5      15.7       0.0         -
ALT    19490722              1      25.0      16.8       0.0         -
ALT    19490723              0      22.3      18.0       0.0         -
ALT    19490724              0      23.5      17.4       0.0         -
ALT    19490725              1      26.7      18.2       0.2         -
ALT    19490726              0      29.0      20.7       0.0         -
ALT    19490727              0      30.2      21.7       0.0         -
ALT    19490728              0      29.5      22.8       0.0         -
ALT    19490729              0      29.1      22.0       4.6         -
ALT    19490730              0      26.0      20.3       0.0         -
ALT    19490731              1      32.1      20.5       0.0         -
ALT    19490801              0      30.6      21.7       0.0         -
ALT    19490802              0      27.7      22.5       1.4         -
ALT    19490803              0      23.7      20.2       0.0         -
ALT    19490804              0      25.0      17.1       0.0         -
ALT    19490805              1      30.7      18.5       0.0         -
ALT    19490806              0      29.3      20.5       3.2         -
ALT    19490807              0      32.0      22.3       0.0         -
ALT    19490808              1      33.0      25.3       0.0         -
ALT    19490809              0      29.1      22.7      11.5         -
ALT    19490810              0      20.0      18.2       0.0         -
ALT    19490811              0      19.0      14.5      23.2         -
ALT    19490812              0      13.1      11.4      16.0         -
ALT    19490813              0      17.0      12.7       0.0         -
ALT    19490814              0      17.1      13.9       0.0         -
ALT    19490815              1      24.4      16.4       0.0         -
ALT    19490816              1      26.4      18.3       0.0         -
ALT    19490817              0      23.3      18.7       8.9         -
ALT    19490818              0      17.6      14.0       0.0         -
ALT    19490819              0      20.7      15.3       0.0         -
ALT    19490820              1      24.6      17.1       0.0         -
ALT    19490821              1      23.8      17.0       0.0         -
ALT    19490822              1      25.5      18.1       0.0         -
ALT    19490823              0      26.0      19.0      10.9         -
ALT    19490824              0      19.5      16.6      10.2         -
ALT    19490825              0      23.5      16.7       0.0         -
ALT    19490826              0      21.8      16.7       7.2         -
ALT    19490827              0      23.0      18.4       0.0         -
ALT    19490828              0      22.8      18.3       5.6         -
ALT    19490829              0      21.6      18.2      14.4         -
ALT    19490830              0      19.2      16.6       5.2         -
ALT    19490831              0      24.5      18.1       0.0         -
ALT    19490901              0      25.0      18.8       5.4         -
ALT    19490902              0      21.8      18.9       0.0         -
ALT    19490903              0      28.5      16.4       0.0         -
ALT    19490904              1      28.8      18.9       0.0         -
ALT    19490905              1      30.9      19.4       0.0         -
ALT    19490906              1      30.1      20.0       0.0         -
ALT    19490907              0      25.0      18.7      27.4         -
ALT    19490908              0      21.4      16.9       0.0         -
ALT    19490909              0      21.7      16.0       0.0         -
ALT    19490910              1      23.0      14.8       0.0         -
ALT    19490911              1      22.5      15.4       0.0         -
ALT    19490912              0      20.1      15.7       3.5         -
ALT    19490913              0      25.6      20.6       0.0         -
ALT    19490914              0      18.8      16.1       4.5         -
ALT    19490915              0      18.4      15.5       5.5         -
ALT    19490916              0      19.9      15.9       2.8         -
ALT    19490917              0      18.5      15.0       0.6         -
ALT    19490918              0      19.0      15.9       5.2         -
ALT    19490919              0      17.2      15.0      31.9         -
ALT    19490920              0      18.4      15.2       3.9         -
ALT    19490921              0      19.0      15.8       4.5         -
ALT    19490922              0      26.2      19.1       0.0         -
ALT    19490923              0      26.1      18.7       0.0         -
ALT    19490924              0      26.5      21.9       0.0         -
ALT    19490925              1      26.7      18.4       0.0         -
ALT    19490926              0      24.0      16.7       0.0         -
ALT    19490927              1      23.0      17.1       0.0         -
ALT    19490928              1      23.0      15.1       0.0         -
ALT    19490929              1      23.4      14.9       0.0         -
ALT    19490930              0      18.7      14.9       0.0         -
ALT    19491001              0      17.3      15.3       6.1         -
ALT    19491002              0      19.0      14.6       0.0         -
ALT    19491003              0      17.5      12.5       0.0         -
ALT    19491004              0      19.1      11.9       0.0         -
ALT    19491005              0      21.8      12.8       0.0         -
ALT    19491006              0      19.1      13.8       0.0         -
ALT    19491007              0      21.5      14.1       0.0         -
ALT    19491008              0      18.6      13.0       0.4         -
ALT    19491009              0      15.4      13.8       2.2         -
ALT    19491010              0      15.4      12.9       1.3         -
ALT    19491011              1      19.0      11.2       0.0         -
ALT    19491012              1      17.7      12.0       0.0         -
ALT    19491013              1      20.5      11.3       0.0         -
ALT    19491014              1      18.8      10.8       0.0         -
ALT    19491015              1      19.4      11.0       0.0         -
ALT    19491016              0      17.5      10.9       0.0         -
ALT    19491017              0      16.4      11.3       6.0         -
ALT    19491018              0      14.9      10.3       0.0         -
ALT    19491019              0      14.5       9.8       0.0         -
ALT    19491020              0      17.4      11.6       0.0         -
ALT    19491021              0      17.9      15.0       1.4         -
ALT    19491022              0      13.7      10.3       0.2         -
ALT    19491023              0      14.6       9.9       0.0         -
ALT    19491024              0      20.1      14.4       1.6         -
ALT    19491025              0      21.0      17.9       0.0         -
ALT    19491026              0      20.8      14.4      11.9         -
ALT    19491027              0       9.6       6.1       6.8         -
ALT    19491028              0       8.0       4.6       0.0         -
ALT    19491029              0       7.4       4.2       0.0         -
ALT    19491030              0       7.7       6.2       0.0         -
ALT    19491031              0       6.7       5.7       0.0         -
ALT    19491101              0       7.9       5.9       0.0         -
ALT    19491102              0       6.4       4.6       0.0         -
ALT    19491103              0       4.6       3.4       0.0         -
ALT    19491104              0       3.5       2.4       0.0         -
ALT    19491105              0       4.4       1.0       0.2         -
ALT    19491106              0       5.4       2.1       5.8         -
ALT    19491107              0       5.8       4.6       6.8         -
ALT    19491108              0       7.1       3.7      14.4         -
ALT    19491109              0       7.8       6.2       7.8         -
ALT    19491110              0      10.1       7.9       1.1         -
ALT    19491111              0       9.9       8.2       6.9         -
ALT    19491112              0      12.8       9.0       1.7         -
ALT    19491113              0       8.5       5.6       5.0         -
ALT    19491114              0       5.7       4.2       5.0         -
ALT    19491115              0       4.7       3.8       1.6         -
ALT    19491116              0       5.5       3.6       0.0         -
ALT    19491117              0       5.7       1.9       0.0         -
ALT    19491118              0      10.2       1.2       0.0         -
ALT    19491119              0      15.7      14.0       0.0         -
ALT    19491120              0      17.7      12.7       3.4         -
ALT    19491121              0      14.7       9.9       0.0         -
ALT    19491122              0      14.1       7.8       1.9         -
ALT    19491123              0       9.9       6.1       0.0         -
ALT    19491124              0       8.9       5.6       1.1         -
ALT    19491125              0       8.0       4.3       0.2         -
ALT    19491126              0       6.5       4.5      17.4         -
ALT    19491127              0       6.7       4.9       0.3         -
ALT    19491128              0       7.0       5.0       1.6         -
ALT    19491129              0       6.3       2.8       0.0         -
ALT    19491130              1       4.7       0.8       0.0         -
ALT    19491201              0       3.9       0.4       0.0         -
ALT    19491202              0       5.9       3.5       2.9         -
ALT    19491203              0       4.1       1.5       2.8         -
ALT    19491204              0       9.0       6.6       0.0         -
ALT    19491205              0       8.9       6.1       2.1         -
ALT    19491206              0       8.6       7.1       4.8         -
ALT    19491207              0      11.3       6.5       0.0         -
ALT    19491208              0      12.5       9.6       0.0         -
ALT    19491209              0       6.6       3.9       8.5         -
ALT    19491210              0       3.0       1.6       3.6         -
ALT    19491211              0       2.3       0.4       0.0         -
ALT    19491212              0       1.1      -0.6       0.0         -
ALT    19491213              1       2.0      -1.3       0.0         -
ALT    19491214              0      12.7       3.9       0.8         -
ALT    19491215              1      10.8       4.2       1.5         -
ALT    19491216              0       3.9       2.8       5.2         -
ALT    19491217              0       6.7       4.9      35.5         -
ALT    19491218              0       5.5       3.9       3.5         -
ALT    19491219              0       7.7       5.5       0.3         -
ALT    19491220              0       8.4       5.9       0.0         -
ALT    19491221              0       8.2       5.7       0.1         -
ALT    19491222              0       7.6       6.1       0.2         -
ALT    19491223              0       7.4       4.0       0.0         -
ALT    19491224              0       4.7       1.3       0.0         -
ALT    19491225              0       1.1      -1.7       0.0         -
ALT    19491226              0       4.3       1.7       0.0         -
ALT    19491227              0       7.1       3.1       0.0         -
ALT    19491228              0       4.8       3.0       0.0         -
ALT    19491229              0       4.8       1.4       0.0         -
ALT    19491230              0       2.3       1.1       0.0         -
ALT    19491231              0       2.3       1.4       0.0         -
ALT    19500101              0       2.2      -0.4       0.0         -
ALT    19500102              0       2.8       0.4      29.1         -
ALT    19500103              0       4.3       1.6      31.5         -
ALT    19500104              0       4.9       2.2      47.5         -
ALT    19500105              0       7.1       3.2       0.0         -
ALT    19500106              0       5.3       3.2       0.0         -
ALT    19500107              0       6.8       2.4       0.0         -
ALT    19500108              1       3.0       0.0       0.0         -
ALT    19500109              0       4.2       1.3       0.0         -
ALT    19500110              0       7.0       3.0       0.0         -
ALT    19500111              0       6.0       2.7       0.0         -
ALT    19500112              0       7.1       3.5       1.8         -
ALT    19500113              0       5.3       2.1       0.0         -
ALT    19500114              0       4.0       0.5       0.0         -
ALT    19500115              0       3.8       2.4       0.0         -
ALT    19500116              0       5.2       2.4      11.5         -
ALT    19500117              0       3.5       2.0       2.5         -
ALT    19500118              0       2.0       1.3       0.3         -
ALT    19500119              0      -1.0      -2.1       0.0         -
ALT    19500120              0      -1.3      -2.5       0.0         -
ALT    19500121              0       0.9      -2.3       0.0         -
ALT    19500122              0      -1.0      -2.3       0.0         -
ALT    19500123              0      -0.9      -3.4       0.0         -
ALT    19500124              0       3.0      -2.1       0.0         -
ALT    19500125              0       7.5       1.1       0.0         -
ALT    19500126              0       1.5      -1.0       0.0         -
ALT    19500127              0       2.7       0.0       0.0         -
ALT    19500128              0       2.7       0.0       0.4         -
ALT    19500129              0       0.0      -0.9       0.0         -
ALT    19500130              0       0.4      -2.7       0.0         -
ALT    19500131              0       3.9       0.4       0.0         -
ALT    19500201              0       2.4      -0.2       0.9         -
ALT    19500202              0       3.0       0.2       0.0         -
ALT    19500203              0       6.1       0.4       0.0         -
ALT    19500204              0      10.7       9.0       0.0         -
ALT    19500205              0      12.5      10.0       0.0         -
ALT    19500206              0      11.5       7.6       1.9         -
ALT    19500207              0       4.7       2.2       4.0         -
ALT    19500208              0       4.3       1.6      19.1         -
ALT    19500209              0       3.1       1.0      24.6         -
ALT    19500210              0       4.7       3.7      12.5         -
ALT    19500211              0       8.5       5.4       4.9         -
ALT    19500212              0       8.9       3.3       0.3         -
ALT    19500213              0      11.3       9.9       2.6         -
ALT    19500214              0       5.0       2.9       6.5         -
ALT    19500215              0       2.5       1.0       1.3         -
ALT    19500216              0       7.7       2.9       0.0         -
ALT    19500217              0       9.0       2.9       0.0         -
ALT    19500218              1       8.7       3.6       0.0         -
ALT    19500219              1      10.6       4.8       0.0         -
ALT    19500220              0      11.6       6.7       0.0         -
ALT    19500221              0       8.5       5.7      19.4         -
ALT    19500222              0       5.8       2.3       0.0         -
ALT    19500223              0       6.7       3.4       0.4         -
ALT    19500224              0       8.6       6.0       0.0         -
ALT    19500225              0      11.8       8.8       1.0         -
ALT    19500226              0       6.0       2.4      11.1         -
ALT    19500227              0       1.0      -0.5       0.0         -
ALT    19500228              0       0.5      -0.6       0.0         -
ALT    19500301              0       0.0      -1.4       0.0         -
ALT    19500302              0       0.7      -0.9       0.0         -
ALT    19500303              0       1.8      -0.8       0.0         -
ALT    19500304              0       5.5       2.5       0.0         -
ALT    19500305              0       9.5       2.5       0.0         -
ALT    19500306              0       9.6       2.3       0.0         -
ALT    19500307              1      14.0       3.7       0.0         -
ALT    19500308              1      17.8       5.8       0.0         -
ALT    19500309              1      17.0       6.7       0.0         -
ALT    19500310              0      10.2       5.3       9.8         -
ALT    19500311              0      10.6       3.7       0.0         -
ALT    19500312              0       6.3       4.2       0.0         -
ALT    19500313              0       7.8       5.2       0.0         -
ALT    19500314              0      13.8       5.2       0.0         -
ALT    19500315              1      16.7       6.2       0.0         -
ALT    19500316              0      14.8       9.3       0.0         -
ALT    19500317              0      17.7      10.6       0.0         -
ALT    19500318              1      18.0      13.7       0.0         -
ALT    19500319              0      15.5      11.7       1.8         -
ALT    19500320              0      11.6       9.3       4.9         -
ALT    19500321              0       9.6       7.4       2.9         -
ALT    19500322              0      16.8       8.3       0.0         -
ALT    19500323              0      13.0       8.4       0.0         -
ALT    19500324              0      11.0       8.5       5.3         -
ALT    19500325              0      13.8       7.9       0.2         -
ALT    19500326              0      11.5       6.0       0.0         -
ALT    19500327              1      15.5       5.4       0.0         -
ALT    19500328              1      19.0       9.5       0.0         -
ALT    19500329              0      14.8       8.4       6.2         -
ALT    19500330              0       6.1       3.9       2.7         -
ALT    19500331              0       7.4       5.5       0.0         -
ALT    19500401              0      11.6       7.5       0.0         -
ALT    19500402              0      11.0       7.2       4.9         -
ALT    19500403              0       7.5       5.8       1.4         -
ALT    19500404              0       7.5       5.1       0.3         -
ALT    19500405              0      12.2       6.9       0.0         -
ALT    19500406              0      13.3       7.1       0.0         -
ALT    19500407              1      17.3       7.9       0.0         -
ALT    19500408              1      22.0      11.2       0.0         -
ALT    19500409              0      21.5      12.5       1.3         -
ALT    19500410              0      11.8       8.5       1.5         -
ALT    19500411              0      10.4       6.8      17.5         -
ALT    19500412              0      12.4       9.0      14.7         -
ALT    19500413              0       9.0       7.4       4.9         -
ALT    19500414              0       8.7       5.3      29.5         -
ALT    19500415              0       5.7       4.0       5.7         -
ALT    19500416              0       6.7       4.7       0.2         -
ALT    19500417              0      13.0       6.2       0.0         -
ALT    19500418              0      14.7      11.4       0.0         -
ALT    19500419              0      12.7       9.7       0.0         -
ALT    19500420              0      18.4      11.1       0.0         -
ALT    19500421              0      14.4      10.1       2.8         -
ALT    19500422              0      21.0      10.6       5.5         -
ALT    19500423              0       9.4       7.4      23.5         -
ALT    19500424              0      12.8       7.2       7.7         -
ALT    19500425              0       5.5       2.8       0.8         -
ALT    19500426              0      12.0       4.3       0.0         -
ALT    19500427              0      11.9       5.5       0.5         -
ALT    19500428              0      14.0       8.1       0.0         -
ALT    19500429              0      16.4      10.2       0.0         -
ALT    19500430              1      23.3      13.4       0.0         -
ALT    19500501              1      24.7      15.0       0.0         -
ALT    19500502              0      23.4      14.4       5.9         -
ALT    19500503              0      12.8      10.0       7.4         -
ALT    19500504              0      16.0      10.0       3.5         -
ALT    19500505              0      12.8      10.6       0.4         -
ALT    19500506              0      18.3      12.1       0.3         -
ALT    19500507              0      12.5      10.6       9.7         -
ALT    19500508              0      19.7      11.0       0.0         -
ALT    19500509              1      24.5      14.2       0.0         -
ALT    19500510              0      18.7      13.3       4.8         -
ALT    19500511              0      20.3      13.3       0.0         -
ALT    19500512              1      24.0      13.0       0.0         -
ALT    19500513              1      23.5      15.0       0.0         -
ALT    19500514              0      22.2      15.5       0.0         -
ALT    19500515              1      23.5      15.3       0.0         -
ALT    19500516              0      23.7      15.6       0.0         -
ALT    19500517              0      23.5      16.5       0.0         -
ALT    19500518              0      18.9      14.6       7.3         -
ALT    19500519              0      23.8      15.0       0.0         -
ALT    19500520              0      28.2      20.9       0.0         -
ALT    19500521              0      29.6      26.0       0.0         -
ALT    19500522              0      29.9      22.1       0.0         -
ALT    19500523              0      26.1      18.0       2.1         -
ALT    19500524              0      23.7      17.4       0.0         -
ALT    19500525              0      30.5      20.9       7.4         -
ALT    19500526              0      13.5      12.1      30.8         -
ALT    19500527              0      17.7      12.7       1.9         -
ALT    19500528              0      13.4      11.1       3.6         -
ALT    19500529              0      22.6      14.0       0.0         -
ALT    19500530              0      24.1      16.9       0.0         -
ALT    19500531              0      22.9      17.0       4.0         -
ALT    19500601              0      18.2      15.7       0.9         -
ALT    19500602              0      19.5      17.0       0.0         -
ALT    19500603              0      25.6      17.9       0.0         -
ALT    19500604              0      27.3      18.3       0.0         -
ALT    19500605              0      28.3      19.5       0.0         -
ALT    19500606              1      29.4      20.2       0.0         -
ALT    19500607              1      28.9      20.4       0.0         -
ALT    19500608              0      29.8      19.3      14.5         -
ALT    19500609              0      25.3      18.8       7.7         -
ALT    19500610              0      26.6      19.9       0.0         -
ALT    19500611              0      30.3      19.8       0.0         -
ALT    19500612              0      24.7      19.7       1.0         -
ALT    19500613              0      24.6      18.3       2.8         -
ALT    19500614              0      28.5      16.0       2.2         -
ALT    19500615              0      24.7      17.8       5.9         -
ALT    19500616              0      22.5      17.3      14.8         -
ALT    19500617              0      18.5      15.1      14.6         -
ALT    19500618              0      20.4      16.6       1.2         -
ALT    19500619              0      25.3      17.6       4.4         -
ALT    19500620              0      29.7      23.0       0.0         -
ALT    19500621              0      22.8      17.0       9.9         -
ALT    19500622              0      22.0      16.7       0.0         -
ALT    19500623              0      19.8      16.7       1.3         -
ALT    19500624              0      20.7      16.1       0.4         -
ALT    19500625              0      21.9      16.3      26.5         -
ALT    19500626              0      22.1      15.8       0.7         -
ALT    19500627              0      26.3      18.4       0.0         -
ALT    19500628              0      30.2      20.8       0.0         -
ALT    19500629              1      31.0      23.5       0.0         -
ALT    19500630              1      36.3      24.0       0.0         -
ALT    19500701              0      29.2      23.8       3.3         -
ALT    19500702              0      33.2      22.6       0.0         -
ALT    19500703              0      30.2      22.2       1.9         -
ALT    19500704              0      34.3      24.1       0.0         -
ALT    19500705              0      25.7      20.6      20.5         -
ALT    19500706              0      22.9      18.5       1.8         -
ALT    19500707              0      21.8      19.8       0.1         -
ALT    19500708              0      27.0      19.9       0.0         -
ALT    19500709              1      32.0      20.6       0.0         -
ALT    19500710              0      22.5      19.4      16.3         -
ALT    19500711              0      23.5      20.2       0.0         -
ALT    19500712              0      24.5      18.9       1.2         -
ALT    19500713              0      27.8      19.1       7.5         -
ALT    19500714              0      25.3      18.9      21.3         -
ALT    19500715              0      21.4      16.6       0.0         -
ALT    19500716              1      26.8      18.4       0.0         -
ALT    19500717              0      21.3      19.2       0.0         -
ALT    19500718              0      26.0      20.2       0.0         -
ALT    19500719              0      26.6      20.8       0.0         -
ALT    19500720              0      25.0      20.8       0.0         -
ALT    19500721              0      30.1      22.3       4.4         -
ALT    19500722              0      30.2      21.2       4.0         -
ALT    19500723              0      22.5      19.2      25.4         -
ALT    19500724              0      22.0      20.1       0.0         -
ALT    19500725              1      28.0      19.7       0.0         -
ALT    19500726              0      25.0      19.7       3.0         -
ALT    19500727              0      27.0      19.5       8.0         -
ALT    19500728              0      26.5      19.2       7.9         -
ALT    19500729              0      21.0      18.2       2.2         -
ALT    19500730              0      24.2      18.7       0.0         -
ALT    19500731              0      26.9      20.2      14.3         -
ALT    19500801              0      26.9      18.8      13.5         -
ALT    19500802              0      20.5      16.8       8.5         -
ALT    19500803              0      18.6      14.1      11.1         -
ALT    19500804              0      18.5      11.9       9.2         -
ALT    19500805              0      23.7      15.0       0.4         -
ALT    19500806              1      24.0      16.3       0.0         -
ALT    19500807              0      26.2      19.2       3.7         -
ALT    19500808              0      25.5      19.1       0.0         -
ALT    19500809              1      25.0      19.9       0.0         -
ALT    19500810              0      26.7      21.2       6.0         -
ALT    19500811              0      19.4      17.9       3.0         -
ALT    19500812              0      18.5      17.2       4.2         -
ALT    19500813              0      22.4      18.4       0.0         -
ALT    19500814              0      23.0      18.7       0.0         -
ALT    19500815              0      23.0      17.9       0.8         -
ALT    19500816              0      22.3      17.8       9.3         -
ALT    19500817              0      20.2      16.3      10.1         -
ALT    19500818              0      16.0      14.4       0.6         -
ALT    19500819              0      18.8      15.3       0.0         -
ALT    19500820              1      24.5      16.4       0.0         -
ALT    19500821              1      26.9      17.9       0.0         -
ALT    19500822              0      27.3      20.0       0.0         -
ALT    19500823              0      29.3      21.4       0.0         -
ALT    19500824              0      26.6      20.4      26.7         -
ALT    19500825              0      23.3      19.5       3.2         -
ALT    19500826              0      27.3      20.6       0.1         -
ALT    19500827              0      25.4      19.4       0.0         -
ALT    19500828              0      30.0      24.2      17.5         -
ALT    19500829              0      18.4      16.7       0.2         -
ALT    19500830              0      23.3      17.0       0.0         -
ALT    19500831              0      20.9      16.4       8.8         -
ALT    19500901              0      15.4      14.1      37.4         -
ALT    19500902              0      19.4      15.9       0.5         -
ALT    19500903              0      16.7      13.9      14.5         -
ALT    19500904              0      13.9      12.4      10.1         -
ALT    19500905              0      21.9      14.6       0.4         -
ALT    19500906              0      16.8      15.1      12.6         -
ALT    19500907              0      21.9      15.9       5.9         -
ALT    19500908              0      17.5      16.0       3.6         -
ALT    19500909              0      21.5      15.9       0.7         -
ALT    19500910              1      24.3      17.6       0.0         -
ALT    19500911              1      23.0      17.0       0.0         -
ALT    19500912              0      23.5      19.0       0.0         -
ALT    19500913              0      23.6      16.9       0.0         -
ALT    19500914              0      24.0      18.2       2.0         -
ALT    19500915              0      19.7      15.2      21.1         -
ALT    19500916              0      14.9      11.0       0.2         -
ALT    19500917              0      15.5      11.6       0.0         -
ALT    19500918              0      17.3      14.3       0.0         -
ALT    19500919              0      15.0      12.7       5.6         -
ALT    19500920              0      17.0      13.9       2.1         -
ALT    19500921              0      15.4      10.2       4.2         -
ALT    19500922              0      13.9      10.1       0.1         -
ALT    19500923              0      15.0      10.8       0.0         -
ALT    19500924              0      20.6      11.2       0.0         -
ALT    19500925              0      22.5      16.9       0.3         -
ALT    19500926              0      18.0      12.4       3.4         -
ALT    19500927              0      14.5      12.1       0.2         -
ALT    19500928              0      16.1      10.3       0.0         -
