 

stn    time           nto002d0  tre200dx  tre200d0  rre150d0  hns000d0
ALT    19800107              0       2.2       1.1       4.1         0
ALT    19800108              1       1.9      -0.8       0.0         0
ALT    19800109              0      -0.4      -3.1       0.3         2
ALT    19800110              0       0.2      -0.9       1.8         2
ALT    19800111              0      -1.4      -1.8       0.1         0
ALT    19800112              0      -3.1      -4.2       0.0         0
ALT    19800113              0      -2.6      -3.9       0.0         0
ALT    19800114              0      -1.8      -4.5       0.0         0
ALT    19800115              0      -1.2      -1.8       0.0         0
ALT    19800116              0      -2.8      -3.8       0.0         0
ALT    19800117              0      -2.7      -3.7       0.0         0
ALT    19800118              0      -1.4      -4.5       0.0         0
ALT    19800119              0      -1.5      -3.2       0.0         0
ALT    19800120              0      -1.7      -3.4       0.0         0
ALT    19800121              0       8.2       0.2       0.0         0
ALT    19800122              0       9.4       5.1       5.2         0
ALT    19800123              0       6.7       2.6       2.9         0
ALT    19800124              0       8.2       5.4      31.3         2
ALT    19800125              0       3.7       2.0       0.9         0
ALT    19800126              0       3.0       1.0       0.0         0
ALT    19800127              0       3.2       0.4       0.0         0
ALT    19800128              1       1.4      -2.4       0.0         0
ALT    19800129              0       6.9       1.1       0.0         0
ALT    19800130              0      11.0       1.7       0.0         0
ALT    19800131              0      13.2      10.5       0.5         0
ALT    19800201              0       6.2       4.1       1.3         0
ALT    19800202              0       8.5       3.2       3.4         0
ALT    19800203              0       6.4       4.1      18.4         0
ALT    19800204              0       8.6       5.3      30.0         0
ALT    19800205              0      11.4       7.4      10.5         0
ALT    19800206              0       8.9       5.2       1.9         0
ALT    19800207              0       6.2       5.0       1.8         0
ALT    19800208              0       9.0       4.9       0.0         0
ALT    19800209              0       9.1       4.7       0.0         0
ALT    19800210              0       8.8       5.4       5.3         0
ALT    19800211              0       7.6       5.0       0.6         0
ALT    19800212              0       7.9       4.3       0.0         0
ALT    19800213              0       5.7       1.5       0.0         0
ALT    19800214              0       8.5       3.8       0.0         0
ALT    19800215              0       7.4       2.8       0.0         0
ALT    19800216              0      10.7       5.2       2.6         0
ALT    19800217              0       4.8       4.5       4.3         0
ALT    19800218              0       6.6       3.0       0.0         0
ALT    19800219              1       6.2      -0.1       0.0         0
ALT    19800220              1      10.3       6.6       0.0         0
ALT    19800221              1      11.1       6.9       0.0         0
ALT    19800222              0       8.8       5.5       0.0         0
ALT    19800223              0       9.4       6.0       0.0         0
ALT    19800224              1       8.8       4.3       0.0         0
ALT    19800225              0       7.6       3.5       0.0         0
ALT    19800226              1       5.5       0.8       0.0         0
ALT    19800227              0       4.0       1.1       0.0         0
ALT    19800228              0       3.4       0.4       0.0         0
ALT    19800229              0       4.0       1.6       0.0         0
ALT    19800301              1       6.9       1.5       0.0         0
ALT    19800302              0       8.1       2.3       0.0         0
ALT    19800303              0       6.0       3.1       0.0         0
ALT    19800304              0       6.5       2.6       0.0         0
ALT    19800305              0       9.2       2.3       0.0         0
ALT    19800306              0      12.5       9.8       0.0         0
ALT    19800307              0      10.0       6.5       0.6         0
ALT    19800308              0       8.8       3.2       1.8         0
ALT    19800309              0       6.9       3.9       0.7         0
ALT    19800310              0       9.1       5.4       0.0         0
ALT    19800311              0       5.5       3.0       3.5         0
ALT    19800312              0       8.4       3.2       0.0         0
ALT    19800313              0      11.1       4.4       1.6         0
ALT    19800314              0       8.8       5.4       0.2         0
ALT    19800315              0       5.8       4.9       0.0         0
ALT    19800316              0       8.8       5.5       0.0         0
ALT    19800317              0       9.5       6.1       0.0         0
ALT    19800318              1      12.8       5.6       0.0         0
ALT    19800319              0      14.7       8.4       0.0         0
ALT    19800320              0       7.3       5.2      11.9         2
ALT    19800321              0       9.9       4.9       2.2         0
ALT    19800322              0      12.2       6.6       0.1         0
ALT    19800323              0       6.6       5.4       7.0         0
ALT    19800324              0       7.5       5.0       0.5         0
ALT    19800325              0      13.3       6.8       1.1         0
ALT    19800326              0      11.8       7.5       2.7         0
ALT    19800327              0      11.3       8.2       3.3         0
ALT    19800328              0      14.8      11.5       3.0         0
ALT    19800329              0      12.6       9.9       2.0         0
ALT    19800330              0      10.7       7.3       0.0         0
ALT    19800331              0      10.2       6.1      15.7         0
ALT    19800401              0      12.9       9.5       2.7         0
ALT    19800402              0       9.8       7.7       4.0         0
ALT    19800403              0       4.7       3.4       7.4         0
ALT    19800404              0       4.7       2.6       0.1         0
ALT    19800405              0       6.7       2.0       0.0         0
ALT    19800406              0       6.0       2.3       0.0         0
ALT    19800407              0       7.9       3.3       0.0         0
ALT    19800408              0       3.8       2.2      12.0         3
ALT    19800409              0       3.7       1.2       7.3         2
ALT    19800410              0       7.7       3.6       0.0         0
ALT    19800411              1      10.9       4.9       0.0         0
ALT    19800412              1      13.9       5.7       0.0         0
ALT    19800413              1      16.8      11.1       0.0         0
ALT    19800414              1      17.4      13.5       0.0         0
ALT    19800415              0      17.8      14.6       0.0         0
ALT    19800416              0      17.1      11.7       0.0         0
ALT    19800417              0      15.0      11.3       7.4         0
ALT    19800418              0      14.5      10.7       6.4         0
ALT    19800419              0       9.6       7.7      11.4         0
ALT    19800420              0       6.0       3.1       2.9         0
ALT    19800421              0       3.0       1.7       7.1         0
ALT    19800422              0       7.1       3.1       0.6         0
ALT    19800423              0       7.0       4.0       1.9         0
ALT    19800424              0       7.3       4.4       1.3         0
ALT    19800425              0       7.1       5.0       2.8         0
ALT    19800426              0       8.0       5.6       6.6         0
ALT    19800427              0       7.0       4.7       3.8         0
ALT    19800428              0      12.8       6.7       0.0         0
ALT    19800429              0      15.5       7.8       0.0         0
ALT    19800430              1      18.8      12.5       0.0         0
ALT    19800501              0      17.3      10.9       0.0         0
ALT    19800502              0      14.2      10.3       0.0         0
ALT    19800503              0      17.0       9.8       1.1         0
ALT    19800504              0      11.6       9.3       9.9         0
ALT    19800505              0       8.4       7.4       0.1         0
ALT    19800506              0      19.7      10.4       0.5         0
ALT    19800507              0      13.1      10.7       0.6         0
ALT    19800508              0      11.4       8.0       8.9         0
ALT    19800509              0      11.3       8.3       2.3         0
ALT    19800510              0      12.6       9.3       0.0         0
ALT    19800511              1      18.0       9.7       0.0         0
ALT    19800512              0      23.2      13.0       0.0         0
ALT    19800513              0      22.3      16.1       0.0         0
ALT    19800514              0      15.8      12.6       0.0         0
ALT    19800515              0       9.1       8.0       0.1         0
ALT    19800516              0      10.0       8.0       0.0         0
ALT    19800517              0      14.1       8.4       0.0         0
ALT    19800518              0      14.2       9.4       2.2         0
ALT    19800519              0      12.1       9.9       0.4         0
ALT    19800520              0      18.6      11.8       0.0         0
ALT    19800521              0      21.7      12.9       0.0         0
ALT    19800522              0      19.2      12.4       1.1         0
ALT    19800523              0      13.3      10.6       0.0         0
ALT    19800524              0      18.2      11.8       0.0         0
ALT    19800525              0      19.7      13.0       0.0         0
ALT    19800526              0      23.6      15.0       0.0         0
ALT    19800527              0      21.7      14.6       0.0         0
ALT    19800528              0      15.7      12.5       2.0         0
ALT    19800529              0      15.3      10.8       3.0         0
ALT    19800530              0      14.3       9.2       2.3         0
ALT    19800531              0      18.1      11.0       4.0         0
ALT    19800601              0      15.4       9.4      25.8         0
ALT    19800602              0      13.3       7.9       5.4         0
ALT    19800603              0      20.2      13.5       1.0         0
ALT    19800604              0      20.4      14.4      11.0         0
ALT    19800605              1      23.6      15.1       0.0         0
ALT    19800606              0      18.2      14.7       6.3         0
ALT    19800607              0      18.1      14.6       2.9         0
ALT    19800608              0      16.6      14.5       2.1         0
ALT    19800609              0      19.8      15.2       5.8         0
ALT    19800610              0      16.8      13.8       4.9         0
ALT    19800611              0      22.1      16.2       0.0         0
ALT    19800612              0      27.1      18.1       0.0         0
ALT    19800613              0      27.7      19.3       0.0         0
ALT    19800614              1      30.7      26.7      18.0         0
ALT    19800615              0      22.5      15.0       1.9         0
ALT    19800616              0      21.0      15.2       6.4         0
ALT    19800617              0      16.3      13.7       1.9         0
ALT    19800618              0      17.0      13.2       2.9         0
ALT    19800619              0      18.6      14.5       4.7         0
ALT    19800620              0      13.8      12.7       1.1         0
ALT    19800621              0      14.1      12.3      11.9         0
ALT    19800622              0      17.4      12.7       2.4         0
ALT    19800623              0      13.7      11.7       5.9         0
ALT    19800624              0      18.1      13.1       0.0         0
ALT    19800625              0      14.3      11.3       4.0         0
ALT    19800626              0      16.2      11.6       6.7         0
ALT    19800627              0      12.5      10.5       4.2         0
ALT    19800628              0      16.4      11.8       6.5         0
ALT    19800629              0      14.0      11.2      16.4         0
ALT    19800630              0      18.6      12.7       0.0         0
ALT    19800701              0      16.2      11.8       6.1         0
ALT    19800702              0      15.2      10.9       5.0         0
ALT    19800703              0      14.0      11.1       4.6         0
ALT    19800704              0      18.1      12.7       0.0         0
ALT    19800705              0      16.9      13.4       0.0         0
ALT    19800706              0      15.3      13.2       4.1         0
ALT    19800707              0      21.9      15.3       0.5         0
ALT    19800708              0      15.8      13.4      30.4         0
ALT    19800709              0      12.0      10.7      13.6         0
ALT    19800710              0      14.6      11.7       2.4         0
ALT    19800711              0      14.3      12.2       3.0         0
ALT    19800712              0      16.2      13.1       3.7         0
ALT    19800713              0      13.9      12.1      10.5         0
ALT    19800714              0      22.1      15.6       1.3         0
ALT    19800715              0      18.7      15.3      12.9         0
ALT    19800716              0      15.8      14.2       3.0         0
ALT    19800717              0      17.7      13.0       0.0         0
ALT    19800718              0      19.1      13.4       0.0         0
ALT    19800719              0      23.5      16.5       0.0         0
ALT    19800720              0      27.3      17.7      15.5         0
ALT    19800721              0      15.7      11.7       6.9         0
ALT    19800722              1      20.5      12.3       0.0         0
ALT    19800723              1      24.1      15.2       0.0         0
ALT    19800724              1      26.9      19.7       0.0         0
ALT    19800725              1      26.5      19.2       0.0         0
ALT    19800726              0      27.8      21.4       5.8         0
ALT    19800727              0      23.6      19.4       0.0         0
ALT    19800728              1      24.8      18.3       0.0         0
ALT    19800729              0      26.9      18.1      28.5         0
ALT    19800730              0      21.7      17.5       0.0         0
ALT    19800731              0      23.8      18.7       0.0         0
ALT    19800801              0      25.1      18.8       0.0         0
ALT    19800802              1      27.5      20.9       0.0         0
ALT    19800803              0      28.6      23.2      13.8         0
ALT    19800804              0      26.6      20.6       0.0         0
ALT    19800805              0      24.8      21.2       0.0         0
ALT    19800806              0      24.3      20.6       0.0         0
ALT    19800807              1      25.2      18.8      19.7         0
ALT    19800808              0      18.1      16.6      16.6         0
ALT    19800809              0      23.2      18.5       0.0         0
ALT    19800810              0      24.4      18.0       3.4         0
ALT    19800811              0      24.3      19.0       0.0         0
ALT    19800812              0      18.4      17.0       6.6         0
ALT    19800813              0      16.1      14.3       2.8         0
ALT    19800814              0      23.6      17.4       0.0         0
ALT    19800815              0      25.0      18.9      12.3         0
ALT    19800816              0      17.7      15.7       4.0         0
ALT    19800817              0      21.4      16.9       0.1         0
ALT    19800818              0      22.7      17.5       0.0         0
ALT    19800819              0      23.3      18.1      24.8         0
ALT    19800820              0      23.3      18.6       0.0         0
ALT    19800821              0      26.5      19.6       0.0         0
ALT    19800822              0      22.1      19.2       0.0         0
ALT    19800823              0      17.3      14.3       0.0         0
ALT    19800824              1      19.9      13.7       0.0         0
ALT    19800825              0      19.6      11.7       0.0         0
ALT    19800826              0      21.6      14.9       0.0         0
ALT    19800827              0      18.9      15.3       1.1         0
ALT    19800828              0      20.7      17.3       0.5         0
ALT    19800829              0      24.3      18.7       0.4         0
ALT    19800830              0      22.0      18.0       5.4         0
ALT    19800831              0      17.1      14.1       5.8         0
ALT    19800901              0      17.1      12.8       1.9         0
ALT    19800902              1      17.7      11.5       0.0         0
ALT    19800903              1      21.8      13.7       0.0         0
ALT    19800904              1      23.5      17.4       0.0         0
ALT    19800905              0      24.0      16.4      12.4         0
ALT    19800906              0      19.2      14.6       0.0         0
ALT    19800907              1      19.9      13.5       0.0         0
ALT    19800908              1      23.8      16.1       6.0         0
ALT    19800909              0      15.1      13.3       2.5         0
ALT    19800910              0      16.1      12.1       0.7         0
ALT    19800911              0      21.7      16.2       0.0         0
ALT    19800912              0      21.1      15.2       6.6         0
ALT    19800913              0      16.2      14.1       5.4         0
ALT    19800914              0      18.3      13.3       0.0         0
ALT    19800915              1      20.6      13.3       0.0         0
ALT    19800916              1      20.0      12.7       0.0         0
ALT    19800917              0      21.6      14.7       0.0         0
ALT    19800918              0      21.3      15.7       0.0         0
ALT    19800919              1      24.2      15.6       0.0         0
ALT    19800920              1      27.1      20.9       0.0         0
ALT    19800921              0      26.7      23.0       0.0         0
ALT    19800922              0      20.8      17.4       9.6         0
ALT    19800923              0      17.8      14.1       1.6         0
ALT    19800924              1      18.6      13.5       0.0         0
ALT    19800925              0      20.1      13.9       0.0         0
ALT    19800926              0      19.2      14.9       0.0         0
ALT    19800927              0      17.2      12.6       0.0         0
ALT    19800928              0      17.7      12.7       0.0         0
ALT    19800929              0      17.7      13.3       0.0         0
ALT    19800930              0      18.5      12.8       0.0         0
ALT    19801001              0      18.2      13.4       0.0         0
ALT    19801002              0      20.0      15.2       0.0         0
ALT    19801003              0      16.9      13.9       0.0         0
ALT    19801004              0      18.2      11.4       0.0         0
ALT    19801005              0      17.9      13.5       0.0         0
ALT    19801006              0      20.3      13.0       0.0         0
ALT    19801007              0      23.0      19.7       5.8         0
ALT    19801008              0      12.5      10.0       2.2         0
ALT    19801009              0       8.9       7.2       5.1         0
ALT    19801010              0      12.4       6.1       0.3         0
ALT    19801011              0      16.6      11.9       3.5         0
ALT    19801012              0       8.4       7.4       5.1         0
ALT    19801013              0       6.7       6.0       2.9         0
ALT    19801014              0       9.5       6.7       0.1         0
ALT    19801015              0      18.5      11.8       0.0         0
ALT    19801016              0      20.4      18.4      29.6         0
ALT    19801017              0      10.5       6.9      41.7         0
ALT    19801018              0       7.4       5.9      10.7         0
ALT    19801019              0       6.5       5.4       4.1         0
ALT    19801020              1       9.9       5.2       0.0         0
ALT    19801021              1       9.9       4.8       0.0         0
ALT    19801022              0      12.8       6.8       0.0         0
ALT    19801023              0       9.2       6.3       0.7         0
ALT    19801024              0      17.4      11.2      13.2         0
ALT    19801025              0       8.2       6.6      12.4         0
ALT    19801026              0      10.2       6.3       0.0         0
ALT    19801027              0      11.9       6.1       0.0         0
ALT    19801028              1      14.2       7.8       0.0         0
ALT    19801029              0      17.0      11.5       0.0         0
ALT    19801030              0      12.2       9.5       0.0         0
ALT    19801031              0       8.4       5.1       0.0         0
ALT    19801101              0       6.7       5.4       0.0         0
ALT    19801102              0       1.5       0.6       1.7         5
ALT    19801103              0       1.4       0.0       0.0         0
ALT    19801104              0       1.2       0.3       0.0         0
ALT    19801105              0       1.8       0.9       0.0         0
ALT    19801106              0       2.1       1.3       0.0         0
ALT    19801107              0       5.1       3.3       0.2         0
ALT    19801108              0       9.4       5.9       0.0         0
ALT    19801109              0       7.9       5.6       0.0         0
ALT    19801110              0       5.0       3.4       0.0         0
ALT    19801111              0       5.1       2.8       0.0         0
ALT    19801112              0       4.1       1.5       1.8         0
ALT    19801113              0       4.0       2.7       0.0         0
ALT    19801114              0       3.7       0.6       0.0         0
ALT    19801115              0      11.1       5.0       4.6         0
ALT    19801116              0      14.1       9.1       0.0         0
ALT    19801117              0      16.0       7.0       0.0         0
ALT    19801118              0      11.2       9.4       1.8         0
ALT    19801119              0      10.7       8.6       0.0         0
ALT    19801120              1      10.1       6.6       0.0         0
ALT    19801121              0       9.8       5.4       0.0         0
ALT    19801122              0      10.3       4.8       0.0         0
ALT    19801123              1      10.6       4.3       0.0         0
ALT    19801124              0       8.4       3.6       0.0         0
ALT    19801125              1       7.7       3.3       0.0         0
ALT    19801126              0       8.3       4.8       1.6         0
ALT    19801127              0       4.2       3.0       0.1         0
ALT    19801128              0       2.7       1.5       3.7         5
ALT    19801129              0      -0.3      -1.3       1.7         1
ALT    19801130              0      -0.2      -1.3       5.3        11
ALT    19801201              0      -3.5      -4.3       0.0         0
ALT    19801202              0      -3.3      -5.2       5.9        11
ALT    19801203              0       0.2      -2.1       6.1        10
ALT    19801204              0       1.6      -1.8       2.7         7
ALT    19801205              0       2.5      -1.0       3.9         0
ALT    19801206              0       5.8       2.0       5.4         9
ALT    19801207              0      -1.2      -1.6       0.0         0
ALT    19801208              0      -2.6      -4.2       0.0         0
ALT    19801209              1      -4.2      -7.7       0.0         0
ALT    19801210              0      -0.8      -4.5       0.0         0
ALT    19801211              1       1.7      -1.1       0.0         0
ALT    19801212              0       3.2      -0.7       0.0         0
ALT    19801213              0       4.8       0.3       0.9         0
ALT    19801214              0       5.8       3.8       0.3         0
ALT    19801215              0       5.7       3.9       6.1         0
ALT    19801216              0       5.0       1.8       0.0         0
ALT    19801217              1       3.0      -0.5       0.0         0
ALT    19801218              0       2.1      -0.2       5.8        10
ALT    19801219              0       1.5      -0.3       0.1         0
ALT    19801220              0       2.2      -1.6       5.1         0
ALT    19801221              0       4.3       2.3      12.1         0
ALT    19801222              0       3.7       2.6       0.6         0
ALT    19801223              0       5.4       3.1       0.0         0
ALT    19801224              0       6.7       3.8       0.0         0
ALT    19801225              0       4.2       0.3       5.6         0
ALT    19801226              0       4.2       2.2       1.4         2
ALT    19801227              0       0.9      -0.7       0.4         2
ALT    19801228              1      -0.1      -2.3       0.0         0
ALT    19801229              1      -1.1      -4.7       0.0         0
ALT    19801230              0      -0.6      -2.7       0.0         0
ALT    19801231              0      -0.6      -2.9         -         0
ALT    19810101              0       7.7       2.3       0.8         0
ALT    19810102              0       4.1       1.2       8.2         4
ALT    19810103              0       5.0       2.3      12.5         1
ALT    19810104              0       4.8       2.9      28.9        35
ALT    19810105              0       1.9       0.7       0.2        10
ALT    19810106              0       4.0       0.6       7.0        11
ALT    19810107              0      -0.2      -2.3       0.8        10
ALT    19810108              0      -2.8      -5.9       0.0         0
ALT    19810109              0      -1.9      -4.8       0.0         0
ALT    19810110              0       0.9      -0.8       0.0         0
ALT    19810111              0       1.1       0.4       0.0         0
ALT    19810112              0       2.3      -1.1       0.0         0
ALT    19810113              0       2.5       0.1       0.0         0
ALT    19810114              0      -0.6      -2.0       2.7         0
ALT    19810115              0       3.8       1.0      11.8        10
ALT    19810116              0       0.9      -0.5       4.1         3
ALT    19810117              0       3.4       1.7       2.4         2
ALT    19810118              0       3.7       1.8       2.3         0
ALT    19810119              0       6.4       2.0      17.5         3
ALT    19810120              0       3.7       1.1      13.0         4
ALT    19810121              0       0.7      -1.7       0.0         0
ALT    19810122              0      -2.5      -6.1       0.0         0
ALT    19810123              0      -3.6      -5.4       0.0         0
ALT    19810124              0      -3.5      -5.0       0.0         0
ALT    19810125              0       0.1      -2.8       0.1         0
ALT    19810126              0       4.2       1.6       0.4         0
ALT    19810127              1       0.0      -2.7       0.0         0
ALT    19810128              0      -1.6      -3.8       0.0         0
ALT    19810129              0      -2.1      -4.2       0.0         0
ALT    19810130              0      -1.7      -4.4       0.0         0
ALT    19810131              0      -2.3      -4.4       0.0         0
ALT    19810201              0      -2.0      -4.8       0.0         0
ALT    19810202              0      -2.0      -3.9       0.0         0
ALT    19810203              0       4.2      -1.5       0.9         0
ALT    19810204              0       4.6       2.4      10.5         4
ALT    19810205              0       2.2       0.4       2.5         6
ALT    19810206              0       3.7       1.2       4.2         0
ALT    19810207              0       4.3       2.7       3.2         0
ALT    19810208              0       4.0       2.3       0.0         0
ALT    19810209              0       2.5       1.2       0.0         0
ALT    19810210              0       3.3       1.1       3.8         0
ALT    19810211              0       2.6       0.2       0.0         0
ALT    19810212              1       0.9      -2.7       0.0         0
ALT    19810213              1      -0.8      -4.2       0.0         0
ALT    19810214              1      -0.6      -4.4       0.0         0
ALT    19810215              1       0.9      -3.4       0.0         0
ALT    19810216              0      -0.2      -3.2       0.0         0
ALT    19810217              0      -1.2      -2.6       0.0         0
ALT    19810218              0       0.0      -1.8       0.0         0
ALT    19810219              0       0.2      -2.3       0.0         0
ALT    19810220              0       0.3      -1.9       0.0         0
ALT    19810221              0       0.0      -1.6       0.0         0
ALT    19810222              0      -0.1      -3.0       0.0         0
ALT    19810223              0       1.5      -1.8       0.0         0
ALT    19810224              0       3.6      -0.7       0.0         0
ALT    19810225              0       0.6      -1.3       0.0         0
ALT    19810226              0       2.2      -0.4       0.0         0
ALT    19810227              1       6.5      -1.2       0.0         0
ALT    19810228              0       7.3       4.7       0.4         0
ALT    19810301              0       6.6       3.6       0.5         0
ALT    19810302              0       8.2       4.9       0.2         0
ALT    19810303              0       5.8       3.4       9.7         0
ALT    19810304              0       4.7       2.6       2.0         0
ALT    19810305              0       7.0       3.0       0.0         0
ALT    19810306              0       7.6       3.5       1.1         0
ALT    19810307              0      12.3       6.5       0.0         0
ALT    19810308              0      11.2       7.1       5.1         0
ALT    19810309              0      14.9       9.1       0.9         0
ALT    19810310              0      13.0       9.4       0.9         0
ALT    19810311              0      19.3      12.2      14.1         0
ALT    19810312              0      10.6       8.5      31.2         0
ALT    19810313              0       9.4       6.6       3.3         0
ALT    19810314              0      11.1       7.0       0.0         0
ALT    19810315              0       9.2       5.8       2.6         0
ALT    19810316              0       8.3       4.7       0.1         0
ALT    19810317              0       7.7       2.4       1.4         1
ALT    19810318              0       3.3       0.8       3.2         1
ALT    19810319              1       7.3       1.8       0.0         0
ALT    19810320              0      11.6       5.1       0.0         0
ALT    19810321              0      15.7       8.1       0.0         0
ALT    19810322              0      16.8      12.0       0.0         0
ALT    19810323              0      14.9       9.7       4.6         0
ALT    19810324              0      19.9      12.9       2.0         0
ALT    19810325              0      21.5      14.0       1.9         0
ALT    19810326              0      18.0      13.1       4.4         0
ALT    19810327              1      16.5       9.8       0.0         0
ALT    19810328              0      19.3      12.6       0.0         0
ALT    19810329              0      21.0      16.7       1.5         0
ALT    19810330              0      16.9       9.6      28.1         0
ALT    19810331              0      12.8      10.1      15.7         0
ALT    19810401              0      13.8      10.2       0.0         0
ALT    19810402              0      14.5       9.6       0.0         0
ALT    19810403              0      16.2      12.3       0.0         0
ALT    19810404              0      16.8      12.2       0.0         0
ALT    19810405              0      12.4       9.3       2.1         0
ALT    19810406              0      13.1       9.7       0.0         0
ALT    19810407              0      17.1      10.8       0.0         0
ALT    19810408              0      18.2      13.1       0.7         0
ALT    19810409              0      19.2      12.7       0.0         0
ALT    19810410              1      20.0      12.6       0.0         0
ALT    19810411              0      18.8      15.7       0.0         0
ALT    19810412              0      21.0      16.0       0.0         0
ALT    19810413              1      22.4      15.9       0.0         0
ALT    19810414              1      20.9      13.8       0.0         0
ALT    19810415              0      20.2      13.4       1.0         0
ALT    19810416              0      18.8      12.6       0.0         0
ALT    19810417              0      12.0       7.6       0.0         0
ALT    19810418              0       8.9       4.2       0.0         0
ALT    19810419              0       8.6       4.2       0.5         0
ALT    19810420              0      11.6       6.7       0.1         0
ALT    19810421              0      13.8       8.0       0.0         0
ALT    19810422              1      14.9       8.0       0.0         0
ALT    19810423              0      12.1       7.7       0.0         0
ALT    19810424              0      10.7       7.1       0.0         0
ALT    19810425              0      15.1      10.1       0.0         0
ALT    19810426              0      16.3       8.1      10.0         0
ALT    19810427              0       6.4       3.9       1.3         0
ALT    19810428              0       8.5       5.2       1.7         0
ALT    19810429              0       7.2       5.8       0.4         0
ALT    19810430              0      16.3      10.3       0.0         0
ALT    19810501              0      12.5      10.3       7.0         0
ALT    19810502              0       9.6       7.2       2.8         0
ALT    19810503              0       6.7       5.7       4.0         0
ALT    19810504              0       9.7       6.0       8.0         0
ALT    19810505              0       7.4       5.6       1.6         0
ALT    19810506              0      15.4       8.8       0.0         0
ALT    19810507              0      23.8      14.1       0.0         0
ALT    19810508              0      22.2      17.6       0.0         0
ALT    19810509              1      23.1      17.7       0.0         0
ALT    19810510              0      23.1      20.0       0.0         0
ALT    19810511              0      17.2      11.6       3.7         0
ALT    19810512              0      16.9      11.4       1.6         0
ALT    19810513              0      12.9      10.8       0.1         0
ALT    19810514              0      17.9      13.0       0.0         0
ALT    19810515              0      19.4      13.2       0.0         0
ALT    19810516              0      21.0      13.3       2.3         0
ALT    19810517              0      16.7      11.1       0.2         0
ALT    19810518              0      23.2      15.2       0.0         0
ALT    19810519              0      24.6      17.6       0.0         0
ALT    19810520              0      23.2      16.9       0.0         0
ALT    19810521              0      27.5      20.0       0.0         0
ALT    19810522              0      17.4      11.6      17.9         0
ALT    19810523              0      20.0      14.2       2.6         0
ALT    19810524              0      14.7      12.6       3.8         0
ALT    19810525              0      15.9      12.4       3.8         0
ALT    19810526              0      11.2       9.2      24.8         0
ALT    19810527              0      11.7       7.9       4.7         0
ALT    19810528              0      18.5      11.7       7.4         0
ALT    19810529              0      18.5      13.6       0.6         0
ALT    19810530              0      22.7      15.9       0.0         0
ALT    19810531              0      27.7      19.2       0.0         0
ALT    19810601              1      28.4      22.0       0.0         0
ALT    19810602              1      28.9      23.1       0.0         0
ALT    19810603              0      25.9      20.7       6.4         0
ALT    19810604              0      15.3      11.7       3.9         0
ALT    19810605              0      20.6      14.7       0.0         0
ALT    19810606              0      23.5      17.5       5.2         0
ALT    19810607              0      24.1      18.1       0.6         0
ALT    19810608              0      20.4      17.8       0.0         0
ALT    19810609              0      25.3      19.2      16.2         0
ALT    19810610              0      19.2      15.7       0.0         0
ALT    19810611              1      25.1      18.0       0.0         0
ALT    19810612              0      26.1      19.8       3.2         0
ALT    19810613              0      22.5      18.7       0.0         0
ALT    19810614              0      25.9      19.0       0.0         0
ALT    19810615              1      28.0      20.6       0.0         0
ALT    19810616              0      23.8      17.6       5.3         0
ALT    19810617              0      16.9      13.6      12.9         0
ALT    19810618              0       9.6       8.5       5.7         0
ALT    19810619              0      13.9      10.7       0.0         0
ALT    19810620              0      16.8      12.8       0.2         0
ALT    19810621              0      12.7      10.2       9.3         0
ALT    19810622              0      13.1      10.4       0.0         0
ALT    19810623              0      18.3      12.9       0.0         0
ALT    19810624              0      19.5      15.2       0.3         0
ALT    19810625              0      21.3      15.4       0.0         0
ALT    19810626              0      18.3      14.4       0.2         0
ALT    19810627              0      24.9      18.3       0.0         0
ALT    19810628              0      25.1      20.7      30.8         0
ALT    19810629              0      13.7      11.8       2.2         0
ALT    19810630              0      17.9      13.3       0.1         0
ALT    19810701              0      21.3      15.9       0.0         0
ALT    19810702              0      28.2      20.2       3.3         0
ALT    19810703              0      26.5      15.1      22.0         0
ALT    19810704              0      21.3      15.6       0.0         0
ALT    19810705              0      21.7      16.5       0.0         0
ALT    19810706              0      22.5      17.6       0.0         0
ALT    19810707              0      25.5      19.1       0.0         0
ALT    19810708              0      26.6      20.2       0.0         0
ALT    19810709              0      26.7      20.3       0.0         0
ALT    19810710              0      25.9      19.7       1.4         0
ALT    19810711              0      23.9      18.6      21.8         0
ALT    19810712              0      19.5      16.9       1.8         0
ALT    19810713              0      21.0      15.4       7.6         0
ALT    19810714              0      20.9      16.6       0.0         0
ALT    19810715              0      21.1      17.1       0.2         0
ALT    19810716              0      23.6      18.6       0.0         0
ALT    19810717              0      23.3      17.4      19.5         0
ALT    19810718              0      16.1      11.4      51.3         0
ALT    19810719              0      11.9       9.5      31.6         0
ALT    19810720              0      13.9      11.9       3.8         0
ALT    19810721              0      19.0      14.6       2.2         0
ALT    19810722              0      23.5      17.3       0.5         0
ALT    19810723              0      22.0      16.7       7.5         0
ALT    19810724              0      14.0      12.1      14.9         0
ALT    19810725              0      16.5      11.7       2.8         0
ALT    19810726              0      14.5      11.2       0.3         0
ALT    19810727              0      14.9      11.8       1.5         0
ALT    19810728              0      21.5      15.9       0.0         0
ALT    19810729              1      24.6      16.8       0.0         0
ALT    19810730              1      27.6      20.0       0.0         0
ALT    19810731              0      26.8      20.8       0.0         0
ALT    19810801              0      26.6      20.1       9.6         0
ALT    19810802              0      26.3      19.7       0.4         0
ALT    19810803              0      25.9      20.7       0.1         0
ALT    19810804              0      27.8      21.5       0.0         0
ALT    19810805              1      28.0      21.8       0.0         0
