 

stn    time           hns000d0
LUZ    19430728              0
LUZ    19430729              0
LUZ    19430730              0
LUZ    19430731              0
LUZ    19430801              0
LUZ    19430802              0
LUZ    19430803              0
LUZ    19430804              0
LUZ    19430805              0
LUZ    19430806              0
LUZ    19430807              0
LUZ    19430808              0
LUZ    19430809              0
LUZ    19430810              0
LUZ    19430811              0
LUZ    19430812              0
LUZ    19430813              0
LUZ    19430814              0
LUZ    19430815              0
LUZ    19430816              0
LUZ    19430817              0
LUZ    19430818              0
LUZ    19430819              0
LUZ    19430820              0
LUZ    19430821              0
LUZ    19430822              0
LUZ    19430823              0
LUZ    19430824              0
LUZ    19430825              0
LUZ    19430826              0
LUZ    19430827              0
LUZ    19430828              0
LUZ    19430829              0
LUZ    19430830              0
LUZ    19430831              0
LUZ    19430901              0
LUZ    19430902              0
LUZ    19430903              0
LUZ    19430904              0
LUZ    19430905              0
LUZ    19430906              0
LUZ    19430907              0
LUZ    19430908              0
LUZ    19430909              0
LUZ    19430910              0
LUZ    19430911              0
LUZ    19430912              0
LUZ    19430913              0
LUZ    19430914              0
LUZ    19430915              0
LUZ    19430916              0
LUZ    19430917              0
LUZ    19430918              0
LUZ    19430919              0
LUZ    19430920              0
LUZ    19430921              0
LUZ    19430922              0
LUZ    19430923              0
LUZ    19430924              0
LUZ    19430925              0
LUZ    19430926              0
LUZ    19430927              0
LUZ    19430928              0
LUZ    19430929              0
LUZ    19430930              0
LUZ    19431001              0
LUZ    19431002              0
LUZ    19431003              0
LUZ    19431004              0
LUZ    19431005              0
LUZ    19431006              0
LUZ    19431007              0
LUZ    19431008              0
LUZ    19431009              0
LUZ    19431010              0
LUZ    19431011              0
LUZ    19431012              0
LUZ    19431013              0
LUZ    19431014              0
LUZ    19431015              0
LUZ    19431016              0
LUZ    19431017              0
LUZ    19431018              0
LUZ    19431019              0
LUZ    19431020              0
LUZ    19431021              0
LUZ    19431022              0
LUZ    19431023              0
LUZ    19431024              0
LUZ    19431025              0
LUZ    19431026              0
LUZ    19431027              0
LUZ    19431028              0
LUZ    19431029              0
LUZ    19431030              0
LUZ    19431031              0
LUZ    19431101              0
LUZ    19431102              0
LUZ    19431103              0
LUZ    19431104              0
LUZ    19431105              0
LUZ    19431106              0
LUZ    19431107              0
LUZ    19431108              0
LUZ    19431109              0
LUZ    19431110              0
LUZ    19431111              0
LUZ    19431112              0
LUZ    19431113              0
LUZ    19431114              0
LUZ    19431115              0
LUZ    19431116              0
LUZ    19431117              0
LUZ    19431118              0
LUZ    19431119              0
LUZ    19431120              0
LUZ    19431121              0
LUZ    19431122              0
LUZ    19431123              0
LUZ    19431124              0
LUZ    19431125              0
LUZ    19431126              0
LUZ    19431127              0
LUZ    19431128              0
LUZ    19431129              0
LUZ    19431130              0
LUZ    19431201              0
LUZ    19431202              0
LUZ    19431203              0
LUZ    19431204              0
LUZ    19431205              0
LUZ    19431206              0
LUZ    19431207              0
LUZ    19431208              0
LUZ    19431209              0
LUZ    19431210              0
LUZ    19431211              0
LUZ    19431212              0
LUZ    19431213              0
LUZ    19431214              0
LUZ    19431215              0
LUZ    19431216              0
LUZ    19431217              0
LUZ    19431218              0
LUZ    19431219              0
LUZ    19431220              0
LUZ    19431221              0
LUZ    19431222              0
LUZ    19431223              0
LUZ    19431224              0
LUZ    19431225              0
LUZ    19431226              0
LUZ    19431227              0
LUZ    19431228              0
LUZ    19431229              0
LUZ    19431230              4
LUZ    19431231              2
LUZ    19440101              4
LUZ    19440102              0
LUZ    19440103              0
LUZ    19440104              7
LUZ    19440105              2
LUZ    19440106              0
LUZ    19440107              0
LUZ    19440108              0
LUZ    19440109              0
LUZ    19440110              0
LUZ    19440111              0
LUZ    19440112              0
LUZ    19440113              0
LUZ    19440114              0
LUZ    19440115              0
LUZ    19440116              0
LUZ    19440117              0
LUZ    19440118              0
LUZ    19440119              0
LUZ    19440120              0
LUZ    19440121              0
LUZ    19440122              0
LUZ    19440123              0
LUZ    19440124              0
LUZ    19440125              0
LUZ    19440126              0
LUZ    19440127              0
LUZ    19440128              0
LUZ    19440129              0
LUZ    19440130              0
LUZ    19440131              0
LUZ    19440201              0
LUZ    19440202              0
LUZ    19440203              0
LUZ    19440204              3
LUZ    19440205              1
LUZ    19440206              1
LUZ    19440207              4
LUZ    19440208              4
LUZ    19440209              0
LUZ    19440210             10
LUZ    19440211             16
LUZ    19440212              6
LUZ    19440213              5
LUZ    19440214              0
LUZ    19440215              1
LUZ    19440216              0
LUZ    19440217              0
LUZ    19440218              1
LUZ    19440219              0
LUZ    19440220              0
LUZ    19440221              1
LUZ    19440222              0
LUZ    19440223              0
LUZ    19440224              0
LUZ    19440225              0
LUZ    19440226              0
LUZ    19440227              0
LUZ    19440228              0
LUZ    19440229             39
LUZ    19440301              2
LUZ    19440302              3
LUZ    19440303              2
LUZ    19440304              5
LUZ    19440305              4
LUZ    19440306              4
LUZ    19440307              0
LUZ    19440308              0
LUZ    19440309              0
LUZ    19440310              0
LUZ    19440311              1
LUZ    19440312              0
LUZ    19440313              1
LUZ    19440314              2
LUZ    19440315              0
LUZ    19440316              0
LUZ    19440317              0
LUZ    19440318              0
LUZ    19440319              0
LUZ    19440320              0
LUZ    19440321              1
LUZ    19440322              3
LUZ    19440323              0
LUZ    19440324              0
LUZ    19440325              0
LUZ    19440326              0
LUZ    19440327              0
LUZ    19440328              0
LUZ    19440329              0
LUZ    19440330              0
LUZ    19440331              0
LUZ    19440401              0
LUZ    19440402              0
LUZ    19440403              0
LUZ    19440404              0
LUZ    19440405              0
LUZ    19440406              0
LUZ    19440407              0
LUZ    19440408              0
LUZ    19440409              0
LUZ    19440410              0
LUZ    19440411              0
LUZ    19440412              0
LUZ    19440413              0
LUZ    19440414              0
LUZ    19440415              0
LUZ    19440416              0
LUZ    19440417              0
LUZ    19440418              0
LUZ    19440419              0
LUZ    19440420              0
LUZ    19440421              0
LUZ    19440422              0
LUZ    19440423              0
LUZ    19440424              0
LUZ    19440425              0
LUZ    19440426              0
LUZ    19440427              0
LUZ    19440428              0
LUZ    19440429              0
LUZ    19440430              0
LUZ    19440501              0
LUZ    19440502              0
LUZ    19440503              0
LUZ    19440504              0
LUZ    19440505              0
LUZ    19440506              0
LUZ    19440507              0
LUZ    19440508              0
LUZ    19440509              0
LUZ    19440510              0
LUZ    19440511              0
LUZ    19440512              0
LUZ    19440513              0
LUZ    19440514              0
LUZ    19440515              0
LUZ    19440516              0
LUZ    19440517              0
LUZ    19440518              0
LUZ    19440519              0
LUZ    19440520              0
LUZ    19440521              0
LUZ    19440522              0
LUZ    19440523              0
LUZ    19440524              0
LUZ    19440525              0
LUZ    19440526              0
LUZ    19440527              0
LUZ    19440528              0
LUZ    19440529              0
LUZ    19440530              0
LUZ    19440531              0
LUZ    19440601              0
LUZ    19440602              0
LUZ    19440603              0
LUZ    19440604              0
LUZ    19440605              0
LUZ    19440606              0
LUZ    19440607              0
LUZ    19440608              0
LUZ    19440609              0
LUZ    19440610              0
LUZ    19440611              0
LUZ    19440612              0
LUZ    19440613              0
LUZ    19440614              0
LUZ    19440615              0
LUZ    19440616              0
LUZ    19440617              0
LUZ    19440618              0
LUZ    19440619              0
LUZ    19440620              0
LUZ    19440621              0
LUZ    19440622              0
LUZ    19440623              0
LUZ    19440624              0
LUZ    19440625              0
LUZ    19440626              0
LUZ    19440627              0
LUZ    19440628              0
LUZ    19440629              0
LUZ    19440630              0
LUZ    19440701              0
LUZ    19440702              0
LUZ    19440703              0
LUZ    19440704              0
LUZ    19440705              0
LUZ    19440706              0
LUZ    19440707              0
LUZ    19440708              0
LUZ    19440709              0
LUZ    19440710              0
LUZ    19440711              0
LUZ    19440712              0
LUZ    19440713              0
LUZ    19440714              0
LUZ    19440715              0
LUZ    19440716              0
LUZ    19440717              0
LUZ    19440718              0
LUZ    19440719              0
LUZ    19440720              0
LUZ    19440721              0
LUZ    19440722              0
LUZ    19440723              0
LUZ    19440724              0
LUZ    19440725              0
LUZ    19440726              0
LUZ    19440727              0
LUZ    19440728              0
LUZ    19440729              0
LUZ    19440730              0
LUZ    19440731              0
LUZ    19440801              0
LUZ    19440802              0
LUZ    19440803              0
LUZ    19440804              0
LUZ    19440805              0
LUZ    19440806              0
LUZ    19440807              0
LUZ    19440808              0
LUZ    19440809              0
LUZ    19440810              0
LUZ    19440811              0
LUZ    19440812              0
LUZ    19440813              0
LUZ    19440814              0
LUZ    19440815              0
LUZ    19440816              0
LUZ    19440817              0
LUZ    19440818              0
LUZ    19440819              0
LUZ    19440820              0
LUZ    19440821              0
LUZ    19440822              0
LUZ    19440823              0
LUZ    19440824              0
LUZ    19440825              0
LUZ    19440826              0
LUZ    19440827              0
LUZ    19440828              0
LUZ    19440829              0
LUZ    19440830              0
LUZ    19440831              0
LUZ    19440901              0
LUZ    19440902              0
LUZ    19440903              0
LUZ    19440904              0
LUZ    19440905              0
LUZ    19440906              0
LUZ    19440907              0
LUZ    19440908              0
LUZ    19440909              0
LUZ    19440910              0
LUZ    19440911              0
LUZ    19440912              0
LUZ    19440913              0
LUZ    19440914              0
LUZ    19440915              0
LUZ    19440916              0
LUZ    19440917              0
LUZ    19440918              0
LUZ    19440919              0
LUZ    19440920              0
LUZ    19440921              0
LUZ    19440922              0
LUZ    19440923              0
LUZ    19440924              0
LUZ    19440925              0
LUZ    19440926              0
LUZ    19440927              0
LUZ    19440928              0
LUZ    19440929              0
LUZ    19440930              0
LUZ    19441001              0
LUZ    19441002              0
LUZ    19441003              0
LUZ    19441004              0
LUZ    19441005              0
LUZ    19441006              0
LUZ    19441007              0
LUZ    19441008              0
LUZ    19441009              0
LUZ    19441010              0
LUZ    19441011              0
LUZ    19441012              0
LUZ    19441013              0
LUZ    19441014              0
LUZ    19441015              0
LUZ    19441016              0
LUZ    19441017              0
LUZ    19441018              0
LUZ    19441019              0
LUZ    19441020              0
LUZ    19441021              0
LUZ    19441022              0
LUZ    19441023              0
LUZ    19441024              0
LUZ    19441025              0
LUZ    19441026              0
LUZ    19441027              0
LUZ    19441028              0
LUZ    19441029              0
LUZ    19441030              0
LUZ    19441031              0
LUZ    19441101              0
LUZ    19441102              0
LUZ    19441103              0
LUZ    19441104              0
LUZ    19441105              0
LUZ    19441106              0
LUZ    19441107              0
LUZ    19441108              0
LUZ    19441109              2
LUZ    19441110              0
LUZ    19441111              0
LUZ    19441112              0
LUZ    19441113             11
LUZ    19441114              0
LUZ    19441115              2
LUZ    19441116              0
LUZ    19441117              0
LUZ    19441118              0
LUZ    19441119              0
LUZ    19441120              0
LUZ    19441121              0
LUZ    19441122              0
LUZ    19441123              0
LUZ    19441124              0
LUZ    19441125              0
LUZ    19441126              0
LUZ    19441127              0
LUZ    19441128              0
LUZ    19441129              0
LUZ    19441130              0
LUZ    19441201              0
LUZ    19441202              0
LUZ    19441203              0
LUZ    19441204              0
LUZ    19441205              0
LUZ    19441206              0
LUZ    19441207              0
LUZ    19441208              3
LUZ    19441209              0
LUZ    19441210              1
LUZ    19441211              0
LUZ    19441212              0
LUZ    19441213              0
LUZ    19441214              0
LUZ    19441215              0
LUZ    19441216              0
LUZ    19441217              0
LUZ    19441218              0
LUZ    19441219              0
LUZ    19441220              0
LUZ    19441221              0
LUZ    19441222              0
LUZ    19441223              0
LUZ    19441224              0
LUZ    19441225              0
LUZ    19441226              0
LUZ    19441227              0
LUZ    19441228              0
LUZ    19441229              0
LUZ    19441230              0
LUZ    19441231              6
LUZ    19450101              6
LUZ    19450102              0
LUZ    19450103              0
LUZ    19450104              0
LUZ    19450105              0
LUZ    19450106              0
LUZ    19450107              7
LUZ    19450108              0
LUZ    19450109              0
LUZ    19450110              0
LUZ    19450111              0
LUZ    19450112              0
LUZ    19450113              0
LUZ    19450114              0
LUZ    19450115              0
LUZ    19450116              0
LUZ    19450117              0
LUZ    19450118              3
LUZ    19450119             11
LUZ    19450120              0
LUZ    19450121              5
LUZ    19450122              0
LUZ    19450123              1
LUZ    19450124              9
LUZ    19450125              0
LUZ    19450126              7
LUZ    19450127              6
LUZ    19450128             12
LUZ    19450129              2
LUZ    19450130              6
LUZ    19450131              0
LUZ    19450201              0
LUZ    19450202              0
LUZ    19450203              0
LUZ    19450204              0
LUZ    19450205              0
LUZ    19450206              0
LUZ    19450207              0
LUZ    19450208              0
LUZ    19450209              0
LUZ    19450210              0
LUZ    19450211              0
LUZ    19450212              0
LUZ    19450213              0
LUZ    19450214              0
LUZ    19450215              0
LUZ    19450216              0
LUZ    19450217              0
LUZ    19450218              0
LUZ    19450219              0
LUZ    19450220              0
LUZ    19450221              0
LUZ    19450222              0
LUZ    19450223              0
LUZ    19450224              0
LUZ    19450225              0
LUZ    19450226              0
LUZ    19450227              0
LUZ    19450228              0
LUZ    19450301              0
LUZ    19450302              0
LUZ    19450303              0
LUZ    19450304              2
LUZ    19450305              0
LUZ    19450306              0
LUZ    19450307              0
LUZ    19450308              0
LUZ    19450309              0
LUZ    19450310              0
LUZ    19450311              0
LUZ    19450312              0
LUZ    19450313              0
LUZ    19450314              0
LUZ    19450315              0
LUZ    19450316              0
LUZ    19450317              0
LUZ    19450318              0
LUZ    19450319              0
LUZ    19450320              0
LUZ    19450321              0
LUZ    19450322              0
LUZ    19450323              0
LUZ    19450324              0
LUZ    19450325              0
LUZ    19450326              0
LUZ    19450327              0
LUZ    19450328              0
LUZ    19450329              0
LUZ    19450330              0
LUZ    19450331              0
LUZ    19450401              0
LUZ    19450402              0
LUZ    19450403              0
LUZ    19450404              0
LUZ    19450405              0
LUZ    19450406              0
LUZ    19450407              0
LUZ    19450408              0
LUZ    19450409              0
LUZ    19450410              0
LUZ    19450411              0
LUZ    19450412              0
LUZ    19450413              0
LUZ    19450414              0
LUZ    19450415              0
LUZ    19450416              0
LUZ    19450417              0
LUZ    19450418              0
LUZ    19450419              0
LUZ    19450420              0
LUZ    19450421              0
LUZ    19450422              0
LUZ    19450423              0
LUZ    19450424              0
LUZ    19450425              0
LUZ    19450426              0
LUZ    19450427              0
LUZ    19450428              0
LUZ    19450429              0
LUZ    19450430              0
LUZ    19450501              0
LUZ    19450502              0
LUZ    19450503              0
LUZ    19450504              0
LUZ    19450505              0
LUZ    19450506              0
LUZ    19450507              0
LUZ    19450508              0
LUZ    19450509              0
LUZ    19450510              0
LUZ    19450511              0
LUZ    19450512              0
LUZ    19450513              0
LUZ    19450514              0
LUZ    19450515              0
LUZ    19450516              0
LUZ    19450517              0
LUZ    19450518              0
LUZ    19450519              0
LUZ    19450520              0
LUZ    19450521              0
LUZ    19450522              0
LUZ    19450523              0
LUZ    19450524              0
LUZ    19450525              0
LUZ    19450526              0
LUZ    19450527              0
LUZ    19450528              0
LUZ    19450529              0
LUZ    19450530              0
LUZ    19450531              0
LUZ    19450601              0
LUZ    19450602              0
LUZ    19450603              0
LUZ    19450604              0
LUZ    19450605              0
LUZ    19450606              0
LUZ    19450607              0
LUZ    19450608              0
LUZ    19450609              0
LUZ    19450610              0
LUZ    19450611              0
LUZ    19450612              0
LUZ    19450613              0
LUZ    19450614              0
LUZ    19450615              0
LUZ    19450616              0
LUZ    19450617              0
LUZ    19450618              0
LUZ    19450619              0
LUZ    19450620              0
LUZ    19450621              0
LUZ    19450622              0
LUZ    19450623              0
LUZ    19450624              0
LUZ    19450625              0
LUZ    19450626              0
LUZ    19450627              0
LUZ    19450628              0
LUZ    19450629              0
LUZ    19450630              0
LUZ    19450701              0
LUZ    19450702              0
LUZ    19450703              0
LUZ    19450704              0
LUZ    19450705              0
LUZ    19450706              0
LUZ    19450707              0
LUZ    19450708              0
LUZ    19450709              0
LUZ    19450710              0
LUZ    19450711              0
LUZ    19450712              0
LUZ    19450713              0
LUZ    19450714              0
LUZ    19450715              0
LUZ    19450716              0
LUZ    19450717              0
LUZ    19450718              0
LUZ    19450719              0
LUZ    19450720              0
LUZ    19450721              0
LUZ    19450722              0
LUZ    19450723              0
LUZ    19450724              0
LUZ    19450725              0
LUZ    19450726              0
LUZ    19450727              0
LUZ    19450728              0
LUZ    19450729              0
LUZ    19450730              0
LUZ    19450731              0
LUZ    19450801              0
LUZ    19450802              0
LUZ    19450803              0
LUZ    19450804              0
LUZ    19450805              0
LUZ    19450806              0
LUZ    19450807              0
LUZ    19450808              0
LUZ    19450809              0
LUZ    19450810              0
LUZ    19450811              0
LUZ    19450812              0
LUZ    19450813              0
LUZ    19450814              0
LUZ    19450815              0
LUZ    19450816              0
LUZ    19450817              0
LUZ    19450818              0
LUZ    19450819              0
LUZ    19450820              0
LUZ    19450821              0
LUZ    19450822              0
LUZ    19450823              0
LUZ    19450824              0
LUZ    19450825              0
LUZ    19450826              0
LUZ    19450827              0
LUZ    19450828              0
LUZ    19450829              0
LUZ    19450830              0
LUZ    19450831              0
LUZ    19450901              0
LUZ    19450902              0
LUZ    19450903              0
LUZ    19450904              0
LUZ    19450905              0
LUZ    19450906              0
LUZ    19450907              0
LUZ    19450908              0
LUZ    19450909              0
LUZ    19450910              0
LUZ    19450911              0
LUZ    19450912              0
LUZ    19450913              0
LUZ    19450914              0
LUZ    19450915              0
LUZ    19450916              0
LUZ    19450917              0
LUZ    19450918              0
LUZ    19450919              0
LUZ    19450920              0
LUZ    19450921              0
LUZ    19450922              0
LUZ    19450923              0
LUZ    19450924              0
LUZ    19450925              0
LUZ    19450926              0
LUZ    19450927              0
LUZ    19450928              0
LUZ    19450929              0
LUZ    19450930              0
LUZ    19451001              0
LUZ    19451002              0
LUZ    19451003              0
LUZ    19451004              0
LUZ    19451005              0
LUZ    19451006              0
LUZ    19451007              0
LUZ    19451008              0
LUZ    19451009              0
LUZ    19451010              0
LUZ    19451011              0
LUZ    19451012              0
LUZ    19451013              0
LUZ    19451014              0
LUZ    19451015              0
LUZ    19451016              0
LUZ    19451017              0
LUZ    19451018              0
LUZ    19451019              0
LUZ    19451020              0
LUZ    19451021              0
LUZ    19451022              0
LUZ    19451023              0
LUZ    19451024              0
LUZ    19451025              0
LUZ    19451026              0
LUZ    19451027              0
LUZ    19451028              0
LUZ    19451029              0
LUZ    19451030              0
LUZ    19451031              0
LUZ    19451101              0
LUZ    19451102              0
LUZ    19451103              0
LUZ    19451104              0
LUZ    19451105              0
LUZ    19451106              0
LUZ    19451107              0
LUZ    19451108              0
LUZ    19451109              0
LUZ    19451110              0
LUZ    19451111              0
LUZ    19451112              0
LUZ    19451113              0
LUZ    19451114              0
LUZ    19451115              0
LUZ    19451116              0
LUZ    19451117              0
LUZ    19451118              0
LUZ    19451119              0
LUZ    19451120              0
LUZ    19451121              0
LUZ    19451122              0
LUZ    19451123              0
LUZ    19451124              0
LUZ    19451125              0
LUZ    19451126              0
LUZ    19451127              0
LUZ    19451128              0
LUZ    19451129              0
LUZ    19451130              0
LUZ    19451201              0
LUZ    19451202              0
LUZ    19451203              0
LUZ    19451204              0
LUZ    19451205              0
LUZ    19451206              3
LUZ    19451207              6
LUZ    19451208              5
LUZ    19451209              0
LUZ    19451210              0
LUZ    19451211              0
LUZ    19451212              0
LUZ    19451213              0
LUZ    19451214              0
LUZ    19451215              0
LUZ    19451216              0
LUZ    19451217              0
LUZ    19451218              0
LUZ    19451219              0
LUZ    19451220              0
LUZ    19451221              0
LUZ    19451222              0
LUZ    19451223              0
LUZ    19451224              0
LUZ    19451225              0
LUZ    19451226              0
LUZ    19451227              0
LUZ    19451228              0
LUZ    19451229              0
LUZ    19451230              0
LUZ    19451231              0
LUZ    19460101              0
LUZ    19460102              0
LUZ    19460103              0
LUZ    19460104              0
LUZ    19460105              0
LUZ    19460106              0
LUZ    19460107              0
LUZ    19460108              0
LUZ    19460109              0
LUZ    19460110              0
LUZ    19460111              0
LUZ    19460112              0
LUZ    19460113              3
LUZ    19460114              0
LUZ    19460115              0
LUZ    19460116              0
LUZ    19460117              0
LUZ    19460118              2
LUZ    19460119              0
LUZ    19460120              0
LUZ    19460121              0
LUZ    19460122              0
LUZ    19460123              0
LUZ    19460124              0
LUZ    19460125              0
LUZ    19460126              0
LUZ    19460127              0
LUZ    19460128              0
LUZ    19460129              0
LUZ    19460130              1
LUZ    19460131              0
LUZ    19460201              0
LUZ    19460202              0
LUZ    19460203              0
LUZ    19460204              0
LUZ    19460205              0
LUZ    19460206              0
LUZ    19460207              0
LUZ    19460208              0
LUZ    19460209              2
LUZ    19460210              0
LUZ    19460211              0
LUZ    19460212              0
LUZ    19460213              0
LUZ    19460214              0
LUZ    19460215              0
LUZ    19460216              0
LUZ    19460217              0
LUZ    19460218              0
LUZ    19460219              0
LUZ    19460220              9
LUZ    19460221              5
LUZ    19460222              0
LUZ    19460223              0
LUZ    19460224              2
LUZ    19460225              3
LUZ    19460226              0
LUZ    19460227              0
LUZ    19460228              0
LUZ    19460301              0
LUZ    19460302              0
LUZ    19460303              1
LUZ    19460304              0
LUZ    19460305              0
LUZ    19460306              0
LUZ    19460307              0
LUZ    19460308              0
LUZ    19460309              0
LUZ    19460310              0
LUZ    19460311              0
LUZ    19460312              0
LUZ    19460313              0
LUZ    19460314              0
LUZ    19460315              0
LUZ    19460316              0
LUZ    19460317              0
LUZ    19460318              0
LUZ    19460319              0
LUZ    19460320              0
LUZ    19460321              0
LUZ    19460322              0
LUZ    19460323              0
LUZ    19460324              0
LUZ    19460325              0
LUZ    19460326              0
LUZ    19460327              0
LUZ    19460328              0
LUZ    19460329              0
LUZ    19460330              0
LUZ    19460331              0
LUZ    19460401              0
LUZ    19460402              0
LUZ    19460403              0
LUZ    19460404              0
LUZ    19460405              0
LUZ    19460406              0
LUZ    19460407              0
LUZ    19460408              0
LUZ    19460409              0
LUZ    19460410              0
LUZ    19460411              0
LUZ    19460412              0
LUZ    19460413              0
LUZ    19460414              0
LUZ    19460415              0
LUZ    19460416              0
LUZ    19460417              0
LUZ    19460418              0
LUZ    19460419              0
LUZ    19460420              0
LUZ    19460421              0
LUZ    19460422              0
LUZ    19460423              0
LUZ    19460424              0
LUZ    19460425              0
LUZ    19460426              0
LUZ    19460427              0
LUZ    19460428              0
LUZ    19460429              0
LUZ    19460430              0
LUZ    19460501              0
LUZ    19460502              0
LUZ    19460503              0
LUZ    19460504              0
LUZ    19460505              0
LUZ    19460506              0
LUZ    19460507              0
LUZ    19460508              0
LUZ    19460509              0
LUZ    19460510              0
LUZ    19460511              0
LUZ    19460512              0
LUZ    19460513              0
LUZ    19460514              0
LUZ    19460515              0
LUZ    19460516              0
LUZ    19460517              0
LUZ    19460518              0
LUZ    19460519              0
LUZ    19460520              0
LUZ    19460521              0
LUZ    19460522              0
LUZ    19460523              0
LUZ    19460524              0
LUZ    19460525              0
LUZ    19460526              0
LUZ    19460527              0
LUZ    19460528              0
LUZ    19460529              0
LUZ    19460530              0
LUZ    19460531              0
LUZ    19460601              0
LUZ    19460602              0
LUZ    19460603              0
LUZ    19460604              0
LUZ    19460605              0
LUZ    19460606              0
LUZ    19460607              0
LUZ    19460608              0
LUZ    19460609              0
LUZ    19460610              0
LUZ    19460611              0
LUZ    19460612              0
LUZ    19460613              0
LUZ    19460614              0
LUZ    19460615              0
LUZ    19460616              0
LUZ    19460617              0
LUZ    19460618              0
LUZ    19460619              0
LUZ    19460620              0
LUZ    19460621              0
LUZ    19460622              0
LUZ    19460623              0
LUZ    19460624              0
LUZ    19460625              0
LUZ    19460626              0
LUZ    19460627              0
LUZ    19460628              0
LUZ    19460629              0
LUZ    19460630              0
LUZ    19460701              0
LUZ    19460702              0
LUZ    19460703              0
LUZ    19460704              0
LUZ    19460705              0
LUZ    19460706              0
LUZ    19460707              0
LUZ    19460708              0
LUZ    19460709              0
LUZ    19460710              0
LUZ    19460711              0
LUZ    19460712              0
LUZ    19460713              0
LUZ    19460714              0
LUZ    19460715              0
LUZ    19460716              0
LUZ    19460717              0
LUZ    19460718              0
LUZ    19460719              0
LUZ    19460720              0
LUZ    19460721              0
LUZ    19460722              0
LUZ    19460723              0
LUZ    19460724              0
LUZ    19460725              0
LUZ    19460726              0
LUZ    19460727              0
LUZ    19460728              0
LUZ    19460729              0
LUZ    19460730              0
LUZ    19460731              0
LUZ    19460801              0
LUZ    19460802              0
LUZ    19460803              0
LUZ    19460804              0
LUZ    19460805              0
LUZ    19460806              0
LUZ    19460807              0
LUZ    19460808              0
LUZ    19460809              0
LUZ    19460810              0
LUZ    19460811              0
LUZ    19460812              0
LUZ    19460813              0
LUZ    19460814              0
LUZ    19460815              0
LUZ    19460816              0
LUZ    19460817              0
LUZ    19460818              0
LUZ    19460819              0
LUZ    19460820              0
LUZ    19460821              0
LUZ    19460822              0
LUZ    19460823              0
LUZ    19460824              0
LUZ    19460825              0
LUZ    19460826              0
LUZ    19460827              0
LUZ    19460828              0
LUZ    19460829              0
LUZ    19460830              0
LUZ    19460831              0
LUZ    19460901              0
LUZ    19460902              0
LUZ    19460903              0
LUZ    19460904              0
LUZ    19460905              0
LUZ    19460906              0
LUZ    19460907              0
LUZ    19460908              0
LUZ    19460909              0
LUZ    19460910              0
LUZ    19460911              0
LUZ    19460912              0
LUZ    19460913              0
LUZ    19460914              0
LUZ    19460915              0
LUZ    19460916              0
LUZ    19460917              0
LUZ    19460918              0
LUZ    19460919              0
LUZ    19460920              0
LUZ    19460921              0
LUZ    19460922              0
LUZ    19460923              0
LUZ    19460924              0
LUZ    19460925              0
LUZ    19460926              0
LUZ    19460927              0
LUZ    19460928              0
LUZ    19460929              0
LUZ    19460930              0
LUZ    19461001              0
LUZ    19461002              0
LUZ    19461003              0
LUZ    19461004              0
LUZ    19461005              0
LUZ    19461006              0
LUZ    19461007              0
LUZ    19461008              0
LUZ    19461009              0
LUZ    19461010              0
LUZ    19461011              0
LUZ    19461012              0
LUZ    19461013              0
LUZ    19461014              0
LUZ    19461015              0
LUZ    19461016              0
LUZ    19461017              0
LUZ    19461018              0
LUZ    19461019              0
LUZ    19461020              0
LUZ    19461021              0
LUZ    19461022              0
LUZ    19461023              0
LUZ    19461024              0
LUZ    19461025              0
LUZ    19461026              0
LUZ    19461027              0
LUZ    19461028              0
LUZ    19461029              0
LUZ    19461030              0
LUZ    19461031              0
LUZ    19461101              0
LUZ    19461102              0
LUZ    19461103              0
LUZ    19461104              0
LUZ    19461105              0
LUZ    19461106              0
LUZ    19461107              0
LUZ    19461108              0
LUZ    19461109              2
LUZ    19461110              0
LUZ    19461111              0
LUZ    19461112              0
LUZ    19461113              0
LUZ    19461114              0
LUZ    19461115              0
LUZ    19461116              0
LUZ    19461117              0
LUZ    19461118              0
LUZ    19461119              0
LUZ    19461120              0
LUZ    19461121              0
LUZ    19461122              0
LUZ    19461123              0
LUZ    19461124              0
LUZ    19461125              0
LUZ    19461126              0
LUZ    19461127              0
LUZ    19461128              0
LUZ    19461129              0
LUZ    19461130              0
LUZ    19461201              0
LUZ    19461202              0
LUZ    19461203              0
LUZ    19461204              0
LUZ    19461205              0
LUZ    19461206              2
LUZ    19461207              0
LUZ    19461208              1
LUZ    19461209              0
LUZ    19461210              0
LUZ    19461211              0
LUZ    19461212              0
LUZ    19461213              0
LUZ    19461214              0
LUZ    19461215              0
LUZ    19461216              0
LUZ    19461217              0
LUZ    19461218              0
LUZ    19461219              0
LUZ    19461220              0
LUZ    19461221              0
LUZ    19461222              0
LUZ    19461223              0
LUZ    19461224              0
LUZ    19461225              0
LUZ    19461226              0
LUZ    19461227              0
LUZ    19461228              0
LUZ    19461229              0
LUZ    19461230              0
LUZ    19461231              3
LUZ    19470101              0
LUZ    19470102              1
LUZ    19470103              0
LUZ    19470104              0
LUZ    19470105              0
LUZ    19470106              5
LUZ    19470107              0
LUZ    19470108              0
LUZ    19470109              1
LUZ    19470110              0
LUZ    19470111              0
LUZ    19470112              0
LUZ    19470113              0
LUZ    19470114              0
LUZ    19470115              0
LUZ    19470116              0
LUZ    19470117              0
LUZ    19470118              0
